ID,1032245.P,1039868.P,1042353.P,1042745.P,1043773.P,1045386.P,1045549.P,1046191.P,1046287.P,1046349.P,1046499.P,1047291.P,1047831.P,1047912.P,1048720.P,1049983.P,1050700.P,1051316.P,1054390.P,1056166.P,272577.P,451368.P,477022.P,515975.P,522638.P,548142.P,649867.P,685749.P,843725.P,99272.P,1032245.T,1039868.T,1042353.T,1042745.T,1043773.T,1045386.T,1045549.T,1046191.T,1046287.T,1046349.T,1046499.T,1047291.T,1047831.T,1047912.T,1048720.T,1049983.T,1050700.T,1051316.T,1054390.T,1056166.T,272577.T,451368.T,477022.T,515975.T,522638.T,548142.T,649867.T,685749.T,843725.T,99272.T
chr15:75859878-75873568,3,4,2,7,4,3,9,2,6,3,3,9,5,6,2,3,3,3,0,6,2,4,7,3,0,6,7,5,10,4,11,2,4,0,0,2,0,2,0,0,4,6,2,3,2,0,3,3,0,0,2,3,2,3,0,0,2,12,0,2
chr3:3137260-3144710,2,6,3,0,5,3,2,0,0,4,5,3,2,3,2,5,0,5,3,2,2,3,3,0,5,3,6,7,5,2,3,0,2,0,3,6,0,5,2,3,0,2,3,4,0,2,2,0,0,0,2,0,3,0,2,3,0,5,2,6
chr10:96544076-96576829,5,4,2,2,6,3,2,0,5,6,7,5,0,0,4,3,4,5,10,6,5,3,5,0,4,9,7,5,2,0,2,3,0,6,7,0,3,0,3,2,3,3,9,5,3,0,2,0,3,0,2,7,3,2,7,0,0,8,4,8
chr4:152411303-152412529,118,183,121,168,158,250,263,134,146,188,311,272,201,289,141,109,172,126,181,191,174,158,276,101,225,268,264,341,207,161,93,69,85,72,179,64,54,47,106,83,124,51,90,69,74,36,85,62,116,134,48,101,129,68,88,143,50,81,89,146
chr19:34430576-34434968,8,10,6,6,8,14,5,15,7,4,17,10,12,25,4,9,7,3,5,2,8,10,15,8,8,8,14,11,5,6,3,6,14,9,10,10,4,6,8,9,18,15,7,13,8,7,9,3,5,7,4,6,6,5,6,13,15,8,9,5
chr17:64821767-64822393,5,3,3,3,3,3,7,4,0,4,2,4,2,8,2,4,0,5,2,0,2,0,4,3,6,0,2,4,4,3,4,3,3,0,6,3,0,0,0,3,10,3,4,3,4,5,0,5,3,2,2,4,5,4,5,3,2,4,3,8
chr1:26257597-26259802,2,2,3,3,3,0,5,2,2,4,0,0,4,6,2,3,2,0,0,0,0,0,3,3,0,0,3,0,3,5,3,2,2,0,3,0,0,4,3,2,3,0,2,3,4,2,4,0,0,0,0,0,0,0,5,0,3,6,0,3
chr8:30474779-30504436,3,3,2,2,2,5,3,2,6,0,9,3,3,13,0,0,2,2,2,0,3,5,2,3,4,4,0,5,2,3,5,0,0,0,3,3,0,2,5,0,2,2,2,0,0,0,4,0,0,0,0,0,3,0,3,0,0,2,2,2
chr16:53141179-53157541,29,31,23,24,26,32,32,13,30,32,37,27,21,41,27,20,7,21,33,27,26,11,19,16,33,26,35,14,33,24,20,7,6,7,21,14,6,10,6,4,5,10,11,3,8,6,17,4,16,14,2,11,97,7,0,7,4,17,22,27
chr5:66053406-66054951,5,7,0,9,4,14,6,5,7,7,7,10,8,9,5,5,9,2,6,6,10,5,9,8,10,3,7,4,4,4,6,4,3,3,3,3,0,2,7,2,5,0,4,4,5,2,3,0,4,2,10,2,5,0,5,6,4,7,3,7
chr6:47503280-47554766,2,0,5,0,0,4,8,3,3,4,3,4,4,2,0,3,4,0,4,0,0,0,4,5,4,2,7,0,2,0,8,0,4,2,2,3,0,0,0,3,2,0,0,2,2,0,0,0,2,0,2,0,0,0,3,0,2,6,0,4
chr2:102657564-102665350,2,3,2,3,0,3,5,5,2,0,2,0,2,0,0,3,0,0,2,0,0,0,3,4,2,4,4,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,2
chr5:145817894-145826200,19,21,28,18,9,26,23,17,10,15,24,18,28,18,11,14,6,19,16,12,14,6,18,19,15,12,15,14,3,15,9,10,6,10,35,12,3,8,5,13,15,9,14,26,13,13,15,25,16,7,8,25,9,9,14,7,15,10,17,9
chr15:69210316-69261329,5,0,4,2,3,5,2,0,4,3,2,0,2,0,2,0,0,2,0,2,0,3,7,0,3,2,0,0,3,3,2,0,2,4,5,3,3,3,2,4,4,2,9,6,6,2,10,0,0,0,2,0,4,0,2,0,0,0,10,0
chr1:117402186-117414831,14,12,10,8,14,14,17,9,18,25,22,22,13,19,8,7,27,16,26,19,15,10,12,11,29,21,12,27,18,9,11,11,3,7,12,13,4,6,14,6,6,11,8,24,14,6,15,6,12,14,11,10,3,3,16,17,3,32,7,11
chr4:105233897-105237351,16,6,12,8,10,20,11,8,11,15,26,10,11,19,10,8,12,6,8,4,12,7,13,9,15,9,16,10,9,9,5,10,2,0,6,5,7,5,7,2,5,3,13,8,3,8,7,6,6,2,12,7,4,7,0,6,0,6,3,6
chr18:56756583-56758953,4,3,2,2,5,2,6,3,2,0,4,7,3,3,3,0,0,0,0,0,5,3,6,2,3,2,3,8,3,0,3,0,3,0,3,3,0,0,2,2,3,0,0,0,3,3,2,3,2,0,0,0,3,4,3,3,3,0,0,2
chr7:156966270-156967092,2,2,3,2,2,4,7,4,3,4,2,2,4,7,0,0,2,0,2,3,6,0,2,0,0,4,4,6,2,3,0,2,4,4,6,8,2,2,3,7,5,3,5,10,0,2,5,3,0,5,0,5,7,2,3,9,2,7,0,0
chr8:121628714-121629340,2,2,2,0,3,6,3,2,4,8,4,4,5,6,3,2,3,2,2,0,6,3,4,5,6,7,5,4,5,5,6,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,2,0,2,3,0,3,7,2,0,2,0,0,0,0
chr18:6263947-6312056,0,2,0,2,3,0,4,6,0,2,3,2,0,6,2,0,5,0,0,0,2,0,0,0,0,2,3,2,0,3,4,4,0,0,0,0,0,0,4,0,0,2,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,4
chr1:23814190-23820593,0,4,0,3,4,2,3,0,4,3,4,3,9,5,0,3,0,5,2,2,2,3,5,2,7,2,2,2,0,3,4,0,3,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,4,3,0,0
chr11:62638983-62639731,4,3,4,3,0,0,4,3,3,0,2,2,3,7,3,0,0,0,9,6,0,0,6,3,6,3,5,4,4,3,6,0,5,7,4,3,3,4,5,7,5,5,5,8,2,2,7,2,3,3,0,4,0,3,0,4,0,8,2,0
chr15:52584745-52593736,0,3,0,3,2,3,2,2,6,0,4,6,4,4,0,0,4,2,0,0,3,0,2,0,2,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
chr6:34606555-34646798,4,4,0,2,5,5,3,5,2,0,9,6,5,8,0,7,2,4,3,3,5,0,12,3,8,5,8,5,0,5,5,2,2,0,3,5,0,0,5,2,2,0,5,0,2,0,2,2,4,0,0,0,0,0,2,2,0,3,2,0
chr2:135748267-135761911,5,3,2,0,7,2,5,3,3,2,3,0,3,5,0,3,2,0,2,0,5,2,6,0,4,2,6,5,0,3,3,3,3,2,5,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,2,3,2,3
chr15:89113725-89116521,10,10,10,11,10,20,23,15,13,8,18,16,19,32,12,7,7,6,12,11,19,12,22,5,15,16,12,17,11,8,7,9,7,4,22,14,9,9,17,28,17,6,11,7,10,8,9,28,10,10,0,14,14,5,15,9,7,33,9,10
chr10:110881233-110887886,3,5,0,2,7,7,3,4,4,7,4,4,9,15,2,3,0,2,3,2,0,9,6,0,10,6,2,4,9,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0
chr7:107773920-107774872,0,0,2,3,2,2,3,2,2,4,4,0,3,3,7,0,3,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0
chr11:13413530-13445181,6,4,3,0,0,8,2,4,6,3,6,6,3,4,6,7,3,2,8,7,5,0,0,3,7,9,7,2,3,2,2,3,0,2,6,0,2,3,4,0,3,0,0,2,2,0,2,3,4,5,3,5,3,2,5,0,2,2,5,3
chr5:177209636-177212195,5,0,3,4,2,5,4,4,5,3,8,3,3,6,3,0,2,0,0,5,2,2,0,2,3,5,2,0,5,0,3,0,0,2,0,0,2,0,3,2,0,3,4,2,0,2,0,0,0,3,4,5,2,5,0,0,0,4,0,0
chr1:197642711-197715074,0,4,2,0,0,6,5,7,3,3,6,7,12,6,7,5,3,4,6,0,0,3,4,8,7,0,5,4,6,3,3,0,2,0,5,2,0,0,0,0,3,0,0,5,0,0,0,2,3,0,0,0,0,2,0,0,0,3,0,3
chr20:35716740-35725155,8,8,8,6,4,11,7,5,14,9,4,7,13,6,5,5,11,3,6,8,5,7,13,7,10,13,5,6,10,8,5,3,4,5,7,6,0,5,4,11,8,13,4,4,0,0,7,0,7,7,2,3,7,0,7,0,7,10,8,0
chr13:49167244-49175541,6,3,2,0,4,7,6,3,3,5,0,3,2,3,0,0,3,0,0,4,7,4,3,4,5,0,2,10,3,4,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,4,4,0,3,0,5,0,0,0,0,0,3,0,0
chr11:118583809-118584644,3,5,6,8,3,8,5,4,5,3,9,5,6,7,5,0,4,2,5,4,4,8,3,2,2,16,3,3,5,6,2,3,0,2,0,0,0,2,2,0,2,3,0,2,2,2,2,0,2,6,7,2,0,0,2,5,0,3,5,2
chrX:2953143-2958435,0,4,10,8,3,5,8,9,0,5,8,3,9,5,3,4,4,5,4,2,2,0,5,2,4,7,8,6,5,9,7,0,16,6,4,2,5,4,2,5,7,8,4,5,4,0,7,8,4,0,0,4,11,2,2,5,10,14,0,0
chr4:1225360-1241519,3,0,6,6,3,7,10,3,5,4,6,6,5,10,2,3,7,5,7,4,9,12,6,5,4,6,3,2,4,3,6,8,4,2,4,2,2,7,5,8,5,4,6,10,5,7,9,5,8,8,2,8,9,0,3,13,5,8,4,6
chr9:76067955-76107351,2,2,3,6,0,5,10,7,2,4,5,2,6,5,2,2,4,3,4,2,3,0,6,2,4,4,3,3,6,0,2,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0
chr2:70179532-70181997,2,4,3,2,4,6,7,0,4,7,5,5,5,0,0,6,3,0,3,2,3,0,7,6,3,3,5,0,0,2,0,2,0,2,6,3,0,0,3,3,5,0,3,5,0,0,5,3,0,4,0,0,0,4,0,2,3,8,2,6
chr15:80098416-80122800,3,6,5,5,7,7,6,5,6,7,9,6,6,20,4,12,5,10,3,7,2,4,4,4,10,3,6,6,3,9,6,5,3,3,9,2,0,0,3,2,2,4,3,6,3,0,2,3,0,0,2,0,2,3,0,0,4,9,4,8
chr17:82563354-82568201,8,0,0,0,3,4,0,4,2,5,4,3,4,0,2,0,2,3,2,0,3,0,2,0,6,4,9,5,3,0,0,4,2,6,7,4,4,4,8,2,7,3,5,4,4,7,7,3,0,8,0,4,5,3,4,4,9,8,3,0
chr17:51201592-51203228,2,4,2,2,0,3,4,4,4,7,3,4,0,3,0,2,0,0,0,0,3,3,0,2,3,5,5,2,4,0,2,0,0,0,2,0,4,0,3,2,2,0,0,2,3,0,2,0,2,0,0,3,3,0,2,2,2,6,0,0
chr12:70278132-70319364,2,2,2,2,2,7,2,3,2,3,6,5,0,5,4,2,3,0,4,2,2,0,2,3,0,4,6,2,2,5,0,3,2,2,7,3,0,2,0,0,8,0,2,0,2,0,0,2,2,2,0,0,0,0,0,2,4,2,2,0
chr3:138570318-138572932,0,7,0,12,13,12,16,12,0,28,0,7,13,0,8,0,17,9,0,0,11,0,23,8,16,15,0,5,21,20,0,2,0,5,5,5,2,0,0,0,0,0,6,0,4,0,0,2,0,0,7,0,7,7,3,0,0,6,6,13
chr19:34430576-34438766,3,2,0,2,3,6,0,8,2,5,10,5,4,12,2,5,3,0,6,0,0,2,6,0,4,7,2,9,4,4,3,5,4,9,9,4,0,0,8,4,6,2,2,9,6,2,4,3,4,4,2,0,4,0,3,2,7,2,10,3
chr1:59339958-59346398,0,2,2,3,7,6,8,10,2,4,14,2,8,10,0,3,0,3,7,8,2,0,3,0,5,7,8,6,0,5,2,6,2,4,3,6,0,3,5,4,7,0,8,2,3,0,0,4,4,4,0,6,0,2,5,3,4,6,7,5
chr18:8718424-8720496,2,5,0,0,7,6,2,0,5,2,3,5,0,6,3,2,3,3,2,2,9,2,3,0,7,2,0,6,0,0,5,7,0,6,2,0,4,4,17,3,0,5,6,7,0,9,3,7,4,2,2,2,0,0,4,3,0,11,0,0
chr15:50583089-50592626,0,4,0,0,0,6,3,4,0,4,6,0,2,5,3,0,4,2,2,5,2,3,2,2,6,4,8,4,6,0,3,0,0,3,2,3,0,2,0,0,2,3,0,3,0,2,6,0,0,0,0,2,0,2,0,0,0,5,0,2
chr5:170878097-170896115,4,7,6,2,6,5,3,4,0,6,3,7,2,7,0,2,2,0,0,3,3,0,4,0,7,5,4,0,4,5,0,0,2,5,3,4,4,0,2,3,4,4,3,12,4,0,3,3,5,2,2,2,9,0,0,2,4,9,2,5
chr7:27629371-27649633,7,4,7,6,6,14,8,7,9,11,7,4,15,18,3,8,2,5,4,5,4,11,16,6,13,6,12,6,5,6,9,6,7,14,3,15,2,8,7,5,8,7,11,14,4,0,6,5,13,8,4,6,5,0,6,3,8,5,6,6
chr15:90441506-90443478,0,0,0,2,2,8,5,2,7,5,8,10,5,9,5,5,3,3,10,4,2,6,3,3,8,5,10,5,7,3,2,5,0,0,5,2,2,5,6,3,0,5,0,3,2,3,2,2,4,6,0,3,4,2,0,8,4,3,4,6
chr19:38119306-38119882,6,2,0,3,3,2,4,2,2,3,3,4,0,6,3,3,3,0,0,4,4,0,4,0,6,3,3,3,2,0,4,2,0,3,0,4,0,2,2,3,2,2,0,2,4,0,0,0,5,0,0,0,2,3,0,0,2,2,2,2
chr5:177619078-177632738,2,3,7,3,3,0,2,2,2,4,6,4,7,0,2,0,4,6,0,0,4,0,7,0,3,4,4,5,3,0,0,3,0,0,0,0,0,2,2,0,2,0,0,3,0,2,3,0,0,0,4,2,0,2,0,0,2,0,2,3
chr10:101792839-101810314,5,11,5,8,7,15,14,6,8,9,16,10,10,13,2,5,6,5,7,6,6,4,8,7,13,5,16,7,6,7,11,0,4,2,24,6,3,3,2,3,4,5,3,5,5,3,4,2,5,6,2,10,2,3,0,4,2,6,4,7
chr2:8943187-8958642,11,2,2,3,5,8,5,6,7,6,9,2,4,5,2,5,7,5,3,4,2,0,6,0,11,3,8,3,0,4,0,5,0,4,3,5,3,2,0,6,0,0,3,0,0,2,6,3,3,0,5,5,0,10,8,3,2,0,3,6
chr2:69348171-69363670,0,3,0,4,4,4,5,0,4,0,2,6,0,3,2,3,0,0,5,0,3,2,2,0,2,3,5,0,0,0,4,4,0,4,4,0,2,4,0,4,3,0,5,3,2,4,2,0,2,0,0,0,3,0,0,0,0,3,0,0
chr7:64543707-64544432,4,2,7,6,8,8,14,4,7,13,15,10,4,13,2,4,3,0,2,3,4,3,8,0,12,7,11,8,12,2,5,0,9,3,3,4,0,3,12,4,5,8,5,4,0,2,0,0,4,4,5,3,3,4,0,6,5,5,9,3
chr5:136147832-136154163,2,3,4,3,4,5,0,4,0,6,0,2,0,7,3,2,6,0,3,2,0,0,4,2,0,3,4,0,4,4,0,0,0,5,4,2,0,2,0,0,0,0,5,0,2,2,0,0,0,0,4,3,2,0,0,2,0,4,0,0
chr7:10982372-10990847,0,0,0,2,0,2,0,2,4,0,0,2,0,5,2,0,2,2,3,2,2,0,2,0,0,2,4,2,3,0,2,0,0,5,2,3,0,0,0,0,3,0,2,5,0,0,3,0,5,7,3,0,0,0,0,0,2,0,0,0
chr1:186406083-186419077,3,3,2,2,0,3,3,0,3,0,0,4,3,12,2,2,3,0,5,0,0,3,3,3,6,0,5,6,4,3,3,0,7,4,4,0,0,2,3,2,2,2,0,3,0,2,4,0,0,0,0,0,2,0,2,0,0,4,0,3
chr4:3086939-3107423,8,5,17,4,9,14,13,4,8,13,13,4,15,19,7,7,5,6,6,0,7,9,8,2,12,7,9,7,5,14,6,6,7,5,9,4,0,3,5,4,8,0,7,8,4,4,12,2,7,6,4,5,3,4,10,3,4,10,3,7
chr10:45939361-45962994,2,4,4,0,2,4,5,6,4,0,0,4,0,6,3,0,2,0,0,4,3,0,2,3,8,0,3,0,5,4,0,2,0,0,0,0,0,0,4,3,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,3,3,0
chr18:21765772-21819646,8,3,6,7,5,16,11,11,10,15,12,5,14,9,0,8,6,4,10,6,5,5,13,4,15,11,7,5,7,5,3,2,0,4,3,3,5,2,4,0,4,4,7,15,0,9,0,12,0,2,0,6,6,0,7,3,4,5,4,8
chr2:190659158-190673152,14,22,17,18,27,42,39,15,33,26,35,23,36,36,16,18,14,17,21,18,21,13,36,19,27,25,32,18,18,16,27,29,14,15,14,37,7,15,20,11,26,5,20,17,8,12,25,24,7,31,12,11,8,18,14,21,7,40,10,31
chr7:43639449-43640649,7,6,6,4,2,6,7,10,5,9,12,9,6,17,7,6,4,6,4,4,5,4,5,9,7,6,8,5,7,11,14,4,25,16,6,6,3,17,6,10,9,7,14,10,8,2,6,4,4,4,10,10,3,2,16,5,4,10,0,5
chr12:69589485-69593613,3,9,6,0,4,6,11,6,2,3,13,7,2,6,7,5,4,4,7,4,3,2,2,7,5,8,6,3,2,3,3,4,2,5,5,5,2,0,4,0,10,4,0,7,5,2,7,5,0,3,0,5,4,0,3,3,7,17,3,3
chr2:134253095-134254644,9,10,5,5,6,8,9,9,10,5,16,11,6,8,3,5,5,6,5,5,12,6,9,6,17,8,3,5,10,7,3,3,6,11,18,9,3,10,2,6,7,2,9,13,5,4,15,6,6,6,4,5,4,2,11,16,10,19,11,7
chr21:29326059-29329693,3,5,4,3,2,3,5,3,3,0,5,2,7,4,2,0,3,0,0,7,0,3,2,4,2,6,5,5,2,4,9,2,2,9,2,4,0,3,5,2,2,0,2,4,0,3,2,0,0,2,5,2,0,2,0,0,2,4,0,3
chr19:17101660-17102557,5,7,4,10,10,7,14,5,8,11,8,6,10,9,6,7,7,2,6,9,8,3,9,4,9,3,8,7,6,8,10,2,5,11,6,5,3,4,12,10,8,9,6,14,9,3,8,6,0,14,3,5,8,4,5,10,8,10,12,4
chr10:50433476-50590247,2,5,0,0,7,0,3,0,3,5,4,6,5,7,0,2,0,0,4,0,2,5,4,0,5,4,5,3,2,2,4,2,0,2,4,0,0,0,0,2,2,4,2,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,0
chr1:13731000-13742157,0,2,3,0,3,3,0,0,3,0,2,0,2,4,0,4,3,2,5,2,5,4,6,0,6,2,4,0,2,3,2,0,0,0,2,2,0,0,0,0,2,0,0,0,2,0,5,0,4,3,4,0,0,2,0,2,0,0,3,0
chr7:30550636-30562128,7,7,4,7,6,6,6,5,5,5,7,7,5,10,5,4,6,3,7,4,3,6,4,4,6,4,6,9,6,10,3,0,3,2,4,4,4,7,7,5,5,2,3,6,8,8,3,3,3,0,3,0,2,2,0,4,7,6,5,5
chr12:2820086-2821792,3,4,5,5,6,7,6,4,4,3,9,8,4,6,2,6,2,0,0,7,3,3,3,0,8,4,3,6,3,3,5,2,2,4,0,5,0,0,3,8,8,4,0,4,3,3,3,2,0,7,0,5,5,2,3,2,4,10,2,2
chr2:15488894-15511350,3,3,0,0,3,5,2,2,2,3,2,7,5,3,4,5,4,3,4,2,3,0,2,0,5,5,6,2,3,0,3,3,0,0,0,2,0,0,3,0,0,6,0,2,3,2,4,4,3,3,6,2,0,0,4,3,0,0,5,5
chr5:103096541-103097781,4,4,5,0,5,7,4,2,2,2,8,8,5,8,0,2,3,3,3,2,7,4,4,0,4,8,2,7,4,2,0,0,2,0,6,5,0,0,0,3,2,2,0,0,2,0,0,0,0,0,0,0,2,0,2,4,0,3,0,0
chr11:85996826-86031611,13,5,8,9,13,26,19,13,11,18,21,22,18,20,8,11,10,6,16,8,12,6,13,6,17,7,22,20,7,9,21,5,8,3,14,23,0,11,19,7,9,14,8,10,6,10,12,7,10,10,6,8,8,5,14,10,10,16,16,2
chr12:69251129-69262562,7,5,2,2,4,7,8,4,5,3,15,6,6,8,3,0,7,6,7,5,0,2,4,7,2,5,19,3,2,5,13,4,2,10,14,4,0,4,0,3,13,24,4,30,4,4,29,5,6,11,8,2,5,4,8,3,6,20,14,6
chr19:12928342-12928847,20,24,17,12,21,25,35,7,20,15,36,22,22,26,20,11,13,16,19,20,21,13,23,11,18,26,33,18,22,15,30,13,14,9,28,22,13,10,12,15,37,21,20,20,9,9,15,16,18,21,7,14,12,11,20,19,32,30,14,5
chr10:12081472-12091684,0,4,0,4,2,2,0,6,3,4,2,0,3,3,2,2,2,6,4,5,0,5,0,3,3,4,3,2,0,0,2,2,0,4,2,4,3,0,0,0,4,0,0,0,0,0,2,2,0,0,6,3,2,3,0,0,0,5,3,4
chr17:61984171-61985090,3,8,7,3,10,3,0,3,4,8,7,6,4,7,6,5,4,2,9,2,6,10,7,3,8,3,3,6,10,5,2,4,7,4,8,5,3,3,4,0,8,6,3,3,2,4,2,3,4,2,3,3,0,0,7,5,3,7,6,3
chr2:159169250-159170805,5,3,0,0,0,3,3,2,4,3,5,5,4,3,0,0,0,0,3,0,0,3,4,0,3,3,0,0,4,2,6,0,2,2,2,0,0,0,0,0,3,5,0,3,2,0,5,2,0,2,0,0,0,0,2,3,3,4,0,3
chr13:95161189-95188542,0,2,3,0,2,0,0,4,2,3,3,0,2,3,4,0,0,3,2,0,2,4,4,2,4,0,2,0,2,4,0,0,0,5,0,0,0,0,0,2,6,0,0,0,0,0,5,0,3,0,0,0,0,3,4,3,0,2,0,2
chr2:224535528-224557856,2,4,0,8,3,3,15,4,2,6,10,7,5,9,6,6,4,2,2,4,8,7,11,2,8,3,2,8,0,9,9,0,9,5,8,6,2,3,0,3,6,9,10,3,2,2,10,3,0,2,5,9,4,0,10,2,2,3,3,5
chr13:49451553-49467960,3,2,0,0,3,5,0,0,3,3,0,2,0,8,2,2,3,0,0,3,3,2,0,3,4,0,2,3,4,0,0,0,2,2,2,3,0,2,2,0,2,3,0,0,0,0,2,0,0,3,0,3,0,0,0,6,5,0,5,3
chr4:128992167-129003876,43,32,35,39,30,73,83,26,47,67,70,50,61,77,33,39,53,29,39,24,46,38,76,24,80,44,48,36,46,43,45,26,34,24,42,16,7,21,25,25,19,11,19,31,25,20,31,19,22,32,12,24,18,15,45,29,19,32,27,24
chr5:145796442-145826200,20,24,34,20,15,17,28,32,13,12,44,17,24,26,18,29,12,23,28,12,14,6,38,21,30,18,21,8,11,15,13,5,23,22,50,16,8,3,5,11,23,10,12,25,9,11,16,24,40,5,6,21,13,10,16,8,9,19,12,14
chr4:153270335-153276130,3,4,2,3,0,3,0,3,2,2,4,0,0,0,0,3,0,0,4,0,2,2,3,5,0,2,3,2,0,4,4,0,2,0,0,4,0,0,4,5,2,3,7,3,4,0,6,0,2,2,2,3,2,0,2,3,2,0,0,0
chr2:201145378-201149835,3,14,11,5,5,16,7,5,11,7,12,14,5,15,7,14,10,9,9,7,4,11,10,5,8,12,12,6,8,2,5,5,8,2,5,4,0,3,6,4,3,2,0,5,2,3,3,4,4,4,2,0,2,6,0,12,2,9,3,0
chr4:150798081-150808398,3,0,3,3,3,3,3,8,0,6,5,6,2,7,3,0,0,2,2,3,3,0,2,0,5,4,5,2,3,4,0,0,2,0,6,2,0,4,5,2,6,0,0,2,0,2,4,4,0,4,2,0,0,0,2,0,0,2,0,0
chr15:64974602-64983593,7,7,3,5,6,8,12,4,4,8,9,4,6,14,8,7,5,7,4,0,3,7,15,3,11,3,13,3,6,6,8,0,3,2,6,5,3,2,9,0,2,0,4,7,0,0,3,5,3,0,2,0,4,6,3,3,0,10,4,3
chr8:25407983-25408940,4,4,0,0,0,3,2,4,6,3,8,3,5,3,0,3,0,0,4,4,2,3,3,6,7,2,3,0,0,0,3,2,0,0,4,0,2,0,4,0,3,0,0,3,0,0,0,0,0,2,0,2,2,0,0,0,2,8,2,0
chr1:155438327-155459898,3,10,4,8,6,9,6,11,9,7,14,11,13,12,6,7,6,8,9,11,8,7,10,6,13,10,13,9,5,8,10,4,5,8,7,7,6,5,8,4,6,9,10,3,7,5,16,0,5,8,3,7,3,0,2,3,5,12,10,21
chr10:35516523-35530243,2,4,2,0,0,0,5,0,3,2,6,3,0,2,5,0,2,4,3,2,2,0,2,0,2,5,7,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,3,3,3,0,3,0,0,2,3,0,3,0,0,2,2
chrX:85067127-85074391,2,4,3,2,4,6,3,2,2,8,11,5,5,9,4,3,2,0,6,3,2,3,6,2,9,4,3,3,4,0,0,0,0,0,4,6,2,2,3,0,0,0,5,3,0,0,0,0,3,0,0,0,2,0,7,0,2,2,3,2
chr16:46674314-46677398,2,9,4,4,0,6,11,8,5,6,10,10,8,8,3,5,2,3,0,0,3,4,10,3,7,3,5,2,5,6,0,3,4,9,6,7,2,2,2,3,4,3,2,15,3,0,7,3,4,2,0,5,0,0,3,3,6,11,6,6
chr18:9182382-9221999,28,36,22,24,32,61,27,29,41,50,47,51,26,61,16,19,37,37,34,29,43,19,42,16,29,58,49,40,22,28,20,12,13,13,16,12,9,7,11,14,9,15,12,19,9,9,17,8,13,12,18,12,23,13,9,23,9,37,15,25
chr1:155725382-155726019,5,7,4,2,3,5,5,0,5,2,7,4,5,8,3,2,6,2,0,0,0,0,2,2,4,3,2,3,0,0,7,0,4,0,2,0,2,2,2,0,5,10,3,4,3,0,3,2,0,4,2,0,0,0,3,5,0,2,2,5
chr15:42827928-42840433,9,2,3,6,6,9,10,2,9,8,20,9,5,11,0,2,9,7,5,6,4,7,5,0,9,15,10,10,10,7,4,3,3,2,3,6,0,0,8,2,8,2,2,2,3,0,4,2,3,7,0,2,0,3,4,7,2,0,4,8
chr16:30483827-30484263,3,9,3,2,14,11,11,11,4,8,11,12,11,16,2,3,7,8,14,11,14,9,14,5,10,14,9,12,7,4,2,0,0,2,2,2,0,2,0,0,6,0,0,3,3,0,4,0,4,10,0,0,0,0,0,9,7,2,3,2
chr21:36247517-36251284,3,0,0,0,0,0,6,0,2,2,5,4,2,2,2,2,2,0,0,0,6,2,6,0,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,5,0,0,0,0,0,5,0,0
chr14:73147795-73148094,7,7,4,0,3,7,4,6,0,4,3,6,4,4,5,2,6,3,3,0,0,4,7,0,0,6,6,3,5,3,2,2,2,7,6,0,0,3,3,0,2,6,0,2,0,2,0,5,4,2,0,0,5,3,2,4,2,3,3,3
chr9:110972073-110973558,29,17,11,8,15,42,39,14,25,25,41,35,26,41,28,15,14,19,34,26,26,18,14,10,28,46,35,18,12,13,18,3,2,3,6,5,0,11,2,5,9,5,5,4,9,0,0,2,7,11,2,7,6,0,5,9,3,7,5,4
chr14:71413948-71529370,11,7,3,12,10,13,12,10,10,12,17,9,13,12,9,5,7,7,12,6,5,7,10,9,12,8,14,6,14,9,0,4,7,11,7,2,0,3,12,3,5,0,2,6,2,0,4,7,5,5,6,5,5,2,2,12,9,3,11,11
chr7:3619080-3642105,0,4,0,0,0,0,3,3,0,0,2,3,3,4,0,0,2,2,0,0,0,4,2,2,4,2,3,8,4,0,0,0,0,0,0,2,0,0,4,5,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,6
