ID,CircRNACount-1032245-P,CircRNACount-1039868-P,CircRNACount-1042353-P,CircRNACount-1042745-P,CircRNACount-1043773-P,CircRNACount-1045386-P,CircRNACount-1045549-P,CircRNACount-1046191-P,CircRNACount-1046287-P,CircRNACount-1046349-P,CircRNACount-1046499-P,CircRNACount-1047291-P,CircRNACount-1047831-P,CircRNACount-1047912-P,CircRNACount-1048720-P,CircRNACount-1049983-P,CircRNACount-1050700-P,CircRNACount-1051316-P,CircRNACount-1054390-P,CircRNACount-1056166-P,CircRNACount-272577-P,CircRNACount-451368-P,CircRNACount-477022-P,CircRNACount-515975-P,CircRNACount-522638-P,CircRNACount-548142-P,CircRNACount-649867-P,CircRNACount-685749-P,CircRNACount-843725-P,CircRNACount-99272-P
chr14:106269016-106557248,0,1,3,0,1,2,1,3,1,0,3,5,4,6,0,1,4,2,1,6,0,0,7,0,0,9,5,9,2,5
chr1:77717867-77725762,6,3,3,3,3,10,6,7,0,4,10,0,1,3,2,2,2,1,2,1,4,2,5,1,5,2,1,4,2,2
chr10:27142387-27145590,0,0,1,1,2,3,2,3,2,2,8,2,2,3,1,2,1,1,3,2,3,1,1,1,6,1,1,0,1,0
chr3:101671130-101672213,1,6,5,5,4,12,5,6,4,7,1,3,4,6,6,3,6,2,2,1,6,5,5,5,9,0,3,4,6,2
chr13:75560753-75569507,5,2,3,5,6,9,13,3,4,3,5,2,4,8,3,2,5,4,4,2,7,3,8,2,12,0,4,5,4,4
chr11:62521953-62522126,1,2,5,5,3,2,2,4,2,6,4,4,0,11,0,1,2,2,5,1,2,2,1,3,4,4,2,0,0,1
chr3:155829688-155834041,0,4,0,2,5,4,4,2,4,4,12,2,1,3,2,1,2,2,3,1,1,1,1,1,7,1,3,1,2,4
chrM:7859-7942,1,2,3,0,3,1,9,2,2,1,5,1,1,2,1,1,0,2,2,3,1,1,0,0,2,3,3,3,0,0
chr1:92333391-92380873,10,11,6,8,11,9,9,0,6,8,10,7,7,20,4,3,6,5,8,7,13,4,10,5,10,9,1,8,10,1
chrX:118584735-118590302,2,4,1,2,2,6,4,2,3,2,9,3,4,1,3,0,1,0,2,3,1,1,2,2,3,0,4,3,3,2
chr11:65499719-65499833,3,5,6,7,9,3,13,9,5,8,10,4,4,9,4,1,4,2,11,4,2,7,1,3,7,8,17,2,6,3
chr6:111262257-111263946,4,4,2,0,1,7,2,1,3,5,6,5,0,3,7,4,1,5,7,2,2,1,7,1,5,1,3,2,1,2
chr11:65502717-65502916,4,3,3,2,1,2,3,7,6,4,3,4,3,3,0,1,3,1,2,1,1,3,2,1,0,6,7,0,0,1
chr8:668598-674047,4,9,1,3,6,9,2,6,6,6,22,8,6,21,5,3,1,0,9,4,4,0,5,1,4,6,10,8,2,1
chr3:119503532-119517315,2,2,0,3,4,2,2,3,0,5,3,3,1,3,2,1,2,2,2,3,3,1,3,2,4,1,4,0,0,1
chr1:179120190-179121867,2,0,4,4,1,2,3,2,1,4,2,3,1,3,1,2,1,2,4,0,0,1,1,0,5,6,1,4,1,2
chr9:110941421-110973558,0,2,5,2,2,5,7,4,0,2,2,3,3,2,2,1,2,0,2,0,0,1,1,0,1,2,0,4,2,3
chr15:85067014-85083644,3,0,3,2,0,9,3,3,1,3,10,5,1,5,0,7,2,1,1,2,2,1,2,0,3,0,6,1,0,4
chr8:61680968-61684188,11,7,1,5,5,10,7,6,9,11,20,13,9,6,3,8,9,13,14,7,7,5,10,2,9,12,11,4,10,2
chr21:37420299-37421866,2,0,0,0,3,2,2,4,2,0,3,7,3,2,1,4,3,5,7,1,2,4,2,1,2,2,2,2,1,1
chr21:8396071-8440805,1,2,1,7,3,4,2,7,3,3,5,3,4,5,0,7,1,1,2,3,2,4,1,4,1,5,5,2,4,4
chr8:47279862-47294030,5,0,1,7,0,7,5,1,4,5,1,2,1,7,4,2,2,1,3,3,1,2,1,3,6,4,5,1,1,0
chr21:8212935-8396212,3,3,3,4,3,3,2,4,5,2,2,1,6,2,3,2,0,4,4,4,1,1,3,3,5,2,3,5,5,3
chr13:41865736-41868477,8,4,6,4,5,9,14,12,4,11,13,4,5,14,5,7,4,4,4,1,1,8,9,2,2,6,11,5,6,5
chr8:121628714-121629340,1,1,2,1,2,5,3,1,3,7,5,2,2,4,3,1,2,2,2,1,4,1,3,5,5,5,4,4,5,5
chr7:6800948-6801523,7,7,9,8,13,7,8,11,7,4,29,18,12,18,8,4,2,7,14,6,11,6,7,5,14,11,17,11,14,4
chrM:11511-11705,4,2,2,1,1,1,5,0,1,3,1,2,3,2,3,5,3,3,0,1,3,3,2,1,0,0,0,2,1,1
chr17:43222004-43222260,1,2,0,3,1,3,1,4,3,1,3,2,2,6,1,2,2,0,1,2,1,2,2,1,2,2,3,4,1,3
chr8:60741259-60743097,3,5,3,2,5,1,5,1,2,4,7,4,3,4,1,1,2,3,4,4,1,1,3,3,4,5,3,6,2,3
chr18:47865059-47896809,2,4,2,5,1,7,4,1,0,5,9,6,2,10,4,6,4,3,5,2,5,2,3,2,5,4,5,7,5,5
chr12:50427762-50430570,5,1,3,1,1,2,4,2,4,4,6,4,2,4,0,2,1,2,2,1,0,3,5,2,5,3,2,0,4,4
chr17:29684563-29703062,7,2,1,0,0,6,5,8,8,2,11,7,8,8,2,5,1,1,0,2,5,1,3,2,1,3,3,2,1,3
chr11:65500520-65500602,5,6,5,7,4,5,6,6,1,7,5,1,6,8,6,4,6,2,11,6,2,3,1,2,5,7,1,6,8,1
chr8:130152736-130180880,5,1,0,1,4,4,3,2,5,4,11,4,5,7,2,2,3,2,3,1,5,2,2,1,4,7,10,8,8,1
chrM:6628-6966,5,0,35,0,5,3,5,6,2,2,3,2,1,0,1,4,6,1,0,3,2,1,4,2,2,0,0,1,0,6
chr17:62010550-62063301,1,0,0,4,2,2,2,3,1,1,5,3,2,8,5,0,2,2,0,0,1,1,1,0,3,6,2,0,2,0
chr1:245915530-245929937,2,1,2,1,2,0,2,2,1,3,5,4,1,5,3,2,1,1,1,2,1,1,2,2,1,2,2,0,1,2
chr4:122927634-122979386,1,2,3,4,3,1,2,4,3,0,5,5,6,3,1,0,1,2,5,3,0,1,0,3,3,2,0,1,2,1
chr1:48355670-48359770,6,3,5,2,2,10,6,4,5,4,9,10,4,15,2,3,2,4,3,2,3,7,3,3,6,4,8,5,5,7
chrM:13846-14066,1,2,4,1,4,4,2,0,2,2,0,1,2,3,3,2,1,2,4,2,1,2,3,1,5,8,4,2,4,1
chr1:171568247-171575128,4,4,1,5,2,2,3,2,5,3,4,1,4,3,1,0,1,3,3,0,0,3,4,1,8,1,3,5,2,1
chr14:102870185-102876525,0,3,2,1,3,2,1,1,4,2,6,4,2,2,2,1,2,0,3,0,3,1,2,1,1,3,1,1,1,6
chr1:45087881-45088237,5,0,2,0,1,5,2,6,1,1,9,4,1,6,1,1,5,1,4,3,2,1,4,3,0,1,4,1,1,4
chr10:91994535-92008275,0,3,2,2,3,4,5,0,1,1,7,3,5,6,3,1,3,1,3,3,2,2,6,2,5,3,2,1,3,6
chr17:47361378-47379253,0,0,2,1,3,3,1,0,3,8,3,0,1,4,3,4,3,2,7,1,3,4,4,0,2,1,1,0,5,2
chr9:20715322-20740340,3,0,3,6,2,3,1,2,3,3,6,1,1,3,1,0,0,0,3,0,2,2,4,0,3,1,2,1,3,0
chr12:1027748-1028572,4,4,0,2,2,1,6,1,1,3,6,3,4,2,3,5,4,1,1,5,2,1,5,2,7,3,4,4,1,2
chr11:65499691-65499837,0,5,6,10,1,7,8,2,4,1,9,5,0,9,2,4,4,1,8,2,0,2,4,3,2,7,4,4,2,4
chr13:41252645-41260915,3,2,5,2,2,2,4,1,4,1,3,2,3,2,4,4,2,2,1,5,2,1,1,0,2,0,1,1,1,3
chr2:8770670-8776892,6,3,0,2,1,0,5,6,5,6,14,8,5,3,1,1,4,2,3,5,2,2,4,1,2,5,10,2,3,3
chr18:49331864-49379758,3,3,2,5,1,8,2,2,2,4,5,1,1,3,2,3,2,0,0,4,3,2,2,1,3,1,0,0,3,0
chrM:15953-16083,2,2,2,1,3,4,9,3,1,5,7,2,0,6,0,2,4,3,5,0,0,2,6,0,1,3,0,2,1,3
chr5:88220563-88245792,2,2,2,2,2,6,3,2,5,4,6,3,4,5,2,0,1,2,2,1,1,2,4,2,6,4,5,1,1,3
chr3:195959012-195960086,1,8,3,2,0,4,1,2,1,5,8,7,0,9,1,0,1,3,0,6,8,4,5,1,6,11,5,5,2,2
chr2:108771701-108773046,8,6,3,3,6,7,8,7,6,12,14,2,6,12,4,2,11,7,6,5,9,2,12,5,4,7,7,8,5,7
chr11:62527086-62527286,7,5,5,5,4,4,10,4,10,15,10,9,2,13,5,2,4,1,6,3,0,3,2,1,4,7,2,1,7,2
chr9:9442104-9442282,3,0,0,0,0,0,2,2,1,1,9,1,1,1,6,1,0,7,3,1,8,7,2,2,3,8,21,0,3,0
chr15:85113873-85121014,18,14,6,18,14,25,13,12,19,19,38,10,10,27,10,24,14,9,12,5,11,11,21,8,20,1,13,6,22,21
chr2:61522611-61526521,4,5,6,1,6,8,15,5,11,3,14,9,10,11,9,9,5,6,7,3,3,6,5,3,5,6,9,1,5,4
chr2:210153495-210154611,2,0,3,9,6,10,8,0,6,7,4,1,2,10,2,2,3,1,5,3,6,3,5,0,2,3,3,2,5,3
chr9:18336332-18362182,2,5,0,2,2,1,2,3,1,0,3,0,2,2,7,0,0,0,2,2,1,0,1,2,2,4,1,2,3,3
chr19:45263113-45263367,3,2,1,4,1,4,6,4,4,5,1,8,4,11,1,1,1,3,6,5,8,1,2,2,4,3,3,7,4,4
chr3:32733423-32737490,2,2,2,3,2,2,4,1,0,1,8,2,1,1,0,2,0,2,1,2,3,0,4,4,1,1,7,1,3,0
chr1:59321536-59378837,2,3,4,2,3,1,3,3,8,5,17,0,10,2,0,5,1,6,2,1,1,5,2,0,2,8,8,2,5,4
chr6:100798713-100805880,2,1,0,3,3,3,2,2,1,0,3,0,2,3,0,1,3,1,0,0,5,0,2,1,1,5,0,2,1,4
chrX:148661908-148662768,2,2,1,2,2,4,2,1,1,1,2,1,2,11,0,5,2,0,0,2,2,1,5,1,2,2,3,3,2,0
chr21:29326059-29329693,3,4,3,3,2,2,4,1,2,0,6,1,6,4,1,1,3,1,1,7,0,3,2,3,1,5,5,4,1,2
chr6:3076764-3077935,8,6,4,2,6,7,4,5,9,6,1,7,4,8,3,0,6,2,4,4,8,6,10,5,1,7,4,10,8,4
chr2:99169550-99171429,1,3,1,3,3,5,1,3,3,5,11,5,4,5,3,5,2,3,3,2,2,2,3,1,6,6,7,3,4,0
chr1:247138716-247159813,0,3,4,2,0,0,1,5,1,5,8,2,1,3,1,4,2,0,2,0,1,1,7,2,2,4,2,0,1,2
chr9:83678441-83686155,4,3,7,8,8,16,5,3,10,9,22,13,6,17,5,11,5,5,5,8,9,4,16,7,10,6,12,8,6,7
chr12:66145841-66153448,4,0,2,2,2,1,5,2,1,2,10,0,3,3,0,2,1,0,2,2,3,2,1,1,4,1,1,1,1,3
chr5:177209636-177212195,5,2,2,2,2,1,2,4,4,2,4,3,2,3,3,0,1,0,1,5,1,1,1,2,2,5,1,0,4,0
chr16:53141179-53157541,16,24,17,22,20,22,18,7,21,22,1,1,14,26,17,16,4,12,1,19,18,8,18,12,1,17,25,12,21,15
chr17:59839778-59839905,2,4,3,3,3,1,1,3,2,9,5,0,2,11,6,3,1,3,6,4,4,1,2,2,1,3,5,3,6,1
chrM:11875-12020,6,5,1,3,6,6,14,10,8,6,18,6,3,6,8,2,2,9,7,5,11,8,6,6,10,9,15,5,14,8
chr11:65500057-65500207,0,2,4,4,1,5,8,2,2,4,6,1,3,4,5,1,0,6,5,1,6,2,3,2,3,9,6,1,3,3
chr1:40267786-40272035,4,1,0,0,1,6,2,2,1,3,3,0,1,5,2,3,2,0,1,0,0,1,1,3,2,1,5,2,4,1
chr10:32543300-32584304,1,0,3,2,3,7,3,1,4,3,5,2,0,5,1,1,0,1,4,1,4,4,2,5,9,3,3,1,4,3
chrX:10566888-10567603,4,3,1,1,1,1,0,2,2,2,5,2,3,0,1,0,3,3,3,3,4,2,3,2,3,2,3,1,3,0
chr20:32366384-32371874,7,6,2,6,0,5,8,3,3,6,11,5,5,8,2,6,4,8,6,4,7,5,9,2,5,1,13,6,5,6
chr17:67945409-67975958,27,19,20,15,21,38,29,25,29,1,1,2,29,34,30,1,29,14,35,32,1,18,41,14,1,20,1,32,32,17
chr4:71339370-71357187,2,1,1,1,0,5,5,0,0,4,8,3,2,2,1,1,1,2,1,2,1,2,4,0,7,3,4,0,1,3
chr1:633914-634120,2,3,6,5,4,6,8,6,4,3,5,7,2,8,3,5,2,0,0,7,8,3,4,5,8,1,3,2,8,4
chrM:5599-5800,8,3,4,3,9,0,6,9,4,6,16,3,4,4,8,2,6,7,4,6,14,6,4,5,1,4,10,2,6,5
chr11:65499804-65499933,4,0,0,1,2,1,5,3,2,1,5,1,3,6,2,0,0,1,3,2,1,2,0,0,3,4,3,0,3,2
chr1:113848540-113855049,5,12,2,3,3,6,7,8,4,7,15,8,6,13,3,2,2,4,5,5,7,3,8,8,10,7,5,5,6,7
chr5:137952628-137954376,0,1,2,3,3,9,5,1,4,4,4,2,4,10,1,4,0,0,2,1,4,1,3,1,4,3,1,4,6,2
chr15:51869217-51902036,2,1,2,1,2,2,5,2,3,4,5,3,3,1,1,3,3,0,2,2,4,3,3,2,3,3,5,1,0,3
chr9:35657758-35658019,2,7,2,4,0,6,7,7,1,3,14,7,5,6,4,4,1,4,5,5,1,1,1,2,3,2,2,9,3,2
chr21:8212343-8395603,1,1,0,1,0,2,0,2,1,2,3,1,2,2,4,0,0,0,1,3,4,1,2,1,1,3,2,2,2,2
chr4:1394590-1394865,1,3,0,3,1,0,4,4,3,1,5,2,0,5,9,2,5,5,0,6,5,3,0,0,9,6,2,0,2,1
chr6:31269966-31354665,0,5,2,0,3,0,10,0,7,0,1,24,11,7,3,3,6,1,0,4,0,6,4,11,2,4,7,0,1,5
chr14:49586811-49862669,8,2,1,4,0,2,2,3,2,3,4,3,5,7,6,2,2,6,8,3,3,4,2,7,2,3,4,3,6,3
chr7:98191614-98194572,1,1,5,2,4,10,4,4,1,2,9,1,2,11,7,2,6,0,1,1,1,2,1,7,6,1,3,2,4,1
chr11:65500541-65500629,7,4,4,5,1,2,6,7,1,5,12,4,3,7,6,6,2,5,7,2,3,0,1,1,1,9,11,1,5,2
chr4:139125164-139139497,4,5,3,1,4,7,4,4,3,9,8,5,4,12,3,9,4,1,0,4,0,3,2,3,4,4,6,1,11,5
chr5:95755396-95763620,40,19,30,31,17,36,50,1,36,29,94,18,2,41,27,39,10,10,19,29,20,16,47,1,39,1,30,19,27,32
chr14:49586764-49862844,19,7,4,10,5,4,5,22,8,5,35,9,15,10,11,5,2,27,18,12,30,19,12,5,9,23,10,10,5,3
chr3:172226871-172251541,3,3,0,3,3,6,2,1,3,2,9,2,4,1,1,1,1,1,2,1,1,3,3,3,4,4,2,3,1,1
chr6:154773989-154795139,2,0,4,3,0,5,3,4,3,2,2,2,1,2,2,2,2,1,5,0,2,1,8,0,2,3,1,3,1,2
chr13:95161189-95188542,1,2,1,0,2,1,0,4,2,3,2,0,0,2,3,1,0,2,2,0,2,3,4,2,3,0,2,0,0,1
chr1:32030298-32033334,2,1,0,1,2,2,4,0,3,1,8,1,2,4,1,2,2,3,3,1,2,2,3,0,3,1,5,3,3,1
chr3:138570318-138572932,9,3,6,12,6,6,13,6,4,11,21,4,7,12,4,6,7,4,12,2,3,3,14,4,10,5,5,2,14,10
chr10:110881233-110890670,1,2,4,1,8,1,1,4,6,5,12,1,5,9,4,1,0,1,4,3,0,3,2,2,10,1,3,4,1,3
chr15:76274412-76295737,5,5,5,2,4,6,7,7,4,8,12,6,8,15,1,3,5,1,1,1,4,2,11,5,9,7,8,6,7,5
chr21:33432177-33432871,2,7,1,5,4,5,7,2,5,10,17,4,4,16,1,5,5,3,3,3,1,3,5,5,7,6,6,3,1,6
chr5:139600372-139623461,4,0,1,0,1,3,2,2,1,2,1,3,2,12,5,1,1,1,1,2,1,3,4,4,3,4,0,4,1,2
chr3:105670233-105681818,2,1,2,0,0,2,0,2,3,3,2,3,3,6,0,2,1,3,0,0,2,1,1,0,4,0,1,0,2,0
chr11:65499660-65499839,1,1,4,2,3,4,6,3,6,11,3,4,4,10,4,2,6,3,8,3,3,1,4,0,4,3,6,6,7,5
chr3:31576396-31580096,9,9,8,6,10,17,9,13,6,24,23,10,15,17,7,6,7,7,5,5,8,10,13,10,16,11,14,8,10,6
chrM:13020-13121,4,2,0,3,1,1,10,3,3,7,6,1,6,6,6,1,1,1,3,4,5,0,1,2,7,3,7,3,1,1
chr19:9652953-9660874,3,0,3,2,1,2,1,2,2,1,5,1,3,3,2,1,0,1,4,2,1,1,1,0,4,1,2,2,0,1
chr2:61522611-61533903,38,13,24,15,25,47,43,36,34,40,86,48,32,40,16,21,27,22,24,21,29,24,41,19,53,36,33,24,29,24
chr1:206937149-206937466,4,7,6,3,3,13,4,4,1,4,4,4,6,5,4,4,4,3,0,5,2,1,4,3,4,3,0,1,2,5
chr9:6880012-6893232,4,2,11,8,5,16,12,10,5,13,30,19,9,15,5,6,6,3,13,5,7,6,12,10,5,17,22,8,7,7
chr12:106842589-106843947,2,3,1,3,1,1,4,3,3,1,4,2,2,3,0,0,1,4,2,1,1,2,0,0,3,4,4,4,3,2
chr3:185437447-185443636,1,0,3,5,2,9,2,2,1,4,6,1,0,3,1,1,4,1,2,2,1,0,2,1,1,1,2,3,3,3
chr9:135850137-135883078,2,3,1,2,0,0,4,0,2,1,6,0,0,2,0,0,2,0,3,2,2,1,3,0,2,1,0,2,3,0
chr10:31908172-31910563,16,15,10,13,19,32,32,17,13,26,38,11,19,34,13,16,16,11,22,16,13,8,29,16,24,15,21,6,15,14
chr21:15762891-15766141,2,2,4,0,1,6,8,6,5,5,9,4,1,7,5,2,5,6,5,6,7,6,3,1,10,13,10,4,5,2
chr1:206940551-206946466,2,4,1,2,0,3,6,1,0,0,4,4,6,1,0,0,1,0,2,5,2,1,4,1,5,5,1,1,3,2
chr4:102304317-102324998,4,6,3,4,3,11,1,2,5,9,7,5,3,13,2,4,3,0,1,3,1,1,6,2,9,5,6,5,6,2
chr3:8935871-8941804,1,2,0,0,1,3,2,3,2,2,2,3,1,8,2,0,3,2,2,1,3,1,4,3,3,4,3,1,3,3
chrM:6932-7153,2,1,1,2,4,3,3,6,5,4,4,5,1,0,3,3,1,0,4,1,2,3,8,10,4,3,3,4,3,2
chr3:170359699-170361429,2,6,2,1,0,2,7,0,3,4,6,2,1,7,1,3,1,6,1,2,5,3,6,1,11,2,3,5,9,6
chr12:109139397-109140058,3,3,1,2,5,4,8,6,5,3,4,2,3,2,0,3,2,2,2,2,2,2,3,3,3,4,2,2,4,4
chr11:119284969-119285566,4,0,0,0,6,4,5,1,3,2,7,6,2,9,2,1,0,0,7,0,2,1,0,0,1,4,4,5,2,1
chrM:9052-9198,1,1,1,0,3,2,0,2,0,0,5,2,3,2,2,0,0,1,3,5,1,2,2,2,1,2,6,1,4,3
chrM:7772-7972,3,1,2,3,2,2,1,2,0,1,2,3,1,4,2,0,1,0,1,5,5,2,0,3,4,5,0,3,1,1
chr1:59321536-59346398,3,5,7,5,1,6,7,2,4,1,9,1,8,6,3,3,3,1,2,2,1,3,6,4,4,5,3,8,1,10
chr8:67105905-67116122,3,4,2,3,2,2,5,1,4,2,7,4,3,4,0,5,2,1,1,2,6,3,8,2,2,2,5,2,2,2
chr1:16566408-16567351,3,4,2,1,0,2,10,1,0,2,4,3,1,4,5,1,4,2,3,3,1,1,2,0,0,3,1,1,2,1
chr17:1361092-1362008,1,1,1,0,3,9,5,2,8,6,10,7,7,9,6,2,4,4,0,2,4,2,6,3,6,5,5,4,8,5
chr14:20343078-20343182,2,4,1,4,0,1,4,4,3,5,6,10,2,3,1,2,1,2,3,5,2,3,4,1,3,6,2,1,1,0
chr11:65499632-65499876,1,4,3,4,2,1,3,1,0,2,4,3,3,2,0,4,5,2,4,3,0,0,0,2,3,3,5,4,2,0
chr11:65501760-65501949,2,3,2,2,5,5,3,3,3,8,7,3,4,7,3,1,0,3,7,5,4,6,1,5,2,6,6,1,3,3
chr3:51541498-51590559,8,4,1,0,1,5,2,2,1,2,12,6,1,1,2,2,2,4,1,2,1,1,2,1,1,2,3,6,3,0
chr6:144537582-144542870,3,4,3,2,1,1,2,3,4,0,6,2,2,2,2,0,2,0,3,0,2,2,3,1,3,5,2,1,1,2
chr1:155725382-155726019,3,5,1,2,2,4,2,1,3,2,1,1,4,4,1,1,3,1,1,0,0,1,1,2,2,1,2,2,1,1
chr10:103438015-103438808,4,1,4,1,3,8,6,6,4,4,9,2,5,5,3,1,8,0,1,1,5,4,3,0,7,2,3,4,1,2
chr10:112415414-112416263,2,5,0,2,2,2,2,2,3,2,3,0,1,4,1,2,0,1,3,1,2,3,2,0,1,1,1,2,2,2
chr6:27867302-27867588,1,3,4,2,2,2,3,11,1,4,20,2,0,8,5,1,0,7,8,4,0,2,6,4,5,14,5,0,1,4
chr1:70292388-70315566,3,0,3,3,5,7,1,4,3,8,9,4,2,7,2,8,3,1,4,1,1,1,0,3,6,2,5,8,7,6
chr14:105707831-105708081,1,1,2,6,4,9,0,1,1,0,1,2,0,5,2,0,2,0,3,0,0,0,4,1,2,2,2,2,2,0
chr2:229858772-229880128,1,5,1,2,5,3,1,4,2,1,8,7,2,2,4,1,0,1,2,5,0,1,2,3,0,6,4,2,3,1
chr1:27789562-27793632,1,0,1,1,2,2,2,0,2,2,2,6,4,0,2,1,2,0,2,3,3,3,1,2,3,2,1,1,1,3
chr1:30992390-31007102,1,3,1,1,2,2,5,1,8,3,3,5,2,5,3,3,0,4,3,4,4,4,4,1,2,2,0,2,2,4
chr11:65500847-65501205,5,1,1,0,1,3,4,2,5,2,3,2,1,2,0,1,5,6,1,1,1,1,0,1,5,2,2,2,1,1
chrM:11237-11290,2,5,1,1,2,0,7,4,4,0,3,4,1,2,1,2,1,1,4,3,2,3,2,3,1,0,4,1,5,0
chr6:138943513-138944622,24,18,23,19,15,21,26,18,23,27,58,17,23,42,17,20,20,23,23,11,14,12,33,9,16,19,22,21,19,23
chrM:13352-13435,2,1,2,3,1,1,6,4,4,7,1,0,4,3,3,1,4,2,6,4,1,2,2,1,0,2,4,0,3,2
chr3:119500695-119513719,3,2,3,2,1,5,9,3,2,3,6,1,1,5,0,5,2,3,1,3,2,1,5,2,6,3,5,6,1,3
chr1:206935486-206937188,1,2,3,4,2,3,2,2,2,1,2,3,3,3,2,1,1,1,1,3,0,0,7,2,0,3,3,1,0,1
chr2:61112522-61118116,2,2,1,2,3,1,1,3,1,2,2,2,4,1,0,1,1,0,0,2,1,1,0,1,5,2,4,2,1,2
chr13:28256292-28261458,5,3,1,2,3,5,0,3,1,1,7,2,4,5,3,3,1,1,4,5,2,7,4,3,1,1,1,3,4,3
chr2:102657564-102665350,2,3,1,3,1,3,4,4,2,0,5,0,2,0,0,3,0,0,2,0,0,0,1,3,2,2,4,1,1,5
chr13:100301460-100309908,5,5,2,2,4,3,8,4,4,5,10,2,6,1,2,1,2,2,5,1,1,3,12,3,2,2,7,4,1,5
chr4:128074460-128077962,1,2,1,2,3,1,4,1,3,1,7,6,5,10,4,6,7,5,8,3,1,2,4,1,3,1,4,5,4,2
chr17:4133857-4134221,2,5,3,2,3,4,7,5,0,1,8,2,3,3,3,0,2,1,2,5,1,3,2,6,2,0,2,0,1,2
chr3:195619779-195726115,0,2,1,0,0,0,0,4,3,4,6,1,4,0,1,2,2,4,5,4,3,1,1,0,5,5,2,7,0,3
chr7:2229984-2230727,2,2,0,0,1,3,2,1,1,1,1,2,2,0,1,2,1,2,2,2,2,2,1,0,1,4,2,1,2,3
chr5:154029489-154034967,2,3,3,5,2,4,3,1,4,1,3,5,4,6,4,3,1,3,1,4,2,2,9,2,5,7,2,5,6,1
chr7:39987599-40002031,6,0,2,2,8,2,8,1,8,4,1,6,4,9,3,5,7,2,7,3,2,5,4,6,6,1,2,1,1,3
chr6:27867306-27867587,2,6,0,1,2,0,3,3,1,1,4,0,2,0,2,2,0,1,3,1,3,2,5,1,1,8,7,2,1,0
chrX:44524002-44527365,3,3,7,3,2,10,7,7,0,5,9,3,3,9,0,5,6,1,4,3,2,3,6,5,4,3,1,2,4,4
chr10:32565558-32584304,2,3,0,2,1,2,7,1,7,2,7,1,4,7,3,2,0,1,0,4,1,0,5,1,5,0,2,4,2,4
chr21:43746079-43749080,1,1,2,1,2,5,3,3,1,2,0,2,2,2,1,2,1,1,1,1,1,2,2,1,4,1,0,4,2,2
chr11:62528540-62528740,6,8,4,2,6,8,8,3,5,6,13,7,4,7,5,0,4,1,11,6,4,3,2,4,7,7,3,1,8,2
chrM:9290-9514,9,6,1,1,1,1,1,16,1,9,18,5,1,1,21,11,1,1,18,23,24,10,6,4,9,12,17,16,16,1
chr4:184659340-184678394,2,0,5,1,3,1,2,2,1,4,3,2,2,4,1,1,2,4,0,2,3,1,2,2,1,3,2,5,3,3
chr3:155833468-155842619,1,5,4,1,2,4,3,2,3,1,10,6,2,6,1,5,1,0,0,4,1,1,4,3,3,4,5,3,1,1
chr1:231795242-231818517,3,3,4,4,0,6,4,2,6,2,1,2,1,7,4,1,2,1,2,2,2,1,5,4,6,1,1,1,4,6
chr11:86011030-86031611,6,11,1,2,5,10,5,7,4,8,14,2,3,10,6,1,4,4,3,3,4,5,11,3,11,6,7,5,2,8
chr4:22401431-22402799,3,2,0,0,2,2,7,6,4,6,10,5,3,5,1,1,2,1,4,0,1,0,4,2,4,3,0,2,2,1
chr11:65500051-65500109,1,3,4,1,4,3,4,2,2,5,1,1,9,2,2,1,3,1,9,1,1,1,6,3,6,5,5,1,3,2
chr9:14639896-14680162,0,5,3,5,5,3,9,3,5,1,11,6,10,11,4,3,4,1,6,2,4,2,12,4,5,5,4,5,2,3
chr15:63553715-63563008,0,2,5,1,1,3,3,4,2,12,7,4,5,3,4,3,3,2,5,2,2,1,3,1,4,0,5,0,2,2
chr14:71026117-71036157,0,0,0,0,4,6,3,3,2,0,8,2,3,2,1,2,2,3,1,6,2,2,2,1,3,1,1,3,2,0
chrX:12975132-12976319,3,3,6,1,3,7,2,5,3,4,7,5,4,9,3,2,2,3,4,6,4,4,3,6,3,9,6,0,2,2
chr1:185214507-185231708,5,2,1,3,4,7,6,4,6,5,8,6,6,16,2,2,3,0,3,1,3,1,10,1,8,2,2,2,1,2
chr1:13715541-13742157,1,5,0,2,1,5,1,2,2,2,3,2,4,5,0,2,4,0,0,1,2,3,3,1,2,1,2,2,3,0
chr5:65988635-66014725,0,2,2,2,2,4,3,2,2,4,5,3,4,7,1,2,1,0,1,0,2,0,4,3,1,2,3,1,1,5
chr14:73147795-73148094,5,6,3,0,3,4,3,4,0,4,1,3,3,3,5,0,4,3,2,1,0,4,6,0,1,4,4,1,4,3
chr14:49586801-49862778,4,3,2,3,0,1,2,2,0,1,5,4,2,2,2,1,3,2,6,4,10,1,2,5,2,3,10,8,5,2
chr1:23030469-23050520,9,3,5,7,2,10,10,5,9,5,25,8,16,8,4,11,3,6,10,5,3,7,21,3,6,12,10,9,9,6
chr12:101714090-101716812,0,1,2,3,3,4,4,3,0,0,6,5,4,9,3,1,2,1,3,1,2,2,1,2,0,4,4,4,3,2
chr4:73090667-73092300,17,10,23,13,23,33,22,19,14,12,42,19,23,33,25,16,16,13,23,17,13,14,22,17,36,20,28,17,20,18
chr18:58918271-58920633,3,2,1,0,3,7,2,0,4,1,11,2,0,4,1,3,2,1,5,4,4,3,4,2,2,2,1,4,3,4
