ID,CircRNACount-1032245-T,CircRNACount-1039868-T,CircRNACount-1042353-T,CircRNACount-1042745-T,CircRNACount-1043773-T,CircRNACount-1045386-T,CircRNACount-1045549-T,CircRNACount-1046191-T,CircRNACount-1046287-T,CircRNACount-1046349-T,CircRNACount-1046499-T,CircRNACount-1047291-T,CircRNACount-1047831-T,CircRNACount-1047912-T,CircRNACount-1048720-T,CircRNACount-1049983-T,CircRNACount-1050700-T,CircRNACount-1051316-T,CircRNACount-1054390-T,CircRNACount-1056166-T,CircRNACount-272577-T,CircRNACount-451368-T,CircRNACount-477022-T,CircRNACount-515975-T,CircRNACount-522638-T,CircRNACount-548142-T,CircRNACount-649867-T,CircRNACount-685749-T,CircRNACount-843725-T,CircRNACount-99272-T
chr14:34551714-34554912,11,8,3,1,2,2,0,5,7,3,4,3,2,8,5,5,3,2,5,5,2,2,3,4,1,0,2,17,9,6
chr15:49235851-49239367,3,0,1,6,4,1,2,2,5,1,6,4,4,1,3,0,2,2,5,2,2,0,1,1,1,3,4,9,4,4
chrM:11619-11697,3,0,0,2,2,2,1,1,3,2,0,4,0,0,1,0,8,4,2,1,0,5,0,1,2,3,3,0,2,0
chr2:8908621-8958642,6,9,13,3,5,8,7,8,6,12,15,2,15,3,9,4,10,10,11,5,12,13,4,8,13,13,4,14,7,26
chr11:65500529-65500611,8,5,1,4,10,1,3,1,5,7,6,4,4,3,2,2,3,1,10,6,1,1,2,6,3,2,6,1,17,1
chr3:114350274-114351878,20,4,3,5,5,9,4,6,22,11,8,4,6,5,5,10,10,6,10,10,1,11,7,9,8,7,12,9,11,5
chr10:5785142-5800705,2,2,7,11,5,3,4,2,1,5,7,5,1,10,2,4,9,1,5,3,1,3,5,2,5,0,2,3,2,3
chr1:8541214-8614686,1,1,3,2,8,1,1,2,3,1,4,2,3,6,5,1,2,2,5,1,3,1,1,1,5,1,3,5,2,1
chr15:49225205-49292537,3,1,0,2,3,2,1,2,5,1,7,0,4,3,1,1,1,0,1,2,2,1,2,1,0,2,1,2,3,5
chr3:51541498-51552063,8,0,5,4,4,8,2,12,4,3,11,5,3,3,7,3,9,2,6,5,0,4,7,3,3,3,6,8,7,7
chr11:61366045-61367998,5,5,8,6,1,5,6,3,6,7,6,18,8,7,5,3,7,6,7,2,3,6,6,4,1,9,3,1,7,11
chr22:22900976-22905025,0,1,1,1,5,5,0,3,5,4,1,6,1,10,1,2,6,1,1,1,2,3,1,0,2,3,5,0,1,6
chr16:30728966-30729572,9,10,6,4,11,11,7,8,5,4,8,15,7,11,8,6,17,6,8,1,11,10,10,5,3,9,3,17,11,5
chr14:39033517-39033642,2,3,2,3,1,0,4,2,2,2,4,2,0,2,1,3,1,1,5,3,0,5,2,1,0,3,4,0,7,4
chr9:83679775-83686155,1,3,10,5,1,4,1,2,4,0,3,3,3,2,6,2,6,1,0,4,2,2,4,2,2,2,7,4,4,2
chr8:28155942-28162078,1,0,2,1,6,3,2,4,5,3,2,3,4,1,3,1,3,1,5,3,0,1,6,2,2,5,3,1,3,2
chr7:44645327-44647759,1,1,0,1,3,3,0,1,3,3,1,3,6,0,2,2,2,1,2,4,0,0,2,0,4,3,1,0,0,2
chr14:20343074-20343210,1,2,2,1,4,6,0,4,3,2,3,0,4,4,2,3,4,3,6,3,1,3,2,1,3,3,1,2,3,0
chr17:59839778-59839905,7,7,4,5,5,5,6,5,0,1,9,2,3,3,4,2,4,4,1,1,4,9,1,4,2,8,1,2,7,4
chr1:631902-632096,7,4,3,2,0,6,2,4,1,1,6,3,1,6,1,2,5,1,5,2,0,4,2,2,3,2,1,0,5,2
chr8:47396376-47407961,9,3,18,14,2,15,3,11,12,14,7,11,14,11,7,9,12,8,10,6,6,10,13,8,6,5,8,13,17,14
chr11:65505849-65505911,7,1,2,4,8,1,2,1,3,4,1,5,2,1,2,3,1,2,1,5,3,2,0,9,4,4,5,3,12,2
chr12:50427762-50430570,0,0,4,11,7,2,1,2,3,0,2,2,8,2,3,3,3,3,2,1,1,3,3,2,5,4,0,6,1,0
chr11:34090179-34092056,5,1,0,0,2,3,4,1,1,2,4,2,1,1,0,2,5,2,2,3,0,0,2,1,0,2,3,4,1,3
chr2:229858772-229880128,4,0,3,2,3,5,0,1,2,0,4,2,0,3,0,1,2,1,2,0,0,2,0,0,1,2,3,1,1,2
chr1:31915895-31919658,13,8,6,8,17,4,13,8,8,10,13,2,5,10,4,13,10,6,3,5,12,16,11,9,10,6,11,10,12,13
chr9:33948374-33953474,5,2,0,1,3,3,0,3,0,0,2,10,1,0,3,1,3,3,7,2,2,2,1,1,4,2,3,3,1,3
chr5:143037196-143057747,5,10,10,9,8,2,0,1,8,4,9,1,2,1,5,7,2,4,0,8,2,10,3,1,9,1,5,3,5,5
chr1:206933120-206934507,2,2,0,1,5,1,7,2,1,1,3,0,2,10,3,7,0,4,3,3,1,13,3,2,0,5,4,0,0,2
chr20:48953556-48963898,0,4,2,0,5,3,0,1,0,1,3,10,1,1,2,2,8,2,6,1,1,1,1,2,5,2,3,0,5,2
chr16:4332215-4333519,12,4,2,1,3,2,3,1,5,0,5,2,1,2,1,4,1,2,2,0,0,1,2,0,4,5,1,11,4,1
chrM:11318-11572,2,4,2,4,3,1,0,3,3,2,1,5,1,1,0,1,2,3,1,0,4,3,1,2,5,1,4,0,5,3
chr15:89113725-89116521,6,7,5,4,19,13,9,8,12,23,14,6,7,6,7,1,9,21,1,7,0,1,13,5,13,7,7,29,8,10
chr18:49363161-49379758,0,2,1,2,4,2,2,2,0,1,4,1,1,3,1,1,2,2,1,0,0,0,2,0,0,2,1,2,5,2
chr2:231460766-231461645,1,0,2,0,1,0,3,5,1,2,2,1,2,0,1,2,5,3,4,2,0,2,0,4,0,1,2,2,1,3
chr1:151315573-151316509,4,5,2,0,1,0,2,1,2,1,2,2,2,2,0,2,1,1,4,3,2,2,0,0,3,2,1,2,2,0
chr14:49862556-49862736,6,1,4,2,7,4,1,7,6,0,3,1,0,1,2,1,4,3,4,2,0,3,2,1,3,5,1,3,6,2
KN538369.1:213260-213653,6,3,3,13,5,5,2,3,7,4,4,2,7,4,4,2,9,0,3,6,3,2,5,5,10,3,3,4,4,3
chr6:70426439-70452571,3,3,3,2,4,2,1,2,1,1,2,2,5,3,1,4,5,1,3,1,0,2,2,1,0,1,0,4,1,2
chr14:49586628-49586853,8,5,5,3,6,2,1,5,1,3,4,2,0,2,8,4,5,5,2,2,1,7,5,6,8,5,4,6,6,5
chr8:73673107-73688813,5,1,6,5,11,9,2,3,4,6,2,4,5,5,4,3,1,4,7,3,4,3,1,3,4,2,1,6,8,5
chr1:180984677-180993425,7,0,5,1,8,14,2,4,5,3,4,5,4,3,1,2,13,3,8,6,7,5,9,2,5,3,5,3,5,1
chr6:4891713-4892379,20,2,3,6,5,12,0,6,6,3,10,12,1,4,5,3,16,2,3,9,10,1,5,8,0,1,5,7,11,3
chr5:168488602-168494650,17,16,26,43,34,12,20,20,12,1,28,19,13,30,13,12,20,15,15,14,25,19,19,11,48,11,11,1,47,24
chr9:96522506-96565483,10,1,2,1,3,3,3,2,0,3,7,3,2,7,2,0,3,3,8,4,2,7,4,6,4,2,7,3,4,1
chr6:2263601-2273417,3,7,1,1,1,2,0,3,1,2,1,0,3,5,1,1,3,2,2,2,0,6,0,2,2,1,2,5,3,1
chrM:7692-7799,3,2,1,1,0,0,0,4,2,0,2,3,2,4,1,1,5,3,3,4,3,3,1,2,7,7,6,0,7,0
chr1:205616478-205623891,28,16,20,28,32,33,11,20,21,21,23,11,25,22,20,23,24,22,20,16,10,27,10,13,22,26,11,19,30,40
chr1:26729651-26732792,35,10,7,10,14,18,8,12,26,19,28,9,16,34,17,10,26,18,9,10,5,15,8,15,19,16,16,23,12,16
chr8:51845661-51861246,4,2,0,4,3,2,0,2,0,4,2,1,2,1,1,0,2,0,4,1,1,0,4,0,1,1,0,2,5,2
chr11:65500542-65500630,1,7,6,15,1,14,1,17,2,18,1,21,10,7,2,0,14,12,27,21,2,1,7,19,14,2,25,0,31,0
chr16:46674314-46677398,0,2,2,6,5,5,1,1,1,1,4,2,2,13,2,1,7,2,1,1,0,3,1,0,2,3,5,5,3,4
chr12:69589485-69592159,4,0,8,4,7,2,2,5,4,4,11,6,4,3,7,4,1,4,3,4,3,6,4,5,1,9,4,13,7,4
chr4:1900626-1904378,4,1,1,1,3,0,5,3,1,2,5,3,6,8,4,6,11,0,3,1,3,1,1,3,0,2,1,1,2,0
chrM:7029-7175,2,6,4,8,8,7,5,6,2,1,5,0,9,4,5,5,2,4,4,3,3,8,4,4,7,2,1,5,11,5
chr11:117152441-117163892,4,3,0,4,4,9,1,1,2,0,0,3,4,1,3,4,8,1,2,2,2,2,2,2,4,0,1,4,0,2
chr2:64551443-64553409,3,4,0,3,6,2,3,2,3,3,2,0,5,2,1,0,2,0,0,1,3,2,1,2,3,3,2,3,2,2
chr11:65499716-65499842,6,8,7,12,12,7,6,11,5,10,3,13,3,7,5,5,2,7,7,8,4,8,7,9,4,11,9,5,20,11
chr1:59321536-59346398,3,3,5,1,4,2,1,3,5,5,5,2,7,4,3,2,4,2,3,1,0,3,2,1,11,3,4,1,2,1
chrM:4130-4241,20,1,1,1,0,2,4,22,8,3,3,17,1,4,5,0,3,5,9,3,1,9,2,19,9,15,14,1,23,1
chr19:18537601-18538436,8,0,5,6,16,9,5,6,7,7,15,1,11,6,10,7,7,0,8,5,2,5,9,1,9,5,6,8,10,1
chr22:45793545-45807022,9,4,2,1,3,1,2,2,4,1,5,0,3,2,4,4,2,4,1,3,0,3,2,2,2,3,1,4,4,6
chr16:31722626-31723353,5,1,2,1,7,4,3,2,0,2,2,2,1,1,6,0,2,1,5,2,3,4,3,3,2,6,2,3,2,3
chr17:42498924-42501304,2,0,2,3,4,1,3,1,2,0,4,1,1,1,3,2,3,0,3,0,2,9,2,2,3,1,0,7,8,3
chr2:54982515-54987698,9,3,4,12,8,9,4,4,8,6,12,13,4,1,4,8,11,4,8,5,1,1,6,1,12,6,5,5,10,11
chr7:92213195-92226682,1,2,3,0,3,1,0,1,2,3,3,3,1,5,1,2,3,0,2,3,0,1,1,0,3,1,2,1,1,5
chr3:3137260-3144710,1,0,2,1,2,3,1,3,1,3,0,2,3,5,1,1,1,1,0,1,2,1,2,0,2,2,0,5,2,5
chr5:168488602-168497348,3,4,6,4,7,4,3,4,6,10,10,6,1,6,3,4,5,1,6,1,8,2,2,2,8,3,5,12,2,2
chr4:9005264-9536809,0,2,1,1,9,8,3,3,5,3,9,2,4,1,1,1,6,6,7,5,1,7,0,2,2,3,0,5,0,1
chr15:80112205-80112456,3,1,2,3,1,2,2,1,1,1,2,5,2,2,2,0,3,3,0,1,1,1,0,1,2,3,2,2,1,1
chr5:151790323-151791062,2,0,1,2,1,2,2,1,3,2,2,3,1,2,1,2,1,2,3,2,2,2,3,1,1,2,0,1,1,1
chr8:98706467-98707311,5,1,26,22,10,9,3,6,14,8,4,9,7,16,7,3,14,0,9,5,8,5,8,3,6,3,4,12,12,3
chr14:49853674-49862789,1,4,17,9,32,1,16,1,9,8,44,2,3,3,10,17,1,7,19,13,7,22,22,4,2,71,0,60,8,26
chrM:14865-14929,3,3,0,0,0,5,2,4,3,3,2,5,4,1,4,1,3,7,4,2,2,2,1,0,10,0,3,3,3,0
chrM:4054-4246,11,0,2,0,2,3,1,5,3,1,2,4,1,5,1,0,3,6,0,2,1,4,1,4,4,3,3,0,11,1
chr11:65499694-65499767,1,4,1,6,5,3,1,0,2,3,0,3,4,3,5,1,3,1,2,1,3,6,0,1,0,4,1,1,7,3
chr11:62523083-62523304,14,4,4,2,8,4,2,8,4,6,3,1,2,2,3,3,12,12,6,2,5,9,1,6,4,1,2,6,7,7
chr17:81855142-81855586,2,3,1,2,3,4,1,2,2,3,5,2,2,2,1,4,2,3,6,5,0,1,5,0,2,5,1,4,2,0
chr14:105741507-105769270,741,1,466,2,6,289,0,0,3,90,408,3,0,316,0,48,14,1,24,700,0,0,4,3,262,491,19,0,3,3
chr6:47503280-47504758,4,0,0,2,5,3,1,2,0,3,4,0,6,2,1,1,1,2,1,3,0,2,3,1,2,2,3,5,1,2
chr7:24623666-24650712,3,1,9,5,3,2,0,2,1,3,1,4,2,10,3,2,5,3,2,1,0,1,3,2,7,0,0,3,4,1
chr1:233198939-233236980,2,2,2,4,4,5,0,0,3,3,4,0,0,0,2,1,2,1,2,0,0,3,2,1,3,3,1,1,1,1
chr10:11997672-12014184,3,0,5,2,4,4,1,3,5,1,2,2,3,2,4,1,5,2,2,1,3,1,1,2,1,2,1,6,4,1
chr11:65499666-65499772,3,5,1,7,2,6,2,0,5,7,2,3,1,2,3,0,4,3,2,2,3,2,2,3,4,3,1,3,15,0
chr2:226864604-226914351,3,5,5,1,1,4,2,2,10,3,6,2,1,6,7,2,5,6,5,4,3,2,4,4,4,9,3,1,3,6
chr3:47435008-47443091,4,0,2,1,2,3,0,1,1,3,7,5,2,2,2,1,3,0,2,3,1,1,2,0,4,0,1,4,2,0
chr9:19356972-19358160,3,2,2,2,1,5,0,3,5,0,0,1,2,1,2,3,4,1,0,0,1,1,2,1,2,1,2,4,2,0
chr10:7797047-7802854,9,13,15,16,1,15,6,13,1,30,16,27,18,53,10,1,19,19,9,17,12,16,9,17,30,1,14,2,36,14
chr10:31908172-31910563,25,13,13,66,28,18,8,13,7,17,19,15,22,37,9,8,38,7,19,17,16,13,5,9,13,5,8,33,10,12
chr4:165219934-165263359,6,3,3,9,6,5,1,5,6,5,4,2,8,5,3,0,3,0,2,5,0,0,0,4,3,5,1,8,2,8
chr14:73147795-73173707,4,1,8,6,4,4,1,1,3,4,3,4,1,4,2,1,7,2,2,3,1,1,2,3,3,3,3,1,7,5
chr20:23637816-23637957,5,6,1,0,0,4,2,5,2,3,2,1,3,0,0,0,6,4,0,2,0,1,0,3,1,1,4,4,2,0
chr14:103662117-103662928,1,3,3,2,3,2,0,1,2,5,4,2,1,4,2,2,3,1,3,1,1,2,2,0,2,3,5,5,3,2
chr14:20343076-20343250,4,4,10,5,13,4,4,9,2,6,13,2,7,6,2,9,11,10,15,13,2,5,12,5,10,3,1,10,7,1
chrM:10523-10576,1,0,3,1,0,2,0,3,2,2,1,5,6,1,1,1,1,3,1,2,2,3,0,2,3,0,3,2,2,2
chr13:95757644-95763953,9,1,4,7,1,11,3,1,7,8,13,20,1,4,4,5,2,6,6,5,2,7,5,3,5,3,1,6,4,6
chr14:49586732-49586865,0,0,2,1,0,0,1,2,1,1,4,3,2,0,2,0,3,3,3,4,0,1,0,1,2,8,3,4,4,2
chr16:53141179-53157541,13,5,3,6,12,6,5,7,3,2,4,7,6,2,7,4,12,3,10,1,1,11,1,6,0,5,2,11,17,1
chr18:9182382-9221999,14,8,8,9,12,9,7,6,8,11,5,13,10,19,6,1,13,6,7,10,2,1,17,9,9,1,8,1,11,19
chr11:65500420-65500510,1,2,4,1,2,4,2,5,1,4,0,2,1,1,0,0,2,1,7,5,1,2,1,2,0,1,2,0,5,1
chr19:47264603-47264946,1,3,2,4,0,1,3,3,2,2,2,0,1,1,1,0,1,2,2,0,1,1,0,3,5,4,1,3,0,2
chr12:104927973-104928694,0,1,3,2,1,3,1,4,5,4,4,3,5,7,3,6,1,3,6,2,3,7,5,3,2,0,5,1,6,1
chr2:218434526-218435434,2,0,3,2,0,1,1,3,0,4,3,3,2,6,0,1,3,0,2,3,0,0,2,0,0,4,1,5,2,0
chrM:6855-6965,2,1,2,2,2,1,1,1,1,2,3,0,2,4,1,0,2,2,1,2,0,5,1,0,0,3,0,0,6,3
chr14:96833467-96860735,9,8,10,7,1,8,6,7,10,13,4,20,2,13,6,5,29,6,10,9,5,4,9,1,8,2,8,7,10,1
chr17:47618350-47619164,2,2,0,1,2,1,1,4,3,2,7,6,1,1,3,2,2,3,1,4,0,6,3,1,3,1,1,3,0,3
chrX:100862171-100863595,3,0,4,3,6,3,2,1,2,1,0,1,2,1,2,1,4,3,2,0,0,1,1,2,0,5,3,5,3,2
chrM:15951-16077,10,5,1,9,12,10,6,19,14,10,16,2,0,29,7,1,12,10,16,3,2,6,17,9,12,8,0,5,18,5
chr8:101558419-101558812,9,1,3,4,6,2,0,3,1,1,4,7,5,13,1,5,4,2,7,5,7,2,3,3,5,4,3,12,3,4
chr3:113488945-113506605,1,2,0,3,4,3,2,1,1,5,1,2,4,0,3,2,4,1,2,1,1,4,1,0,4,0,3,5,4,1
chr14:49586664-49586856,10,0,2,2,0,2,1,2,1,4,2,3,0,4,3,0,2,2,2,4,1,1,1,5,1,1,3,0,7,0
chr5:171183195-171205612,7,0,10,10,4,3,1,10,5,3,5,3,13,5,4,2,1,3,2,2,3,3,6,1,13,4,1,1,4,6
chr4:25333183-25333988,5,0,2,1,4,1,3,1,6,0,4,2,0,1,3,2,3,2,3,0,1,2,4,2,4,1,4,4,6,5
chr9:33948374-33956146,4,1,2,3,3,4,1,6,2,1,6,4,0,0,1,3,5,1,3,1,1,6,0,1,5,2,2,6,1,1
chr18:42027443-42049605,1,0,0,1,3,4,0,0,0,1,3,2,2,1,1,4,2,3,0,2,0,2,0,2,1,2,2,5,1,3
chrM:11753-11848,8,1,5,2,0,3,1,7,0,4,1,5,3,8,3,0,8,4,5,6,3,4,2,4,7,12,5,1,12,0
chr20:23637819-23637960,5,6,1,0,0,3,2,2,2,3,2,1,3,0,0,0,2,4,0,2,0,0,0,3,1,0,3,5,2,0
chrM:3739-3966,2,3,3,3,0,1,0,3,5,5,3,7,1,0,0,1,4,3,3,0,3,2,3,0,10,4,0,0,8,1
chr3:9750945-9751949,4,0,0,1,2,2,3,4,2,1,2,0,2,2,0,0,5,1,4,1,0,4,1,1,1,2,0,4,7,1
chr3:197104903-197119530,4,3,3,11,5,3,3,6,5,4,7,12,2,7,5,7,12,2,0,2,4,1,5,0,9,1,5,2,1,3
chr18:36026900-36033837,4,4,1,4,1,2,2,0,3,0,2,3,2,11,0,1,5,1,0,4,1,1,0,3,1,1,1,3,4,7
chr6:7176655-7189322,29,12,13,15,2,1,14,14,9,9,20,16,18,1,7,1,16,19,11,11,4,9,1,12,11,14,14,1,1,13
chrM:9055-9183,6,3,5,1,8,5,0,0,3,3,10,0,2,5,3,2,5,7,4,12,0,2,6,4,7,3,0,1,2,1
chr11:65504860-65505052,9,13,22,17,1,11,9,18,1,10,6,11,7,12,8,9,7,12,17,17,11,12,13,9,8,8,7,4,41,9
chr7:100991692-101003844,26,0,0,1,6,0,1,10,12,7,32,0,0,0,9,0,13,0,15,9,0,0,2,9,0,32,20,0,1,9
chr1:114463104-114464388,7,0,3,5,6,3,2,3,7,1,3,6,6,4,4,5,7,1,4,7,2,8,4,4,7,1,1,7,6,0
chr21:15014344-15043574,14,12,15,8,15,12,3,4,14,6,5,6,5,10,3,4,8,6,9,5,6,9,9,5,7,9,2,4,5,3
chr18:12999421-13019206,1,3,4,8,13,7,6,5,13,9,1,8,19,17,7,2,6,6,7,7,14,1,12,7,3,7,5,1,6,9
chr16:4466153-4469465,0,4,5,7,1,4,2,3,5,1,3,5,0,12,2,2,1,4,3,3,2,0,4,2,2,5,2,4,1,2
chr19:34430576-34434968,1,5,14,10,14,9,5,5,7,8,17,9,7,12,10,7,7,3,4,7,4,7,5,4,4,11,11,7,9,4
chr9:93471141-93498886,18,9,6,10,1,21,5,24,11,20,14,20,10,29,11,3,13,2,12,28,9,6,7,10,21,7,13,13,8,15
chr14:20343147-20343277,4,1,3,4,6,6,1,1,3,2,5,0,2,3,0,2,2,0,1,1,4,1,1,5,3,4,2,8,5,2
chr20:35721740-35725155,3,2,6,4,9,8,0,3,3,4,8,9,1,4,5,5,8,3,2,3,1,2,4,5,4,2,0,6,6,1
chr7:27629371-27649633,5,5,6,9,2,14,2,8,4,4,8,7,9,12,4,1,3,4,8,6,2,6,5,2,5,2,7,2,5,5
chr2:108771701-108773046,5,3,5,2,13,4,5,3,8,0,4,5,4,3,4,0,5,4,6,2,3,2,2,3,3,5,4,15,3,11
chrM:3439-3555,2,4,1,3,3,1,1,10,3,2,0,3,5,0,5,0,3,5,3,9,0,2,3,2,13,4,3,2,5,1
chr9:112262435-112297916,6,0,1,1,3,4,0,1,0,3,5,0,2,2,0,1,10,3,3,0,0,1,6,1,5,0,2,2,4,3
chr14:49586811-49862669,0,3,2,2,7,1,2,2,1,1,3,0,1,2,3,4,1,1,4,7,1,6,3,1,2,2,0,4,4,6
chr14:20343315-20343397,1,1,4,3,4,1,2,5,0,0,3,1,1,2,0,1,2,2,2,5,3,2,2,0,0,1,0,4,2,0
chr16:11020193-11126146,8,7,5,5,5,0,2,2,9,3,9,3,2,10,5,6,2,5,7,7,2,6,1,3,6,6,2,5,3,5
chrM:15955-16081,10,5,1,9,12,10,6,20,14,11,15,2,0,29,7,1,12,10,16,3,2,6,17,10,12,8,0,5,18,5
chr9:37126312-37147445,3,2,1,2,4,6,3,2,3,1,8,0,4,3,3,1,5,3,3,6,1,3,8,6,0,5,2,0,3,6
chr8:18799295-18804898,0,1,3,0,4,2,1,4,4,3,9,5,5,7,2,5,4,5,1,6,2,10,1,3,0,6,5,7,1,4
chr3:71041328-71053773,9,13,6,6,26,13,1,8,4,3,6,4,12,1,3,1,7,4,11,3,5,8,1,9,3,8,9,7,0,10
chr6:13579451-13584225,6,0,1,2,7,2,0,7,7,1,4,5,3,3,3,0,4,4,1,6,6,1,6,1,0,4,4,6,5,3
chr5:36982165-36986301,10,2,3,5,5,8,3,0,2,2,10,2,0,6,3,1,4,3,7,7,8,5,4,3,6,6,1,6,7,4
chr7:23185070-23187146,0,1,2,4,1,5,1,1,2,2,2,4,4,3,2,3,3,1,3,2,2,3,1,2,6,1,5,2,1,3
chr17:42500707-42501304,3,3,3,1,2,5,1,2,1,1,6,2,0,1,4,0,2,2,1,1,1,1,2,3,0,2,2,2,6,2
chr10:101667886-101676436,5,1,5,12,6,5,4,5,16,5,13,8,8,17,7,3,8,8,9,4,7,2,5,3,8,6,9,18,4,7
chr1:8541214-8557523,6,1,3,2,7,5,0,5,7,5,2,1,2,6,2,2,4,2,4,2,1,2,2,2,4,0,1,5,1,2
chr17:19062002-19188105,0,3,0,0,2,4,2,0,3,0,21,1,2,1,5,1,0,0,15,0,2,1,1,0,2,8,3,13,6,0
chr9:33971651-33973237,2,1,5,1,1,1,1,2,4,0,5,7,0,2,1,2,3,6,2,3,1,2,1,0,3,0,5,1,2,1
chr7:129014979-129018157,15,11,25,32,17,17,2,10,12,11,12,20,17,34,6,4,29,22,16,8,5,11,14,6,13,5,10,12,8,13
chr9:107300141-107311737,1,0,1,3,8,1,2,2,3,4,5,1,2,8,2,5,1,3,8,2,1,1,0,0,6,2,2,2,2,1
chr9:133412299-133412921,6,1,0,3,0,5,0,1,4,4,1,3,1,5,2,1,10,1,6,0,2,0,3,0,4,4,6,0,2,6
chr12:124912507-124913190,10,2,8,1,4,3,5,6,5,1,2,7,0,7,4,1,9,1,5,4,2,1,2,3,2,2,9,0,5,4
chr4:6923373-6924111,2,3,1,0,2,1,1,0,6,2,1,2,4,7,1,0,1,0,4,2,6,2,2,2,3,0,2,1,1,1
chr2:47377014-47379969,1,1,5,4,10,2,1,2,2,3,2,3,2,5,5,1,3,2,7,1,0,4,3,4,3,0,2,10,3,0
chr5:80775694-80792844,2,5,1,4,3,3,0,2,0,3,4,2,8,1,0,3,1,3,0,1,0,1,1,0,4,3,0,1,2,2
chr14:20343078-20343182,2,1,2,1,3,2,1,3,0,1,6,1,2,4,1,6,0,3,3,5,0,7,0,0,1,6,0,6,1,2
chrM:3598-3789,21,6,9,9,7,9,8,22,23,8,10,11,8,12,9,3,25,19,17,7,1,10,10,11,26,15,5,10,26,8
chrX:131749306-131794466,4,3,15,83,5,5,2,3,2,0,1,2,13,8,11,0,3,8,0,2,2,6,15,0,18,5,5,0,0,0
chr17:67945409-67975958,20,7,18,13,16,25,10,11,23,11,30,15,14,5,17,2,36,16,24,14,2,15,30,10,14,7,13,26,32,18
chr3:56660731-56673725,2,1,3,3,6,9,2,3,2,5,5,3,3,5,1,3,1,0,6,2,6,2,2,2,3,3,0,5,5,3
chr10:13127745-13136897,3,5,4,2,8,1,0,1,4,4,2,4,1,2,1,1,3,1,4,4,2,0,0,0,1,1,1,4,1,3
chr11:14771937-14789242,2,1,5,3,3,4,2,3,2,2,2,3,4,1,2,2,4,3,2,0,2,2,5,4,5,2,1,1,1,9
chr12:113267843-113269845,3,2,2,3,3,2,2,2,2,0,3,5,1,5,3,4,1,6,2,4,0,2,1,0,3,2,7,3,2,2
chr16:11020193-11061022,6,6,1,2,8,2,3,2,8,3,8,5,1,3,1,6,3,2,5,0,3,2,2,0,3,1,5,4,2,2
chr8:108449823-108455930,3,0,3,1,4,1,2,0,1,3,1,2,0,4,1,0,3,1,4,2,1,1,3,2,2,5,3,5,7,1
chr10:101672915-101676436,3,2,5,1,3,3,0,3,2,2,5,3,1,4,3,1,4,4,7,5,5,2,2,2,1,1,1,6,5,1
chr1:24514314-24514567,4,0,2,0,5,2,2,0,0,0,4,0,6,1,1,0,2,5,1,1,3,4,1,1,3,8,2,2,6,3
chr22:20933779-20934244,7,3,1,20,5,1,7,6,11,5,12,14,1,10,7,3,30,6,5,5,5,6,11,6,10,10,10,2,9,8
chr7:156756393-156826744,1,1,3,4,6,2,1,1,4,1,2,2,5,4,0,1,2,3,2,2,0,0,1,0,3,0,1,0,1,4
chr1:147252623-147259918,1,2,0,5,3,0,0,1,1,0,2,1,2,5,2,4,7,0,2,3,0,2,2,1,4,0,0,8,1,2
chr13:42285986-42308609,3,0,1,2,3,5,0,4,2,3,1,4,1,4,2,1,2,2,1,6,2,1,2,0,4,1,2,2,1,1
chr1:15717893-15721388,9,5,2,3,10,5,2,2,5,2,5,4,2,2,3,0,4,1,4,2,1,6,3,5,0,4,8,1,3,4
chr19:1274441-1274627,8,3,2,1,6,6,2,3,15,0,4,1,0,22,6,4,4,1,6,11,0,4,12,1,3,3,1,7,3,2
chr19:23831597-23833521,4,0,0,1,12,2,2,5,1,0,3,8,0,0,3,2,1,0,8,1,11,9,1,7,1,0,1,14,6,4
chr1:149655699-149669310,11,1,4,2,2,5,1,1,4,2,4,6,2,2,0,1,3,1,12,2,3,2,0,1,4,2,0,2,6,4
chr14:102081063-102081181,1,4,2,7,3,9,3,6,5,4,14,8,4,11,0,1,14,3,7,8,2,9,3,9,1,4,1,3,10,4
chr4:186706563-186709845,60,22,12,36,15,31,13,32,26,31,14,25,22,12,15,11,25,9,39,11,12,9,21,12,29,12,11,42,19,11
chr3:138570318-138572932,6,1,1,4,3,3,0,1,5,1,1,0,5,0,2,2,1,2,2,4,4,9,4,3,2,2,0,5,3,5
chr11:65500854-65501189,94,53,45,27,100,52,24,93,84,59,58,33,70,44,36,7,51,84,70,54,38,78,29,20,82,39,31,23,204,32
chr2:68490190-68545312,21,3,8,0,1,3,7,3,9,4,16,5,0,5,7,1,1,9,2,2,1,4,7,2,13,2,5,1,1,5
chr5:142885298-142932125,2,4,5,2,10,8,0,1,3,5,11,3,3,1,4,3,4,1,5,1,1,12,1,2,4,3,5,3,1,3
chr1:30992390-30995220,0,3,2,1,4,6,0,4,1,0,6,2,3,5,2,2,4,5,8,1,2,5,1,8,3,3,1,5,2,4
chr11:65503631-65503791,1,5,2,2,11,2,3,3,2,5,1,2,1,2,0,3,3,0,4,4,1,5,5,6,1,2,2,1,9,4
chr11:65500460-65500539,2,1,0,0,2,2,1,1,1,3,2,2,1,1,2,1,1,4,4,2,2,1,2,1,1,5,3,4,5,1
chr21:41219139-41221532,1,1,0,0,2,4,2,2,2,3,2,0,2,0,0,2,1,3,1,1,0,2,6,6,6,0,4,0,1,0
