ID,CircRNACount-1032245-N,CircRNACount-1039868-N,CircRNACount-1042353-N,CircRNACount-1042745-N,CircRNACount-1043773-N,CircRNACount-1045386-N,CircRNACount-1045549-N,CircRNACount-1046191-N,CircRNACount-1046287-N,CircRNACount-1046349-N,CircRNACount-1046499-N,CircRNACount-1047291-N,CircRNACount-1047831-N,CircRNACount-1047912-N,CircRNACount-1048720-N,CircRNACount-1049983-N,CircRNACount-1050700-N,CircRNACount-1051316-N,CircRNACount-1054390-N,CircRNACount-1056166-N,CircRNACount-272577-N,CircRNACount-451368-N,CircRNACount-477022-N,CircRNACount-515975-N,CircRNACount-522638-N,CircRNACount-548142-N,CircRNACount-649867-N,CircRNACount-685749-N,CircRNACount-843725-N,CircRNACount-99272-N
chrM:5069-5184,1,4,3,0,2,0,2,4,0,0,2,3,1,0,0,0,0,0,2,1,0,7,3,3,5,1,1,2,5,4
chr19:21974729-21988909,1,4,5,3,1,3,6,4,1,0,4,5,5,6,15,0,6,3,2,5,4,1,2,6,0,6,6,7,5,12
chr21:8209615-8253784,0,2,0,7,1,0,15,0,0,3,2,2,4,1,4,2,1,3,0,2,3,0,2,0,1,1,0,3,0,4
KN538363.1:333595-335821,12,14,4,4,10,9,9,6,8,9,4,13,10,13,8,10,10,6,13,7,10,8,10,3,13,1,11,5,7,11
chr18:9195551-9221999,1,3,0,1,2,3,2,2,4,5,3,8,7,5,2,4,0,2,2,4,4,4,3,7,1,7,2,5,4,8
chrM:3821-4014,6,7,8,2,11,6,0,8,8,6,9,6,5,6,14,12,5,5,4,3,6,11,11,6,10,13,3,2,0,14
chr2:226864604-226867318,15,12,10,10,14,22,16,16,14,4,10,11,11,6,6,8,13,6,13,9,8,9,20,9,16,16,15,13,14,26
chr7:149492859-149558839,0,2,0,1,0,2,4,3,1,2,1,4,2,1,1,0,2,0,6,1,2,1,5,0,0,2,4,5,2,8
chr10:84417771-84425893,11,11,8,13,15,1,17,6,5,4,1,19,10,10,2,6,9,7,5,8,7,12,10,1,6,13,4,3,12,8
chr5:65988635-66014725,0,1,0,0,4,6,5,1,4,2,2,3,4,2,3,3,2,1,2,2,1,4,1,0,3,3,2,0,1,1
chrM:7854-7937,6,4,6,6,8,5,20,6,1,4,9,8,1,4,1,0,1,7,4,7,3,6,0,0,2,6,4,3,3,6
chr22:45178238-45178900,3,6,3,2,7,6,9,2,3,4,2,3,11,1,1,7,5,6,4,3,6,3,8,6,3,6,3,4,4,8
chr4:25847294-25847864,3,1,7,2,4,5,8,5,1,2,3,5,3,3,2,1,5,1,1,3,2,0,5,1,0,2,4,5,1,3
chr8:130152736-130169067,0,0,1,1,6,3,2,2,2,1,8,5,2,1,4,2,5,3,3,2,5,5,2,2,5,4,2,2,4,3
chrM:9061-9174,30,29,11,0,16,9,6,8,15,10,22,23,12,24,44,11,14,4,42,8,2,23,33,8,4,34,35,28,27,1
chr2:189791790-189818180,9,5,5,2,6,6,15,2,6,7,5,4,8,9,4,7,4,4,7,4,10,6,6,8,3,11,11,11,7,6
chrM:3574-3792,2,0,0,2,0,3,3,3,1,6,0,1,0,2,4,3,5,0,2,3,4,4,3,3,3,2,2,3,8,4
chr11:65500426-65500518,4,4,1,1,2,3,4,0,3,1,2,3,1,2,0,1,1,2,4,3,0,3,2,0,5,2,0,1,3,4
chrM:6834-7154,20,17,14,4,14,11,8,5,16,16,7,7,20,6,10,16,6,4,10,3,9,1,15,4,9,6,6,7,13,22
chrM:9060-9195,1,1,0,0,0,2,0,0,0,0,2,6,0,2,14,3,0,0,7,4,0,7,4,0,2,10,9,2,3,2
chr6:4891713-4892379,6,5,7,4,6,10,17,3,11,5,13,6,9,4,7,1,18,9,11,13,4,6,5,1,6,13,14,11,7,8
chr16:68121987-68123121,6,16,16,10,18,22,24,13,15,12,1,22,17,19,9,26,18,13,18,1,13,24,23,1,17,30,18,18,15,31
chr14:55612019-55619312,3,3,3,2,1,2,0,1,1,2,3,1,3,1,1,2,2,6,2,1,3,1,2,1,0,5,1,3,1,4
chr12:28305649-28307749,2,5,4,4,4,6,1,3,8,4,5,7,5,6,5,10,10,6,7,4,3,4,5,3,6,4,2,4,3,12
chr1:200043774-200120955,4,3,1,6,2,0,4,6,6,0,3,4,3,3,0,1,3,0,2,3,4,4,3,3,0,5,8,2,6,4
chr7:100994316-100997648,3,1,1,2,1,2,0,1,3,4,2,3,1,0,3,0,7,3,3,11,2,1,2,0,0,2,3,2,2,0
chr15:84680713-84691644,3,5,3,1,11,10,5,3,4,6,4,6,5,3,3,7,4,4,7,3,4,3,3,3,5,5,3,3,2,3
chr7:98190728-98194572,3,10,4,7,12,5,12,7,8,1,1,10,7,1,6,1,3,1,9,11,9,1,8,8,7,7,16,10,7,1
chr12:32598497-32601423,3,3,2,0,1,1,4,7,4,1,0,4,2,3,1,3,2,1,4,5,5,3,2,3,0,2,3,3,3,5
chr3:152414941-152432920,2,1,5,2,2,9,7,5,7,0,5,2,4,2,4,10,3,3,4,3,0,5,3,4,3,3,4,3,0,3
chr1:35381259-35389082,1,4,0,3,3,5,3,2,0,3,1,3,4,2,1,3,2,3,2,1,1,0,1,3,2,1,8,6,1,0
chrX:65075474-65113813,2,8,4,3,4,6,9,3,3,4,5,7,2,6,2,6,1,3,4,3,3,0,4,4,2,4,4,5,8,6
chr11:65499651-65499869,7,1,3,5,4,3,2,3,2,3,5,10,4,5,1,7,4,4,7,0,2,2,5,3,3,7,8,3,8,5
chr7:100991700-100991852,7,3,0,0,4,0,0,2,5,2,1,7,0,1,3,0,10,3,3,2,0,0,3,1,3,5,2,0,7,0
chr11:33286413-33287511,1,84,1,1,2,5,3,1,4,90,2,3,107,2,60,4,2,42,3,1,1,1,2,2,1,4,2,1,2,5
chrM:7139-7278,6,0,3,3,2,3,12,5,6,1,5,3,0,5,15,2,2,1,5,3,4,3,4,3,1,17,7,5,4,5
chr16:57164001-57173869,1,2,3,3,2,2,4,2,1,6,5,2,2,1,1,2,4,1,3,1,5,7,1,2,0,4,3,5,4,3
chr5:77046347-77048272,1,4,3,2,3,4,7,6,1,3,2,2,4,5,0,3,2,0,3,4,1,4,5,1,1,4,2,4,4,9
chr3:170359699-170361429,1,4,1,3,4,6,4,6,4,2,4,3,0,1,2,4,3,4,3,3,4,3,5,1,5,5,2,5,3,7
chr4:128074460-128077962,3,1,4,2,1,2,4,5,5,4,5,7,2,3,0,4,11,4,3,1,1,4,5,6,1,4,5,4,2,1
chr3:123931102-123949132,7,5,3,1,2,7,2,1,3,5,3,2,2,2,1,1,2,4,4,1,0,1,2,3,0,5,2,1,1,3
chr13:32535769-32537027,3,2,2,0,4,2,4,0,3,2,3,5,5,0,2,5,0,0,2,5,3,2,2,2,3,3,3,4,2,0
chr16:19616114-19616808,2,2,4,3,0,2,3,1,1,3,3,1,2,0,3,3,2,0,1,2,1,1,1,1,4,0,0,1,2,4
chr14:76166663-76195972,2,0,0,1,5,1,5,1,1,2,0,3,1,1,2,2,0,1,0,3,2,2,2,1,0,5,4,2,2,2
chr14:49586810-49862641,2,1,4,1,1,3,2,1,4,1,3,6,1,1,2,2,2,1,2,2,1,0,5,2,3,3,1,1,2,4
chrM:11869-12017,9,3,2,1,2,1,3,8,3,1,3,5,2,2,12,1,1,0,5,4,4,5,5,3,2,5,9,2,5,1
chr15:63529014-63563008,2,3,2,2,2,3,2,2,0,3,2,1,6,2,1,0,4,1,2,2,1,2,0,0,1,5,3,0,3,1
chr12:116096669-116111512,3,2,2,2,2,1,7,2,4,0,7,7,1,6,1,4,1,6,3,7,3,2,1,1,1,3,1,1,3,9
chr15:94440176-94458246,3,7,1,1,4,1,1,2,4,0,1,5,5,5,3,0,8,2,1,0,1,4,3,4,4,3,0,1,3,3
chr19:57863501-57863762,2,3,0,0,4,3,2,5,1,2,2,3,2,1,0,5,5,2,4,6,4,3,3,2,2,3,3,2,4,1
chr3:170113360-170122744,0,3,1,0,4,1,5,2,2,3,2,2,5,2,3,3,2,2,4,2,1,1,4,2,3,3,1,0,2,2
chr14:49586604-49862779,8,5,6,4,9,10,8,10,10,4,10,6,6,2,2,12,11,7,10,5,8,3,9,3,6,4,10,10,3,10
chr19:3660966-3662001,2,4,0,0,1,1,6,0,3,2,2,1,3,2,2,2,3,0,4,5,0,0,3,0,1,0,5,1,2,1
chr7:77778338-77778814,0,2,4,0,1,2,0,2,6,2,0,1,5,1,1,0,0,1,4,2,0,0,2,3,0,1,3,5,3,3
chr2:172558708-172566933,2,1,4,2,3,1,10,1,2,2,1,5,4,7,0,2,0,6,2,3,6,0,10,2,2,2,2,4,4,8
chrM:5902-6118,6,4,2,1,8,3,8,8,1,3,12,8,5,0,16,2,6,6,10,7,2,6,2,2,1,5,7,3,4,9
chr6:136694140-136698682,4,5,5,0,3,6,1,2,2,1,5,7,4,4,4,2,4,1,4,4,1,2,7,0,3,6,7,1,5,3
chr7:140702866-140704963,0,1,0,4,2,2,0,1,1,0,1,2,4,0,0,2,2,2,0,3,1,4,1,3,2,2,1,4,4,7
chr14:34567686-34568013,4,4,3,1,2,4,2,0,3,4,2,4,1,7,2,0,4,3,2,1,4,2,4,2,3,3,1,0,0,4
chr11:65499732-65499828,9,9,9,17,13,5,9,2,6,1,11,12,5,7,2,8,5,3,11,7,3,5,8,2,9,4,3,5,5,10
chr5:43675511-43677806,2,3,1,0,0,2,3,0,2,1,4,2,2,2,1,4,5,0,0,2,1,2,2,2,4,1,1,3,0,7
chr4:148435104-148436862,10,11,4,2,8,3,7,5,8,6,6,13,5,3,2,8,12,7,11,9,3,3,16,7,3,14,6,6,5,6
chr11:62559820-62560423,9,3,1,1,4,0,3,4,1,0,5,2,2,2,0,3,1,2,3,0,0,2,1,0,0,5,1,0,1,5
chr22:27894555-27914347,4,1,1,2,1,4,2,0,3,2,1,3,4,2,5,3,4,3,2,8,2,2,3,2,4,6,0,3,2,5
chr11:65499627-65499778,4,0,5,5,3,2,2,1,4,2,2,1,2,1,3,1,2,0,1,2,1,0,0,2,2,3,5,4,1,6
chr19:52282111-52283413,1,0,3,2,4,2,3,0,1,1,5,1,2,3,2,1,2,3,4,1,1,2,1,0,2,7,1,0,3,4
KI270849.1:90602-90966,3,1,3,0,2,2,4,2,1,0,3,2,4,1,0,3,3,3,1,3,0,1,5,0,2,4,1,4,1,6
chrM:9055-9183,4,6,3,1,2,5,1,0,1,7,11,6,2,5,8,1,4,4,1,0,0,11,4,3,1,6,9,5,7,5
chr1:203707009-203708104,2,3,1,2,5,10,5,1,4,2,2,3,2,1,6,1,6,2,3,0,2,2,8,3,3,3,3,3,3,6
chr7:140355668-140358785,7,1,11,3,6,6,7,3,4,4,5,10,7,3,6,8,2,5,5,3,0,4,6,10,7,5,5,6,7,10
chr2:32607455-32611582,2,0,1,2,1,3,5,2,3,0,2,2,1,2,0,1,3,1,1,1,1,1,1,1,1,5,3,2,3,3
chr17:42727635-42730918,0,3,1,0,2,1,10,1,0,1,1,1,3,2,2,2,5,2,3,3,1,0,1,2,1,0,3,2,4,3
chr2:158470942-158474621,1,2,3,1,3,1,2,1,2,4,1,3,2,3,0,3,1,2,4,4,1,0,1,1,1,3,2,3,3,2
chr10:110596398-110598290,1,1,2,2,5,4,11,3,5,2,3,5,0,5,5,4,7,1,6,7,1,3,2,3,5,8,2,8,1,2
chr1:8541214-8614686,4,4,2,2,6,6,3,4,2,3,7,5,6,5,3,3,6,2,4,6,2,1,1,3,4,6,1,1,3,9
chr8:18011237-18011827,2,1,1,1,3,1,9,5,3,1,2,1,3,0,2,4,2,2,2,3,4,1,1,3,0,1,2,1,2,3
chr3:130930416-130941699,4,2,0,3,2,5,5,2,1,3,1,1,5,4,2,1,3,2,1,1,0,1,2,1,0,1,1,1,2,8
chr3:170145423-170149244,1,4,2,2,6,1,9,5,3,2,3,5,2,1,7,4,6,4,5,3,2,3,2,2,2,4,3,5,3,5
chr4:185247294-185267155,2,2,2,3,2,8,6,3,3,3,3,2,2,5,1,4,4,1,4,6,3,2,4,1,2,7,5,2,2,5
chr11:65500492-65500656,4,2,1,1,1,1,5,2,0,3,7,1,2,1,2,3,1,4,2,5,0,2,1,0,1,2,4,1,1,2
chr3:149846011-149872154,4,2,1,2,4,9,6,4,4,5,5,1,3,1,1,2,3,8,3,3,3,3,7,2,2,3,5,2,3,8
chr11:65500540-65500617,6,2,1,2,2,0,2,2,1,1,3,3,2,0,2,0,3,1,2,2,1,1,1,0,1,5,2,5,2,1
chr5:66053406-66054951,7,7,4,1,3,4,9,1,7,10,6,4,2,3,6,7,1,0,6,5,8,2,10,5,2,9,4,4,6,1
chr2:47378953-47379969,9,5,6,4,7,8,9,9,6,3,11,7,6,6,0,10,2,3,4,5,5,6,8,1,5,15,6,4,5,14
chr17:76312870-76313891,2,1,2,2,2,2,3,2,1,2,2,1,1,3,1,3,1,0,1,1,0,2,3,2,2,4,2,1,1,1
chr6:87210451-87218731,5,6,5,3,4,7,5,4,1,1,10,5,12,9,4,4,4,1,9,7,5,2,6,12,3,6,8,4,4,9
chr5:56864734-56865977,8,4,5,2,8,14,13,2,6,4,4,5,6,10,1,14,5,9,5,18,1,6,12,10,1,11,8,7,7,10
chr22:45793545-45807022,9,5,7,4,5,2,9,6,5,4,9,5,4,2,2,5,7,4,4,2,3,6,1,1,3,4,3,7,4,6
chr3:174523413-174553757,2,1,2,0,1,2,3,0,0,0,2,2,1,7,2,2,1,0,2,5,0,6,0,4,1,5,0,0,2,5
chr8:42906173-42943445,1,0,3,2,4,5,11,4,1,1,4,2,3,4,2,5,1,3,1,1,1,3,3,3,2,2,2,3,2,5
GL000255.2:1906082-1906554,4,6,4,5,5,6,17,3,4,2,9,12,5,9,3,4,7,6,9,8,1,6,10,1,6,4,8,6,4,6
chr9:95978061-96004701,4,2,1,1,4,3,8,2,4,4,1,3,6,7,8,1,5,3,2,6,2,4,4,7,6,4,4,2,2,1
chr11:65499716-65499830,12,4,4,7,3,6,14,1,4,4,6,11,4,6,2,3,3,1,4,7,3,4,9,4,4,9,14,4,10,11
chrM:14865-14929,5,1,3,0,2,0,3,4,0,2,3,4,5,3,4,2,1,2,3,3,1,2,5,0,4,0,1,0,2,6
chr11:65500421-65500513,4,5,1,1,2,3,4,0,3,1,2,3,1,2,0,1,1,2,4,3,0,3,2,0,5,2,0,1,3,4
chr4:73078642-73092300,3,2,1,0,6,1,2,2,2,2,4,0,2,1,1,1,2,3,1,1,3,0,2,2,3,3,2,4,0,3
chr10:32543300-32584304,4,2,1,4,3,3,1,0,4,2,6,3,0,2,0,1,2,1,2,1,1,6,1,4,4,2,2,3,3,4
chr14:102019893-102022880,2,1,0,2,0,3,4,0,1,3,0,2,2,3,3,4,0,2,5,2,1,0,1,3,0,5,1,0,1,0
chr11:65422818-65423113,2,0,4,3,3,2,10,5,3,3,7,4,1,4,4,6,7,4,7,3,3,2,8,2,8,8,2,5,1,4
chr10:94030683-94032252,19,3,14,6,12,13,14,8,10,12,9,9,13,6,4,13,14,11,14,17,6,6,15,16,10,13,17,20,16,24
chr19:17101660-17102557,8,9,6,10,10,0,12,2,2,3,4,5,4,3,7,1,1,3,5,2,2,2,10,1,1,5,3,3,6,11
chr6:75634707-75663518,2,0,1,3,5,2,2,0,1,0,3,1,1,3,2,2,2,0,0,1,1,2,2,1,2,6,3,1,2,5
chr10:67988663-68014186,2,2,0,3,2,1,3,0,1,1,2,2,2,1,0,0,1,3,0,1,2,1,5,3,0,2,1,1,2,5
chr5:139600372-139614966,7,7,2,2,7,1,6,2,2,2,5,9,1,2,3,5,5,4,4,1,2,7,5,5,0,3,2,0,3,5
chr2:64572946-64585545,5,1,2,2,5,4,3,2,1,1,4,2,2,4,4,0,0,4,3,3,0,3,3,1,1,6,6,3,2,4
chr15:80970462-80982182,0,1,3,0,0,1,1,2,2,0,0,5,0,0,1,2,2,4,1,2,0,1,3,2,2,3,2,2,2,2
chr12:28255581-28307749,1,3,4,3,3,6,2,3,2,3,2,6,4,6,3,1,1,3,4,2,3,1,5,4,0,2,1,0,4,5
chr5:71035545-71037546,3,3,3,1,3,1,7,2,10,1,0,3,5,3,0,3,4,2,5,1,0,2,6,1,1,6,2,1,5,11
chr2:230878892-230879120,3,4,5,0,4,0,1,3,0,3,2,3,1,1,3,2,3,0,4,2,1,1,3,0,2,5,2,0,1,2
chr7:23611171-23611553,6,10,5,3,10,17,9,9,10,8,4,10,9,7,10,13,6,7,8,4,9,5,11,11,7,20,2,3,10,19
chrM:9093-9189,18,1,9,0,7,1,1,12,8,6,20,16,13,11,12,9,4,7,14,12,0,1,15,1,14,1,3,7,8,1
chr2:61112522-61118116,0,0,1,2,4,4,5,1,2,1,3,1,0,0,1,2,3,4,0,5,0,2,2,1,1,3,3,3,5,4
chr11:65500443-65500517,5,4,3,5,3,0,8,2,1,6,3,10,1,3,4,5,1,4,5,3,2,2,4,0,0,3,2,0,7,4
chr11:65500541-65500629,5,5,3,7,0,2,6,3,2,2,4,1,3,2,5,1,4,4,3,8,1,5,2,1,5,2,1,4,4,3
chr11:108227595-108229323,1,3,3,1,3,3,4,1,4,2,3,1,4,6,0,4,1,1,2,4,4,0,3,2,0,6,0,2,8,7
chr15:85064370-85067204,3,1,2,2,2,1,1,1,0,0,0,3,2,1,1,1,1,0,2,2,3,0,3,2,2,1,2,2,1,3
chr11:65499691-65499915,8,2,1,5,1,1,4,2,3,3,2,4,6,1,1,4,1,1,4,4,8,7,2,5,1,4,0,5,4,2
chr8:61680968-61684188,12,5,6,4,9,8,12,5,13,3,10,11,1,5,4,5,8,6,10,7,6,6,7,7,5,11,6,11,3,8
chrM:8984-9189,1,3,1,0,4,0,0,6,3,1,2,2,2,1,3,1,3,2,2,0,1,1,1,0,2,3,4,3,2,2
chr21:37420299-37421866,3,1,3,1,1,3,8,3,4,1,4,3,2,4,1,0,1,1,6,2,0,4,5,1,8,3,1,0,1,2
chr11:86012281-86031611,0,2,1,1,3,2,4,3,0,2,2,4,2,4,0,3,0,0,2,0,3,1,0,1,2,1,1,5,0,6
chr8:51860845-51861246,28,30,22,26,48,69,49,29,46,34,42,35,45,30,28,46,38,41,66,30,52,50,58,39,24,80,48,39,45,97
chr11:117152441-117163892,2,5,1,1,3,2,4,1,4,1,2,3,1,2,1,4,4,4,3,5,1,2,1,4,3,1,1,4,2,1
chr6:24416397-24418578,1,2,0,2,5,2,7,1,2,1,1,2,0,3,0,2,1,3,1,1,2,3,2,1,1,3,1,0,2,5
chr15:85113873-85115487,27,10,7,10,17,13,14,12,10,13,1,10,8,14,14,16,12,6,17,10,1,4,13,1,9,1,15,16,7,30
chr7:24623666-24650712,0,4,3,2,1,2,2,3,2,2,3,4,2,2,0,1,2,3,1,6,3,0,3,1,4,3,2,2,2,0
chr15:49235851-49292537,3,2,4,3,6,1,12,3,2,2,6,4,8,1,5,6,3,7,4,4,7,2,11,2,6,6,4,5,7,9
chr6:52995621-52995790,3,3,5,0,1,4,11,3,5,0,5,0,5,3,2,4,1,3,4,2,2,0,4,2,1,9,7,3,1,3
chr18:54159765-54205157,3,3,2,0,2,3,4,0,1,4,5,0,0,3,0,2,1,2,2,3,1,1,4,2,2,4,2,1,2,1
chr19:18537601-18538436,4,7,9,8,18,13,14,4,11,9,9,10,11,9,10,16,7,4,3,10,8,7,8,9,7,14,11,8,12,14
KI270846.1:736785-1048927,1,1,6,2,1,0,5,3,0,0,2,5,1,4,0,1,7,2,1,5,2,1,6,0,0,5,1,2,2,1
chr10:15816835-15847943,8,13,8,5,7,14,15,9,7,5,7,12,12,9,5,15,10,7,8,13,4,8,14,7,6,6,5,6,6,14
chr14:31127785-31133675,2,3,0,3,5,5,8,6,4,2,6,10,8,1,3,2,4,1,3,5,5,2,6,2,3,4,10,5,4,12
chr1:113834910-113855049,3,11,3,4,5,7,8,3,6,3,5,4,4,4,3,8,5,3,3,1,5,5,4,4,1,4,6,3,4,5
chr3:129880309-129880559,4,5,1,4,7,5,9,4,3,7,4,6,7,2,6,7,2,5,4,4,1,7,7,1,5,6,3,5,4,9
chr11:66639700-66640123,1,2,2,3,4,1,4,4,0,1,6,5,2,6,1,1,5,2,6,6,2,1,5,2,1,4,4,3,3,2
chr7:149491587-149618343,1,2,0,2,1,0,2,1,4,0,5,2,2,1,4,0,1,5,2,3,0,1,2,1,1,2,4,2,4,4
chr1:220006106-220007338,1,2,2,1,2,2,2,6,3,1,7,2,1,5,0,6,1,4,1,3,3,0,3,3,2,3,1,2,7,4
chr22:45689712-45702847,0,0,1,2,3,1,3,6,2,3,0,3,3,1,1,3,2,0,3,1,1,3,0,0,2,2,3,2,3,0
chr6:144537582-144542870,4,4,4,0,3,2,5,1,6,1,4,1,6,1,1,4,1,3,0,0,0,2,2,2,0,7,1,0,4,0
chr14:91481576-91485730,1,1,1,3,3,4,4,3,4,2,4,3,6,1,0,5,2,4,1,4,4,2,5,2,5,3,5,1,1,5
chr15:69210316-69261329,0,1,0,0,1,2,2,1,1,0,2,1,2,0,0,2,2,3,3,0,2,0,5,2,2,1,2,0,2,3
chrM:14131-14210,7,3,2,1,0,1,4,3,4,2,7,5,4,1,10,5,1,1,2,5,3,3,2,0,1,6,1,2,8,3
chr19:18537601-18538433,3,2,1,4,1,2,5,2,3,3,1,4,5,0,1,2,1,0,2,2,0,4,5,3,4,3,2,4,0,2
chr4:150735258-150808398,4,4,3,0,4,6,4,1,2,4,2,4,2,1,0,3,2,1,2,7,0,3,3,2,5,6,3,3,2,5
chrM:9029-9184,6,2,2,0,1,2,6,1,2,1,3,6,1,1,15,2,4,3,4,9,0,6,1,0,1,3,5,1,6,0
chr7:100993395-101001482,4,10,0,5,5,4,1,3,2,3,9,6,1,3,7,0,5,1,6,9,2,2,3,0,5,12,3,0,11,5
chr3:67746771-67768433,3,0,1,2,1,3,0,2,2,4,1,2,1,0,0,6,2,0,3,1,0,2,4,1,0,1,3,3,0,2
chr2:173358712-173359491,3,3,0,7,2,4,7,0,2,1,1,2,1,1,0,6,6,2,4,3,4,0,2,5,1,8,1,3,4,5
chr21:29326059-29329693,0,2,2,4,1,1,3,1,1,1,2,1,2,2,1,0,1,2,4,4,3,0,1,2,1,2,0,2,4,8
chr7:70762870-70771644,1,1,1,0,2,1,3,1,2,3,2,3,0,1,2,0,2,2,6,4,2,0,4,0,2,2,1,0,1,4
chr11:65504860-65505052,22,15,18,22,19,16,34,12,22,13,17,11,22,16,25,22,18,6,16,13,12,13,18,10,10,2,25,14,25,33
chr11:73707420-73720899,2,2,4,3,1,2,1,3,3,3,4,3,1,3,2,2,2,1,0,5,4,1,3,2,7,6,2,0,2,5
chr1:230663141-230675124,0,2,1,0,2,1,3,1,1,0,2,1,0,2,2,2,0,2,2,2,2,0,3,1,0,4,0,1,2,2
chr11:65500535-65500623,6,5,3,7,1,2,5,5,2,2,5,1,4,2,6,1,5,5,3,8,1,5,3,2,5,4,1,4,5,2
chr6:130955105-130956499,6,9,9,7,13,17,14,4,23,8,8,11,8,9,16,12,18,5,8,19,13,10,10,3,9,22,8,17,10,16
chr11:85974708-86031611,1,3,2,1,1,2,1,3,2,2,6,3,3,0,2,1,2,1,5,3,2,1,2,2,0,2,1,2,4,6
chr14:49586806-49862645,1,6,1,3,1,4,6,0,2,3,2,3,2,3,2,2,0,1,0,1,4,0,7,4,0,2,1,0,2,7
chr14:22926133-22927660,5,5,9,1,3,14,11,3,3,7,5,3,9,1,3,3,1,1,5,3,2,7,6,3,4,5,0,5,5,4
chr22:41808875-41813822,1,1,0,4,0,1,4,0,1,5,2,3,1,4,0,1,1,3,4,1,2,0,0,4,1,4,4,4,3,7
chrM:11753-11848,7,3,5,4,2,5,14,5,4,2,6,1,2,3,8,6,3,0,5,7,3,4,4,1,5,7,5,2,6,3
chr9:16435555-16437524,3,3,3,2,6,13,9,4,3,3,3,5,4,2,16,8,9,3,7,4,8,2,4,2,5,2,2,1,4,7
chr8:73673107-73688813,4,8,5,2,3,7,5,7,7,1,10,12,5,2,4,5,8,7,7,7,5,10,6,4,2,4,8,6,9,15
chr7:117504253-117559655,1,2,0,0,4,3,1,2,5,1,1,3,1,3,0,1,4,5,2,2,1,0,4,1,0,3,1,4,3,6
chr11:65499696-65499931,2,6,3,4,2,12,3,2,2,4,1,2,5,4,3,8,8,2,5,6,5,0,8,7,4,2,2,13,3,4
chr16:56625784-56627053,0,3,1,0,6,2,6,1,5,3,8,2,4,2,0,3,3,0,6,1,1,4,0,1,0,4,6,2,2,5
chr17:59353215-59353526,3,4,0,1,8,3,7,5,4,2,3,3,0,6,1,7,7,5,3,13,2,4,4,13,5,8,3,5,4,4
chr4:87195324-87195690,40,28,16,24,24,30,33,14,32,21,19,24,33,21,9,28,21,20,15,20,23,16,36,14,29,30,27,14,27,41
chr14:88574693-88578140,1,1,2,1,1,7,4,4,3,1,1,4,2,1,1,1,1,0,2,1,3,2,4,1,3,2,6,2,2,1
chr14:49586811-49862669,2,5,2,0,2,2,4,0,5,0,6,2,4,1,3,2,2,4,6,5,4,1,7,5,1,11,1,6,3,2
chr10:96944113-96952196,3,3,2,3,4,4,11,3,3,0,5,5,1,3,0,0,3,0,6,1,0,2,5,1,5,5,3,2,0,3
chr2:201760881-201761818,1,1,0,4,3,4,1,4,0,0,2,3,3,1,2,2,0,0,1,4,0,1,2,0,1,1,3,2,2,4
chrM:9053-9199,6,2,1,0,5,2,0,0,1,2,4,3,2,0,21,2,0,4,4,2,0,5,5,2,1,4,7,2,3,2
chr22:45700282-45740538,3,0,1,2,4,5,4,2,0,2,1,1,1,2,1,2,2,1,4,5,2,1,2,3,1,3,0,1,3,1
chr3:33684359-33696933,3,8,4,0,8,7,5,2,7,2,4,8,5,4,1,3,5,9,0,2,2,3,4,3,4,8,3,9,6,8
chr7:22960256-22991139,1,3,0,2,3,3,0,2,4,2,4,1,5,4,2,8,2,3,3,5,1,0,4,3,0,2,0,2,3,1
chr12:32607957-32611283,8,6,4,8,5,7,8,5,8,5,5,10,4,2,4,6,6,4,8,1,8,6,6,6,2,1,1,3,6,18
chr12:94169153-94186473,10,15,8,11,8,2,12,9,7,11,9,11,12,13,7,11,1,3,8,9,13,2,15,3,4,22,1,6,1,13
chr14:105741444-105769207,0,24,8,25,0,20,23,9,11,0,0,15,12,9,4,17,23,47,0,5,12,9,30,16,0,10,4,10,67,7
chr14:49586693-49586873,20,5,10,11,15,7,21,8,12,4,22,18,8,8,21,5,10,8,16,14,12,12,11,12,7,29,11,12,10,16
chr2:172562220-172565073,0,2,1,0,4,2,3,0,1,2,1,3,2,4,0,2,2,1,3,1,2,4,7,1,1,4,1,2,2,3
chr20:32366384-32369123,9,7,6,2,12,10,6,11,12,5,6,15,14,7,6,9,6,8,7,12,4,15,14,6,3,16,1,9,4,20
chr10:101792839-101810314,4,5,4,0,6,4,5,4,8,4,8,8,5,4,4,11,3,1,14,7,2,8,6,3,5,9,9,4,9,12
chr7:131375424-131399433,3,3,1,3,2,4,1,3,3,3,3,1,4,3,0,3,3,2,4,1,1,3,3,4,1,2,2,3,1,4
chr20:25297080-25297394,7,2,2,1,5,4,2,1,5,4,4,5,3,4,0,4,2,5,4,0,0,1,3,2,2,1,2,3,1,6
chr9:37126312-37127263,3,2,1,2,3,5,1,1,4,0,4,5,3,0,1,3,3,5,1,2,2,1,4,2,2,2,3,2,2,6
chr3:5174017-5174414,6,7,6,4,9,10,11,7,7,8,12,14,6,9,6,12,6,10,14,9,3,9,8,13,4,7,8,2,14,13
chr13:95161189-95170628,1,3,3,1,0,2,2,1,0,2,2,3,2,4,4,0,0,0,2,2,0,3,0,2,1,3,2,0,2,7
chr3:107710452-107733023,1,0,2,0,3,3,4,2,1,2,0,1,1,1,2,1,1,2,2,3,2,2,0,0,2,3,0,4,2,4
