ID,1032245-N_bwa.ciri2,1039868-N_bwa.ciri2,1042353-N_bwa.ciri2,1042745-N_bwa.ciri2,1043773-N_bwa.ciri2,1045386-N_bwa.ciri2,1045549-N_bwa.ciri2,1046191-N_bwa.ciri2,1046287-N_bwa.ciri2,1046349-N_bwa.ciri2,1046499-N_bwa.ciri2,1047291-N_bwa.ciri2,1047831-N_bwa.ciri2,1047912-N_bwa.ciri2,1048720-N_bwa.ciri2,1049983-N_bwa.ciri2,1050700-N_bwa.ciri2,1051316-N_bwa.ciri2,1054390-N_bwa.ciri2,1056166-N_bwa.ciri2,272577-N_bwa.ciri2,451368-N_bwa.ciri2,477022-N_bwa.ciri2,515975-N_bwa.ciri2,522638-N_bwa.ciri2,548142-N_bwa.ciri2,649867-N_bwa.ciri2,685749-N_bwa.ciri2,843725-N_bwa.ciri2,99272-N_bwa.ciri2
chrX:10063445-10098579,3,0,0,2,2,3,4,4,4,0,4,3,2,5,0,2,3,3,4,4,2,4,4,0,4,3,0,5,0,5
chr13:45516143-45525051,6,0,3,0,3,4,4,0,0,0,8,0,3,4,2,2,3,2,0,5,2,4,0,2,4,6,3,3,0,4
chr19:43523508-43523742,3,3,0,2,2,2,5,7,3,2,0,3,2,0,4,0,4,3,5,3,0,3,5,7,0,4,4,3,0,6
chr4:61934840-61948276,0,5,4,3,6,6,3,4,5,2,7,4,2,4,8,3,5,0,0,9,0,0,3,0,3,5,4,0,0,2
chr3:12312380-12392752,2,6,3,0,0,5,4,6,0,5,0,0,2,0,0,4,3,0,7,0,0,0,0,5,4,6,3,0,2,4
chr10:72715111-72715902,3,2,4,2,2,6,6,2,3,0,3,6,3,0,4,4,2,3,6,5,0,3,4,7,0,6,3,0,3,4
chr9:109050283-109064567,4,6,0,0,0,5,3,2,3,2,2,0,0,4,0,0,0,0,3,0,2,2,5,0,4,4,0,4,5,8
chr3:37121492-37149038,3,2,0,0,0,3,0,0,2,0,3,0,2,0,0,0,6,2,4,3,2,0,2,2,0,0,4,4,0,2
chr9:85669485-85712566,2,7,0,0,5,7,2,0,0,0,2,4,5,2,2,3,0,2,0,2,0,0,6,2,2,5,0,3,5,0
chr20:2986765-2988474,0,4,2,2,0,2,6,4,0,0,2,4,3,4,4,0,0,2,4,0,0,0,0,2,0,2,0,5,2,7
chr6:53071057-53076543,5,2,0,4,4,5,4,2,3,4,2,3,2,2,5,3,5,4,7,0,0,4,0,7,4,7,5,2,6,0
chr14:21230319-21234229,15,35,14,13,38,40,39,23,21,18,33,21,17,32,0,29,24,23,32,27,18,23,30,28,23,32,18,23,19,39
chr14:39276934-39279537,17,7,5,0,2,9,12,7,7,4,12,15,3,13,3,8,7,7,6,8,2,8,13,7,5,12,11,4,4,7
chr1:59339958-59378837,10,13,13,8,24,21,19,16,10,18,27,11,17,21,5,16,8,16,13,14,6,14,20,5,11,16,15,13,13,29
chr20:2947982-2965202,0,6,5,3,11,5,15,5,9,3,4,3,6,3,3,3,3,7,6,2,0,4,7,2,4,7,5,5,2,11
chr8:140818277-140864399,3,5,0,0,2,2,0,0,3,0,2,0,5,3,4,0,3,0,0,0,0,2,3,2,5,4,2,0,0,0
chr16:30664215-30666541,6,10,7,3,12,10,19,7,8,4,13,17,6,3,12,10,8,10,13,15,7,8,5,14,6,12,5,14,10,5
chr19:53380722-53384056,3,4,0,0,0,5,6,3,4,2,2,6,3,2,0,4,2,0,2,4,0,0,6,0,4,2,2,3,2,5
chr2:241403828-241418109,0,0,0,2,0,0,2,0,0,4,2,3,4,3,2,2,4,3,0,3,0,3,3,4,0,2,0,0,0,4
chr17:19958014-19958571,4,2,4,0,0,5,4,5,4,3,3,4,6,5,4,4,5,3,0,3,2,2,4,6,0,2,2,8,6,2
chr3:101671130-101672213,7,3,3,11,11,11,9,9,6,4,6,8,11,7,3,6,3,6,9,3,0,0,12,3,6,7,6,3,7,13
chr4:1900626-1935262,5,4,0,4,3,0,7,0,2,0,0,3,0,2,0,0,2,0,4,6,2,5,0,3,0,3,2,2,0,0
chr13:108243532-108251316,0,3,0,3,0,6,0,4,2,0,3,0,5,2,3,2,2,0,0,0,2,0,0,2,3,0,0,3,2,6
chr15:77178790-77182040,3,4,0,2,2,0,2,0,4,4,3,2,0,2,0,7,0,3,2,2,2,0,3,2,0,4,2,2,5,3
chr3:43598532-43605863,0,0,3,0,3,0,4,0,0,4,2,0,2,2,0,0,3,0,0,3,0,2,0,3,0,3,3,2,2,5
chr16:88027483-88038011,12,22,13,10,8,9,27,11,14,8,10,18,7,7,2,15,15,14,21,13,6,13,19,12,8,29,17,24,16,20
chrX:102839801-102905737,0,5,0,2,2,4,4,5,3,4,3,8,7,2,3,0,2,2,3,4,5,3,0,0,0,5,4,3,2,3
chr1:28473554-28476291,0,4,2,0,5,6,4,4,2,2,2,0,2,0,0,3,2,2,4,5,0,2,0,2,2,0,3,4,3,2
chr5:77463095-77464809,8,3,6,3,7,2,7,0,5,0,9,5,0,8,3,3,5,6,4,4,0,5,11,3,3,6,3,2,3,6
chr12:89459638-89472275,0,4,2,0,9,14,4,10,8,3,0,0,0,6,0,4,4,0,0,3,0,0,8,5,0,6,3,5,5,0
chr17:67945409-67948306,7,6,8,3,11,6,19,7,6,4,14,12,13,9,7,8,9,11,8,10,7,11,10,10,6,9,8,14,12,10
chr22:31758546-31768863,0,0,2,0,0,4,5,0,3,3,2,4,0,2,0,4,3,3,5,2,0,3,7,3,2,3,0,3,0,5
chr10:5709530-5714207,2,3,0,6,5,3,5,0,2,2,3,2,2,0,2,2,2,0,6,6,5,0,9,4,2,3,3,0,3,2
chr14:45118028-45130790,10,5,5,4,6,11,6,4,9,2,11,8,4,9,3,6,5,4,5,9,0,8,8,7,5,11,7,6,3,9
chr1:13715541-13742157,3,6,4,0,2,4,5,2,5,0,6,0,6,3,0,0,3,5,2,2,3,7,2,5,4,5,0,4,4,5
chr18:56756583-56758953,2,2,3,0,7,3,8,2,4,2,4,4,2,7,0,0,4,2,0,0,2,3,4,2,0,2,3,5,3,3
chr2:199308760-199368707,3,2,0,0,2,3,0,5,0,3,0,3,2,0,2,2,3,2,3,3,0,0,6,4,2,6,4,0,4,7
chr10:15821656-15847943,0,4,0,0,4,2,2,0,0,2,0,2,0,2,2,0,3,3,2,0,0,3,4,3,0,2,0,0,4,2
chr17:32362914-32368014,3,3,2,2,5,4,2,4,6,0,3,5,0,3,3,0,2,0,4,2,3,0,3,0,3,5,6,4,3,7
chr7:98190728-98194572,3,11,4,11,14,8,14,9,9,9,11,11,7,13,7,17,4,9,9,12,10,5,10,11,9,8,16,13,8,11
chr12:120782655-120810886,3,0,0,0,0,6,4,3,0,0,2,3,2,4,2,2,2,0,0,0,0,3,5,0,3,2,2,0,0,0
chr4:25127264-25159107,3,4,4,5,4,3,4,0,3,3,5,2,5,0,0,6,5,3,3,6,6,0,0,2,4,2,4,7,4,3
chr11:68759569-68761687,4,6,6,2,7,8,5,4,6,3,4,0,4,4,0,9,2,3,4,7,3,0,4,3,4,5,3,6,0,10
chr19:1271329-1272051,4,0,0,5,7,2,8,6,0,3,4,4,5,3,4,2,0,4,2,4,0,0,8,4,4,4,3,5,7,6
chr2:95148885-95153259,6,4,4,8,6,12,8,4,4,4,7,6,3,4,5,4,0,0,3,5,6,3,6,8,4,8,3,6,4,11
chr3:101168648-101177102,3,0,6,10,3,4,3,4,0,0,0,5,8,6,3,12,0,0,3,0,0,2,8,0,0,3,3,5,3,8
chr12:14423909-14425473,4,3,2,4,5,4,4,0,3,0,0,3,2,3,3,0,2,0,2,2,0,0,0,2,2,2,2,0,3,2
chr10:96544076-96576829,6,3,3,2,6,3,4,0,4,5,0,6,5,3,0,3,4,4,8,3,3,0,4,7,3,8,0,5,0,5
chr1:117911994-117918736,2,6,3,0,6,0,3,5,3,0,4,0,2,3,2,3,4,2,0,4,2,2,7,0,4,4,4,2,3,4
chr6:107503657-107506427,3,0,2,0,3,3,4,2,0,4,5,0,0,2,5,2,4,3,0,0,2,0,2,0,3,0,3,2,0,2
chr7:8022483-8071131,0,4,0,3,2,6,9,0,0,2,0,2,5,2,0,2,4,3,3,7,4,0,7,0,0,4,2,0,4,4
chr4:82878730-82881937,4,4,2,0,2,2,4,0,0,2,0,7,3,3,5,4,0,2,3,2,0,0,0,0,0,2,2,0,3,4
chr2:232747615-232761436,0,0,3,0,2,2,3,0,2,0,3,2,5,0,2,0,2,3,0,4,4,0,0,4,5,2,0,0,4,7
chr9:83677727-83686155,2,3,2,0,3,4,5,2,2,0,2,5,3,3,0,2,0,2,2,3,0,4,2,0,4,2,2,0,0,7
chr10:126970702-127127764,23,16,6,10,22,18,9,21,13,11,9,5,20,0,7,25,32,9,44,7,8,12,19,12,12,28,20,16,14,14
chr15:51451645-51453641,6,5,2,3,0,5,4,2,5,0,3,2,2,2,0,3,0,4,0,0,2,2,0,0,0,4,2,0,2,6
chr3:156694020-156696025,2,3,0,0,3,0,2,0,0,3,0,2,3,0,2,0,0,0,3,0,2,3,2,0,4,5,5,0,2,6
chr7:17868407-17875790,6,7,4,2,7,7,10,7,5,9,9,14,10,6,6,7,10,4,12,4,11,8,9,5,6,11,11,11,9,17
chr6:135039573-135042126,4,5,0,2,9,8,4,3,3,8,5,2,8,8,0,5,0,3,6,9,4,4,3,6,6,0,0,14,2,10
chr4:109491327-109494856,6,5,4,2,6,7,14,8,2,3,9,12,4,4,4,7,0,4,9,4,3,9,6,3,7,8,5,7,3,9
chr10:126970702-127000307,9,5,2,0,2,5,8,3,5,3,4,4,0,3,4,0,3,4,5,5,0,3,4,2,2,7,5,6,3,5
chr12:50427762-50441643,2,3,6,0,7,9,6,3,9,0,2,8,5,0,4,3,2,2,0,5,0,0,6,6,4,7,10,4,8,7
chr16:11721577-11736233,0,2,0,0,3,3,6,0,2,0,2,0,0,3,0,0,0,2,0,3,4,0,2,0,4,0,3,3,2,5
chr11:73707420-73718890,0,4,3,7,5,7,5,6,6,2,2,8,0,5,6,4,0,4,7,3,2,6,8,3,3,7,5,0,0,5
chr13:99238427-99244624,5,12,12,9,11,19,13,8,10,10,15,11,7,13,7,15,6,15,5,13,5,12,4,9,11,12,8,0,19,8
chr2:226864604-226867318,19,17,13,11,18,32,19,18,17,8,13,16,13,6,8,8,16,8,17,12,12,10,23,10,17,19,18,15,21,27
chr17:31155983-31169997,5,2,0,2,4,5,4,4,2,5,3,3,3,0,0,9,3,0,6,0,4,0,7,2,2,2,0,2,5,3
chr5:98868495-98872555,2,5,3,0,0,0,4,0,0,0,2,3,2,4,0,2,0,0,0,2,0,0,3,4,0,3,3,0,3,2
chr12:46239679-46254936,5,5,4,4,3,12,8,3,5,2,5,4,6,5,0,5,2,2,0,8,4,0,3,4,6,0,2,6,2,3
chr2:8888018-8958642,2,0,0,2,0,4,3,0,2,3,4,0,3,3,3,2,3,2,10,0,3,0,8,5,4,7,8,4,6,9
chr9:131506114-131506453,3,0,0,0,5,8,2,0,0,0,2,3,3,0,2,3,2,0,3,0,2,4,0,5,5,4,2,0,4,2
chr9:33960826-33989126,2,3,3,2,0,0,10,2,4,0,2,2,4,0,0,2,0,3,4,6,2,2,4,0,2,3,3,3,6,6
chr4:48369849-48394653,8,2,4,0,0,10,4,4,3,0,4,3,4,2,0,3,2,0,0,4,4,0,2,3,5,5,5,2,4,6
chr14:50150008-50153173,0,2,0,0,0,0,3,2,4,2,3,0,3,2,2,0,2,0,3,2,2,0,4,0,0,2,2,0,0,5
chr7:102227367-102227669,5,3,5,5,4,8,5,5,4,3,13,15,4,7,9,4,5,6,16,6,6,12,7,9,6,15,3,8,4,9
chr1:8541214-8614686,4,5,4,3,9,11,6,4,4,5,7,9,8,7,5,10,8,4,6,8,4,3,5,4,7,10,3,0,5,11
chr2:99169550-99171429,9,7,3,0,12,7,11,4,7,4,9,11,4,11,3,7,10,5,6,6,4,7,7,4,3,13,3,5,12,14
chr1:35381259-35389082,2,4,0,3,5,7,3,4,0,4,3,4,6,6,0,4,4,3,4,0,0,0,2,4,4,4,9,7,2,0
chr13:49196877-49198574,3,5,0,0,3,3,2,5,0,5,0,2,2,2,0,3,3,0,5,2,4,0,4,0,0,2,4,3,0,4
chr8:123077111-123105464,0,5,4,0,4,7,3,3,7,3,2,4,6,4,0,5,6,6,3,0,2,2,4,0,7,2,5,0,7,5
chr1:51405905-51408332,3,0,3,0,0,0,5,0,0,4,2,3,4,3,0,2,2,0,2,2,2,2,7,0,2,6,0,0,2,3
chr14:54702062-54702580,0,0,0,0,2,0,2,2,2,3,2,0,0,0,8,3,5,2,5,0,0,0,3,0,2,3,3,0,3,5
chr1:117402186-117405645,0,0,3,0,4,6,2,0,2,0,3,2,5,0,0,4,0,0,0,0,3,2,4,5,2,2,0,0,3,3
chr11:62638983-62639731,2,2,2,0,4,4,3,3,5,0,5,3,6,3,0,6,6,3,6,3,6,2,11,3,5,2,3,0,3,0
chr5:94909251-94924021,10,0,2,4,7,4,5,0,10,4,3,5,8,3,5,5,3,6,3,4,3,2,2,4,0,5,0,2,2,9
chr10:32565558-32584304,6,5,2,3,3,4,6,0,9,5,0,4,7,7,0,2,2,6,4,2,0,2,4,5,3,2,0,3,5,7
chr18:9583117-9595102,6,6,5,10,14,9,20,3,5,9,10,14,9,5,6,7,7,5,5,10,3,8,4,4,16,12,11,10,9,13
chr5:57246300-57249576,5,4,0,5,4,9,11,4,2,4,2,6,5,4,2,7,8,2,0,2,2,0,3,5,4,8,6,4,0,5
chr10:5794885-5800705,19,12,7,6,9,26,21,12,15,9,17,15,12,18,7,18,16,7,22,11,15,18,15,17,16,32,12,17,17,17
chr7:17868407-17897446,2,4,0,0,2,3,4,3,0,3,7,2,3,4,2,0,3,0,0,3,2,0,2,2,0,4,2,0,0,0
chr14:102040236-102040673,20,14,14,9,13,9,11,17,13,12,9,17,10,12,11,12,13,13,11,10,3,12,17,5,10,15,10,12,11,28
chr2:241407537-241413421,9,4,0,5,5,6,7,4,3,5,6,7,5,5,2,4,4,3,7,3,3,0,0,4,2,5,3,4,2,5
chr4:22401431-22402799,4,4,3,2,4,0,3,0,2,4,9,7,5,2,2,9,2,3,16,5,0,2,4,2,9,4,5,2,6,2
chr3:132713126-132716909,3,3,0,0,3,3,0,0,7,2,0,2,4,0,2,2,2,0,0,2,3,0,2,2,2,0,0,0,4,4
chr5:56864734-56865977,10,6,8,3,12,21,16,6,8,4,10,9,7,13,4,17,8,11,8,21,12,9,20,16,3,17,10,8,14,21
chr22:38245935-38248019,4,2,2,0,0,3,3,5,0,2,0,4,0,2,0,2,2,2,2,0,0,0,4,0,2,2,3,0,0,2
chr1:29154696-29154910,3,4,0,0,3,2,5,0,2,2,9,11,2,2,0,5,7,10,2,2,4,2,5,2,3,3,0,6,0,2
chr10:35060874-35071339,2,0,0,0,0,3,4,0,5,2,3,2,0,3,0,7,2,0,0,3,0,5,2,0,0,2,2,0,3,2
chrX:17103718-17138961,3,2,0,0,2,4,6,0,2,0,4,4,0,3,0,3,2,3,2,3,2,2,4,7,3,2,4,4,2,10
chr7:8218305-8236005,6,3,0,0,5,0,3,0,5,4,0,4,2,3,0,5,0,4,2,0,0,0,4,4,0,6,0,2,0,5
chr20:41512846-41533570,0,0,0,0,2,3,0,0,3,3,2,2,4,0,4,0,0,0,2,2,0,0,2,4,0,2,2,2,2,0
chr11:129123446-129164427,0,2,6,0,4,3,2,3,5,2,0,0,3,3,0,3,3,0,0,0,0,0,0,0,3,4,4,0,0,3
chr1:54651949-54673186,3,6,2,2,2,3,4,0,0,3,5,3,7,4,0,7,3,0,3,2,0,2,0,3,4,2,2,3,4,4
chr1:230954333-230961303,13,14,10,3,10,8,16,13,17,10,17,16,9,17,6,8,9,11,17,14,5,8,21,9,7,21,12,10,11,16
chr14:32090502-32094386,15,11,13,12,12,13,25,4,20,13,15,10,6,14,17,14,17,14,20,15,13,14,8,19,9,30,10,14,13,22
chr2:214767482-214797117,3,3,3,4,5,9,5,0,6,3,4,0,4,8,5,5,3,0,5,10,4,0,11,0,9,7,11,5,4,7
chr2:61113770-61118116,2,5,0,0,5,0,2,0,4,3,3,2,5,7,0,4,3,0,4,11,2,0,6,3,4,4,4,0,0,3
chr8:141253989-141254629,26,31,22,16,23,42,41,21,41,14,16,29,32,24,20,29,40,12,28,37,37,17,46,30,16,29,22,32,32,46
chr5:123532569-123557564,3,4,3,3,0,9,6,2,3,4,6,8,4,4,3,3,4,5,0,2,2,3,0,3,3,3,0,5,4,4
chr11:85990250-86031611,0,5,2,0,5,5,2,4,3,0,0,0,0,0,2,0,2,2,3,2,0,0,0,0,2,0,3,0,2,3
chr2:199368605-199433514,41,30,28,19,34,27,49,44,47,23,53,38,29,39,11,48,39,25,49,32,21,22,36,46,27,35,42,40,37,45
chr3:9750945-9751949,7,2,3,2,4,5,11,7,2,2,4,4,6,4,5,2,0,5,0,0,5,3,9,4,4,7,4,3,6,4
chr10:12081472-12091684,0,4,0,4,2,3,2,0,0,0,2,4,0,0,0,2,2,0,0,4,0,2,3,2,4,3,7,2,2,3
chr8:69738040-69761875,0,6,3,0,2,2,0,0,0,3,0,0,5,0,0,2,3,3,4,0,2,0,0,0,4,2,0,2,2,2
chr17:48112031-48113401,4,2,0,3,3,6,11,5,4,2,10,7,4,3,3,6,6,2,8,3,4,3,8,3,4,6,2,6,3,9
chr22:33761371-33765953,2,0,0,0,3,3,0,0,0,0,3,3,3,3,0,0,2,2,2,4,0,0,2,2,0,0,4,2,4,2
chr6:7181124-7189322,6,5,0,5,7,7,9,5,5,3,8,8,6,3,3,8,2,3,7,5,5,0,10,6,6,7,5,8,3,7
chr17:56848696-56856665,0,0,0,3,0,2,0,2,2,0,0,0,0,5,0,2,0,0,2,0,2,2,4,2,3,3,2,3,0,2
chr19:9652953-9660874,7,2,3,0,8,0,0,0,6,2,2,0,2,3,0,2,2,0,0,0,0,0,0,0,4,4,2,2,2,7
chr3:170122591-170129552,5,2,6,8,8,13,16,7,6,7,5,11,8,3,4,11,4,15,12,14,6,5,12,7,7,13,4,13,14,14
chr1:171523221-171527844,2,7,2,4,3,5,8,0,3,0,3,4,4,3,0,3,6,2,2,0,2,0,4,3,3,7,4,4,0,5
chr3:56566594-56567053,4,0,2,0,0,5,0,0,5,0,0,3,0,0,0,2,2,3,2,0,0,4,2,0,3,0,5,3,3,5
chr15:64974602-64983593,6,9,7,3,5,10,10,2,2,7,7,6,9,5,6,3,8,6,7,4,0,6,9,5,3,7,6,3,8,4
chr2:202555252-202556531,3,5,3,0,6,8,5,0,0,2,4,3,2,0,0,5,2,2,0,3,2,2,0,4,0,0,3,3,2,2
chr3:149895473-149921227,0,0,3,4,5,2,4,0,0,5,2,0,3,5,0,3,0,3,0,3,2,4,3,0,4,3,2,0,0,4
chr17:51263274-51268904,7,9,3,6,10,6,16,4,4,4,5,6,7,6,2,5,6,4,5,4,4,7,9,6,5,8,6,6,11,9
chr20:41092472-41101353,7,13,14,8,10,10,15,7,6,10,15,14,10,9,6,9,18,5,18,7,10,8,13,6,5,11,13,4,12,19
chr13:60439688-60467379,15,23,11,11,26,22,25,19,13,26,16,11,14,21,12,24,16,5,16,13,11,10,19,20,16,23,24,10,21,34
chr13:95757644-95763953,12,9,8,8,14,20,13,4,10,5,14,9,8,6,3,10,4,5,14,14,15,6,14,8,5,0,11,8,17,13
chr1:66946150-66959743,0,0,3,0,4,2,4,0,0,0,2,2,4,0,0,4,0,2,6,4,2,0,4,3,0,0,2,6,0,3
chr3:197866112-197871462,4,5,0,0,2,6,3,2,2,2,7,2,3,0,5,0,0,0,3,7,0,2,3,2,2,0,3,3,7,5
chr3:179413412-179419505,2,3,0,0,3,2,4,2,2,0,0,4,0,0,5,2,2,0,0,3,3,2,0,0,0,3,0,4,2,2
chr9:109050283-109050692,0,2,4,0,0,3,6,2,4,0,2,3,3,2,2,0,4,0,4,3,3,5,4,7,0,0,3,3,4,2
chr15:90486954-90492711,3,2,0,0,5,2,6,3,5,0,3,10,0,6,0,3,0,5,2,3,0,2,4,0,3,5,15,2,2,0
chr6:144487548-144493456,0,3,5,3,2,2,10,4,2,2,3,3,5,4,2,3,4,3,2,3,2,0,2,6,4,4,3,4,7,6
chr1:59900965-59916100,7,2,0,2,6,6,2,0,7,9,5,0,0,2,0,2,6,5,0,4,0,5,6,0,6,3,4,3,7,6
chr20:3218517-3218994,0,3,2,2,4,0,2,0,0,4,2,3,2,6,0,4,3,0,0,2,0,0,3,3,3,0,0,0,2,0
chr7:92517276-92518255,2,0,2,2,4,0,3,0,2,2,2,2,0,0,0,0,3,0,2,4,4,4,0,2,0,2,0,0,3,3
chr11:111754499-111755450,2,2,2,2,4,0,2,0,2,2,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,3,2,2
chrX:150592605-150619139,8,11,2,5,10,8,5,5,4,13,3,5,3,10,3,2,3,6,8,5,2,0,6,9,4,11,3,5,11,4
chr12:104927973-104928694,9,16,10,11,8,13,18,6,6,9,8,6,9,5,2,15,8,5,11,8,13,4,15,6,4,14,13,5,9,20
chr1:25340474-25351693,5,0,2,0,6,0,3,3,0,0,4,3,2,2,2,3,2,3,3,0,7,0,0,3,2,2,2,2,3,0
chr4:139116649-139139497,5,5,4,0,5,11,4,2,3,6,2,4,2,5,10,7,2,0,4,8,5,3,9,7,0,5,0,4,4,12
chr2:61278165-61281242,0,4,4,2,2,5,8,3,0,3,4,0,3,3,0,3,3,4,3,0,2,0,2,3,0,0,2,2,2,4
chr2:230357805-230361697,4,0,0,2,2,9,6,0,2,0,4,4,5,6,0,5,4,2,0,3,8,3,0,3,0,4,0,5,6,0
chr11:6941571-6955782,0,4,3,0,7,2,12,0,0,0,3,4,3,6,0,6,6,6,4,4,11,3,0,5,2,3,0,3,0,0
chr15:63553715-63563008,7,5,4,3,6,3,7,0,8,7,4,7,7,4,2,2,3,2,2,4,3,3,9,0,2,9,5,10,5,7
chr2:37101923-37104132,2,0,2,3,0,2,0,2,4,0,2,0,2,0,0,2,3,3,2,0,0,3,3,0,0,6,3,0,2,0
chr5:65988635-66014725,3,4,3,0,4,11,7,0,5,6,6,5,5,4,4,6,4,3,4,4,3,5,3,0,5,4,6,0,2,4
chr1:156333547-156334918,2,2,2,2,0,4,2,2,0,2,3,3,0,7,0,0,0,4,0,0,3,3,4,0,2,0,0,2,2,3
chrX:78014662-78020398,0,0,3,0,0,4,10,6,0,3,3,4,4,3,0,5,3,0,0,0,0,3,3,2,0,2,2,5,2,6
chr14:22906195-22911403,7,21,5,2,7,16,18,7,8,4,16,8,6,9,9,6,10,2,8,7,3,8,15,10,2,16,16,17,8,10
chr5:124701014-124701269,10,4,4,6,4,5,10,5,6,4,9,8,4,14,5,6,4,3,2,5,4,7,10,4,5,6,4,3,0,7
chr21:39206108-39229436,0,5,0,3,3,4,2,2,6,2,0,0,3,2,0,6,3,0,3,3,3,2,4,0,0,3,3,3,0,3
chr9:99959917-99960155,4,0,0,2,0,2,5,2,0,0,3,3,2,5,0,2,2,2,2,0,0,2,3,0,0,0,2,0,2,2
chr17:42500707-42501304,10,6,8,7,6,8,8,10,3,2,14,9,4,9,3,13,7,5,5,5,5,2,18,6,9,16,7,6,6,21
chr17:56848696-56856625,4,4,3,2,3,3,7,5,6,4,4,7,2,4,0,5,4,3,4,5,2,3,6,7,2,8,5,5,0,8
chr10:124942457-124943307,4,7,2,7,5,11,10,3,2,2,5,6,3,5,0,0,6,2,3,9,5,0,6,2,5,7,2,3,3,10
chr21:39206108-39212707,13,12,10,7,17,24,10,9,17,12,6,16,12,14,10,16,8,7,12,11,8,8,12,4,10,18,5,11,11,16
chr11:120475340-120477526,0,2,2,2,5,5,3,2,0,3,3,2,0,4,4,5,2,4,3,0,0,4,2,2,3,4,3,0,2,0
chr4:51863437-51886638,0,0,0,0,2,2,2,0,2,3,6,5,3,2,0,6,2,2,0,0,2,5,3,2,2,0,2,2,2,7
chr4:73085249-73092300,43,35,22,17,31,28,28,20,32,20,23,30,20,24,20,21,18,22,25,27,13,22,31,17,18,31,28,24,25,57
chr2:58084089-58089723,5,4,3,6,6,8,3,3,4,0,5,5,5,3,0,4,4,0,2,4,3,4,7,4,7,4,0,6,3,6
chr8:47396376-47407961,23,13,20,8,20,30,20,12,20,16,26,32,21,13,13,26,12,16,21,17,9,13,22,18,14,26,16,13,23,35
chr7:100812747-100813208,10,6,12,2,15,9,18,5,7,9,17,5,5,4,2,12,10,5,14,11,5,5,10,11,7,6,9,11,7,9
chr15:76292431-76295737,7,7,6,0,3,4,3,5,0,0,4,4,3,6,0,0,3,0,2,3,2,5,3,0,3,2,3,2,2,14
chr5:148548668-148550262,6,11,8,6,10,5,24,17,9,6,11,9,18,18,4,16,2,4,15,9,7,8,12,16,10,16,9,14,3,19
chr6:13639563-13644729,3,2,0,0,4,5,0,3,2,2,3,3,2,4,0,8,2,0,3,3,2,0,2,3,4,3,0,2,0,6
chr11:108227595-108229323,3,4,3,0,3,4,5,2,5,2,4,4,4,8,0,5,0,0,3,5,4,0,4,2,0,8,0,2,8,7
chr3:123223559-123259589,2,8,0,3,3,2,3,0,2,3,2,2,3,0,2,4,0,2,4,0,0,0,0,2,5,4,2,0,0,8
chr15:85113873-85117839,2,0,0,2,0,5,2,3,0,0,2,2,2,0,0,3,0,0,0,0,5,3,2,0,2,3,2,3,0,6
chr1:52515891-52526373,3,5,0,2,4,4,9,0,2,0,4,7,7,0,0,4,0,5,4,4,3,2,5,2,5,3,0,2,5,4
chr11:33286413-33287511,109,102,66,61,137,170,104,71,107,102,92,111,121,99,73,119,93,54,107,103,81,53,127,64,80,116,97,87,93,150
chr5:133091193-133092789,3,3,0,0,3,2,6,4,0,2,3,0,2,0,0,2,3,3,3,3,0,2,4,0,2,5,5,2,0,3
chr15:55223889-55234956,2,0,3,0,3,4,2,4,0,2,0,5,0,2,3,6,2,2,2,0,0,2,3,0,0,0,3,0,0,2
chr14:31127785-31133675,3,4,0,4,7,6,9,7,4,3,6,10,8,2,3,4,4,2,4,5,6,3,8,3,3,4,11,5,4,13
chr8:30101898-30104486,2,6,6,6,0,5,7,2,3,0,4,12,4,7,4,3,0,0,2,5,4,5,12,4,4,4,7,0,3,4
chr3:57890041-57896932,2,0,5,2,0,3,5,0,3,4,0,4,0,4,0,4,0,2,6,3,3,6,0,0,0,5,2,0,0,5
chr7:74356410-74357477,5,8,9,7,6,4,11,9,5,3,5,5,9,5,2,9,3,0,5,5,2,5,12,4,2,4,5,7,5,10
chr6:85557976-85574378,2,0,2,2,2,4,4,2,3,0,0,3,0,6,3,4,3,0,0,0,3,0,0,3,6,5,3,0,2,5
chr6:3410188-3415855,7,8,3,5,7,3,7,3,2,0,3,6,3,5,3,6,4,2,3,0,2,3,4,3,3,4,5,0,4,3
chr6:163455279-163478896,0,0,0,0,4,3,0,3,3,0,0,2,2,2,2,0,0,0,2,0,0,5,2,2,2,2,2,2,0,0
chr7:33146242-33177591,4,2,0,0,0,3,3,0,0,0,3,3,3,3,4,3,2,4,3,0,3,2,4,6,4,4,0,0,0,3
chr4:41013583-41014398,2,0,3,0,4,0,8,2,3,0,2,0,0,0,2,2,5,0,3,3,3,4,0,0,0,2,2,0,2,0
chr19:17101660-17102557,9,10,10,12,13,0,16,2,7,6,5,6,8,3,10,13,0,5,9,4,6,4,17,3,0,7,4,6,7,17
chr2:171028339-171046362,4,0,2,0,0,0,0,4,2,0,5,8,0,2,2,0,0,5,2,2,0,0,2,0,3,7,4,2,2,4
chr2:85368686-85371562,5,6,2,2,9,4,2,5,2,4,5,4,3,2,2,8,0,0,6,3,0,5,5,2,3,6,2,6,5,5
chr3:93995874-94003908,0,2,3,2,0,0,7,2,2,3,5,2,0,0,0,3,3,3,0,3,0,0,4,0,0,3,0,3,2,0
