ID,1032245-P_bwa.ciri2,1039868-P_bwa.ciri2,1042353-P_bwa.ciri2,1042745-P_bwa.ciri2,1043773-P_bwa.ciri2,1045386-P_bwa.ciri2,1045549-P_bwa.ciri2,1046191-P_bwa.ciri2,1046287-P_bwa.ciri2,1046349-P_bwa.ciri2,1046499-P_bwa.ciri2,1047291-P_bwa.ciri2,1047831-P_bwa.ciri2,1047912-P_bwa.ciri2,1048720-P_bwa.ciri2,1049983-P_bwa.ciri2,1050700-P_bwa.ciri2,1051316-P_bwa.ciri2,1054390-P_bwa.ciri2,1056166-P_bwa.ciri2,272577-P_bwa.ciri2,451368-P_bwa.ciri2,477022-P_bwa.ciri2,515975-P_bwa.ciri2,522638-P_bwa.ciri2,548142-P_bwa.ciri2,649867-P_bwa.ciri2,685749-P_bwa.ciri2,843725-P_bwa.ciri2,99272-P_bwa.ciri2
chr10:15821656-15847943,0,4,2,0,5,5,4,3,3,3,2,0,0,5,0,0,0,0,5,2,2,2,4,4,3,0,0,0,4,3
chr16:53254438-53274302,0,0,0,0,4,2,0,3,2,2,0,3,5,8,0,0,0,2,3,0,2,4,0,0,2,4,2,0,0,4
chr3:51541498-51552063,11,18,25,15,27,19,19,20,12,4,33,32,27,19,13,13,19,13,10,23,18,8,21,13,16,16,4,21,15,8
chr10:126970702-127127764,21,10,14,9,15,12,6,18,14,12,18,9,22,7,16,14,25,11,21,9,3,8,8,12,16,19,18,2,9,7
chr7:135577796-135593192,5,4,7,0,2,6,4,3,3,8,5,0,0,7,3,4,0,2,2,0,2,2,3,3,3,2,3,4,0,0
chr1:40064227-40064559,3,0,0,2,3,0,6,3,4,0,0,2,0,5,0,2,3,2,3,3,4,0,0,0,2,4,2,5,0,0
chr11:120475340-120477526,0,2,4,0,4,5,3,3,4,5,5,0,5,5,3,3,2,2,2,0,3,0,2,0,9,3,2,5,4,3
chr9:83677727-83678599,3,8,5,6,2,12,9,7,11,3,16,11,4,8,4,8,3,4,0,4,6,3,6,3,10,9,7,4,2,10
chr6:145888020-145894977,5,3,3,2,0,0,3,0,7,5,6,6,2,9,3,4,2,6,2,4,4,5,0,3,2,0,5,3,2,0
chr5:57246300-57247215,0,3,0,0,5,7,2,2,6,2,4,3,4,4,0,0,5,2,0,0,2,0,2,0,7,4,2,3,4,3
chr20:47262288-47276795,4,0,0,5,2,3,2,3,3,3,2,0,4,5,0,0,0,3,3,0,4,2,5,3,3,4,5,5,2,6
chr8:118375782-118379700,0,2,2,0,5,5,5,0,2,5,3,5,2,0,3,4,0,0,0,0,0,2,3,0,0,3,2,0,0,0
chr1:203707009-203708104,4,2,5,5,2,11,4,2,5,3,15,3,2,2,4,4,3,0,3,5,4,5,7,3,8,3,5,4,6,7
chr13:31215051-31229294,0,3,2,2,2,3,2,0,3,3,3,0,3,0,0,5,0,5,3,2,2,2,2,0,2,6,0,0,2,0
chr2:235930765-235968623,6,2,2,5,0,3,5,8,0,2,4,3,6,3,0,0,4,0,0,0,0,0,5,0,0,0,5,2,0,2
chrX:118654602-118654961,0,0,5,0,0,6,4,4,3,7,0,0,0,6,7,3,0,0,6,0,4,0,6,0,0,4,3,2,3,0
chr16:11120615-11126146,2,6,2,0,4,2,5,4,0,4,6,0,4,3,4,3,0,0,3,0,2,3,2,0,4,2,4,3,2,0
chrX:47846105-47895940,4,6,2,3,6,7,12,6,15,7,9,9,4,4,6,4,5,8,9,3,5,5,10,5,8,6,5,3,7,8
chrX:65075474-65113813,4,10,7,4,8,11,9,2,8,8,12,11,4,8,0,3,2,4,13,4,4,3,9,6,9,6,13,5,8,4
chr16:71658233-71679535,3,2,2,0,3,3,7,3,0,3,6,0,5,4,3,2,0,0,2,0,2,0,0,0,0,2,2,0,2,5
chr17:3705081-3705645,0,2,3,0,2,3,3,7,3,0,3,4,2,7,4,3,4,3,11,5,3,0,2,2,0,2,0,3,0,0
chr4:128074460-128098330,0,2,2,0,2,3,4,0,4,2,2,2,0,0,0,0,4,2,0,0,0,0,5,2,0,0,6,5,2,0
chr11:83111113-83117197,2,0,2,3,2,3,2,0,5,2,6,8,0,4,0,3,2,0,2,6,3,0,4,0,2,3,5,3,4,2
chr10:110885253-110890670,3,2,0,3,2,5,3,0,7,0,6,2,0,5,2,0,2,3,3,3,2,3,0,0,4,3,4,0,4,0
chr2:36441258-36442735,3,2,0,0,2,3,0,3,0,0,3,3,5,3,0,0,2,0,4,0,0,5,2,0,3,2,0,0,0,3
chr11:65500863-65501193,10,10,6,5,5,4,9,13,8,11,8,0,6,6,4,5,5,12,7,7,4,4,3,3,14,5,4,4,3,2
chr21:15833348-15842540,2,0,0,0,3,3,3,2,3,0,3,5,0,2,3,2,2,0,4,4,3,2,2,0,2,4,3,6,2,3
chr13:100301460-100340259,0,3,0,4,0,4,3,3,3,2,3,3,5,4,2,3,4,2,0,0,3,2,7,0,0,0,0,0,0,2
chr16:89418284-89431326,0,0,5,0,0,4,3,3,0,0,0,4,2,3,0,0,0,0,3,0,2,0,2,0,5,5,5,2,5,3
chr15:90217439-90221765,2,3,3,3,6,4,3,4,8,3,6,3,5,4,6,0,2,4,3,0,3,0,0,5,5,0,3,0,2,0
chr22:24302195-24313466,3,0,0,2,0,4,4,0,2,8,3,4,2,4,2,0,2,6,4,4,5,0,2,0,2,4,8,4,4,0
chr5:132883340-132885119,0,2,2,0,2,0,5,0,4,0,3,0,2,2,0,0,0,2,3,2,2,3,2,0,0,0,4,0,2,0
chr17:51263274-51268904,5,7,5,2,4,9,9,5,7,8,15,12,9,11,8,5,5,6,6,8,4,5,10,5,8,8,11,3,7,3
chr4:56478379-56483270,5,2,0,0,0,2,3,2,2,0,3,2,0,4,4,0,2,2,0,0,3,2,0,0,0,4,3,3,0,0
chr14:50148285-50150230,2,3,0,3,0,2,2,0,2,6,8,0,2,4,3,3,14,3,0,0,0,3,3,0,2,4,2,2,3,3
chr3:184886110-184900972,0,3,0,3,0,3,2,4,0,7,5,0,0,5,0,2,4,0,2,0,0,0,4,0,4,4,3,2,0,0
chr1:208210280-208218002,8,8,0,6,4,3,3,15,3,8,4,2,3,8,5,2,8,3,5,4,6,3,0,7,7,6,4,2,6,7
chr4:139060324-139073567,2,4,0,3,2,5,3,0,0,0,0,0,2,5,2,0,0,3,0,0,0,2,4,0,2,3,4,0,4,0
chr1:59321536-59346398,3,5,11,5,0,7,10,2,6,3,8,4,12,7,4,5,5,0,6,3,0,4,6,4,9,6,5,8,0,12
chr3:9388087-9390497,0,2,0,3,2,0,4,3,0,0,4,5,3,7,2,0,0,0,0,3,2,0,4,3,0,2,2,2,0,0
chr7:131375424-131399433,6,5,6,5,5,10,7,11,7,13,18,6,7,17,4,3,0,0,7,3,4,7,11,3,5,4,6,6,4,4
chr8:38429682-38429948,0,0,0,2,2,4,3,2,2,2,5,0,0,3,0,5,0,2,0,2,0,0,2,3,3,0,0,0,4,0
chr10:94258800-94259150,0,2,4,0,0,4,2,4,0,4,9,3,0,12,2,0,0,0,3,0,0,0,2,0,2,2,5,0,2,2
chr16:88027483-88038011,9,15,6,11,11,15,19,17,8,12,20,12,12,20,4,8,16,18,14,14,5,15,12,10,19,29,16,22,9,13
chr15:85113377-85126374,7,0,0,0,2,7,12,3,2,11,10,2,2,6,4,8,2,0,6,3,2,4,4,3,6,7,4,0,4,0
chr18:76849526-76851939,7,0,11,7,7,19,12,3,11,9,10,10,9,12,8,9,4,5,7,4,8,9,10,9,7,15,15,7,9,5
chr6:158573420-158589782,2,9,2,6,9,7,3,3,7,11,8,9,3,7,2,4,6,5,6,2,9,2,4,2,6,5,5,0,6,8
chr4:150467673-150491035,9,15,11,13,22,27,20,10,12,24,23,13,28,33,13,14,9,10,12,9,28,20,0,16,0,17,14,13,26,6
chr20:34470048-34492597,5,4,3,0,3,9,2,2,2,2,0,4,7,4,0,3,0,5,2,0,2,0,7,2,3,0,2,4,5,2
chr3:33684359-33696933,5,6,6,2,6,13,10,7,11,7,9,9,9,22,4,5,6,6,4,4,2,4,7,2,8,5,6,3,6,3
chr17:68450728-68452992,0,0,0,3,2,2,3,3,0,0,4,2,3,6,2,0,0,3,3,0,0,3,4,0,0,3,3,0,0,0
chr6:160046498-160048543,4,11,3,4,3,6,5,4,6,9,9,3,5,7,2,4,7,3,7,6,7,6,5,8,6,6,8,5,7,3
chr5:140440119-140445975,0,4,0,2,3,3,5,2,2,3,0,0,2,6,2,2,0,0,2,0,2,2,4,3,0,0,3,0,0,2
chr9:37424845-37426654,26,16,9,11,11,15,11,17,21,19,23,18,20,19,10,15,12,8,16,11,14,12,6,18,18,13,14,19,10,17
chr16:19616114-19616808,0,0,2,3,2,5,0,4,2,0,3,4,5,3,0,4,0,4,3,5,2,0,6,0,3,0,0,0,0,3
chr3:101671130-101672213,2,7,6,8,10,16,8,9,7,10,3,5,5,16,8,4,7,2,4,2,8,7,8,9,10,0,4,6,6,3
chr20:36911218-36912552,3,3,0,2,6,3,5,0,2,2,3,0,0,3,0,0,2,0,3,0,2,2,0,0,0,0,0,2,0,2
chr5:59180595-59215968,5,0,2,2,3,5,2,2,4,2,8,0,0,5,2,0,0,2,5,5,0,3,2,0,5,3,2,0,3,0
chr7:105038126-105041023,3,3,2,2,8,7,7,4,6,7,7,9,5,10,5,3,2,4,5,3,2,4,4,3,3,4,10,7,4,5
chr17:12081356-12095694,3,2,2,0,0,0,4,0,2,0,4,3,3,4,2,2,2,3,0,0,0,2,2,0,2,4,3,3,2,2
chr15:49235851-49292537,4,9,7,8,5,10,8,5,4,7,8,7,14,9,6,3,2,4,6,3,4,2,4,3,11,7,7,3,4,2
chr2:200856682-200856985,2,0,4,2,2,4,5,2,4,3,6,7,4,8,2,4,5,0,2,3,3,4,5,2,9,6,6,4,0,0
chrX:65075474-65075912,3,0,0,2,3,0,7,2,2,4,7,2,0,3,0,0,0,0,4,4,0,0,0,3,5,6,3,0,0,0
chr11:77624963-77625818,6,3,2,3,8,6,7,3,6,7,9,7,7,8,5,6,2,4,8,6,6,7,7,8,6,7,9,4,3,7
chr9:111570091-111586165,2,0,2,3,4,7,10,3,0,4,10,2,6,6,0,3,0,0,5,2,4,2,8,3,8,0,8,4,0,3
chr10:124038515-124046724,0,0,0,4,2,5,0,0,4,2,3,4,0,0,2,0,0,5,3,4,3,2,4,0,4,3,2,6,4,0
chr17:47663089-47668410,2,0,0,4,3,2,0,0,5,2,5,3,0,4,0,6,2,0,0,0,0,2,3,0,3,2,4,4,0,4
chr5:177536358-177539147,10,4,0,7,6,10,14,12,10,8,15,8,17,8,12,7,7,3,11,9,7,8,8,2,11,10,18,14,13,9
chr6:70426439-70452571,6,5,5,3,3,3,3,4,4,3,0,3,4,8,5,5,4,2,4,0,0,0,2,3,7,2,8,0,2,2
chr4:127921524-127939997,7,12,4,7,8,14,8,7,8,12,16,6,13,17,5,0,9,3,9,6,9,8,20,5,8,10,8,7,8,9
chr2:71426460-71427414,0,4,3,0,3,7,3,8,0,5,5,6,6,5,0,2,0,0,4,3,3,4,5,2,3,0,2,4,3,4
chr1:155721517-155726019,5,7,0,3,4,4,5,4,5,3,7,4,4,7,3,2,0,0,8,0,3,0,0,3,5,5,6,4,3,0
chr5:148548668-148550262,8,10,10,11,8,7,18,20,3,12,16,4,16,13,17,8,5,6,5,2,0,9,15,11,9,10,23,8,2,6
chr9:77337255-77371149,0,6,3,0,2,0,0,4,5,3,3,2,5,4,3,0,0,2,4,4,0,0,2,7,5,3,10,0,3,0
chr2:40428473-40430304,18,23,18,35,15,37,37,16,29,36,42,30,29,37,19,20,13,20,22,27,38,20,24,11,28,24,30,26,20,25
chr1:151315573-151316509,2,2,3,3,5,3,6,4,4,0,2,3,6,6,0,4,0,0,5,0,5,6,5,0,5,4,2,0,0,0
chr12:50427762-50430570,5,0,4,0,0,2,5,3,4,5,4,5,3,7,0,2,0,4,4,0,2,3,7,3,7,3,5,0,5,4
chr14:71400794-71418196,6,5,5,3,0,6,6,5,6,7,5,11,4,16,7,4,3,3,6,4,4,3,11,0,5,2,5,0,7,4
chr12:46239679-46243314,7,10,6,13,5,21,24,16,13,21,31,15,18,37,11,14,8,4,22,11,17,17,21,5,19,18,12,14,14,19
chr5:72861808-72865729,0,5,0,0,0,3,5,0,2,4,5,3,6,6,3,5,0,0,4,3,0,3,5,0,2,6,9,2,0,2
chr8:18011237-18011827,2,2,0,2,0,2,6,4,0,0,10,5,0,4,0,2,0,0,2,4,0,0,6,0,2,0,2,5,5,0
chr3:129880309-129880562,0,0,0,0,2,2,0,0,3,4,0,2,0,6,2,4,0,0,2,2,0,0,4,0,5,4,0,3,8,3
chr8:42401788-42403461,3,3,5,3,2,3,3,4,3,2,3,4,5,3,0,0,4,0,2,2,0,3,5,0,0,0,0,3,0,0
chr6:47574064-47582065,0,2,0,0,0,2,5,0,2,2,0,3,2,5,4,0,0,0,4,2,2,2,6,3,5,3,4,0,2,2
chr14:21503173-21503881,10,14,15,13,18,30,17,19,21,18,31,18,18,18,11,13,9,18,18,8,16,18,26,13,25,22,28,19,12,16
chr8:140879471-140890769,5,9,3,3,2,8,6,5,3,4,12,5,0,5,6,3,3,0,2,5,3,0,2,2,7,3,7,2,6,2
chr10:124940374-124943307,0,0,0,0,2,4,5,3,3,0,5,0,0,7,3,2,3,0,4,2,0,2,2,0,0,3,6,0,0,0
chr15:75859878-75873568,3,4,2,7,4,3,9,2,6,3,3,9,5,6,2,3,3,3,0,6,2,4,7,3,0,6,7,5,10,4
chr3:3137260-3144710,2,6,3,0,5,3,2,0,0,4,5,3,2,3,2,5,0,5,3,2,2,3,3,0,5,3,6,7,5,2
chr10:96544076-96576829,5,4,2,2,6,3,2,0,5,6,7,5,0,0,4,3,4,5,10,6,5,3,5,0,4,9,7,5,2,0
chr3:172112452-172133546,4,6,3,0,0,0,7,2,7,0,3,6,5,4,4,2,6,5,3,3,2,3,0,2,0,0,3,2,0,2
chr4:152411303-152412529,118,183,121,168,158,250,263,134,146,188,311,272,201,289,141,109,172,126,181,191,174,158,276,101,225,268,264,341,207,161
chr19:34430576-34434968,8,10,6,6,8,14,5,15,7,4,17,10,12,25,4,9,7,3,5,2,8,10,15,8,8,8,14,11,5,6
chr21:37420299-37428908,3,3,0,2,0,2,3,0,3,0,2,4,2,2,2,0,2,0,0,0,2,2,3,0,0,0,0,5,2,3
chr4:39898389-39902460,2,0,0,3,0,2,3,3,3,3,3,2,0,0,0,3,2,0,0,2,0,2,3,2,2,0,0,2,0,2
chr17:66496201-66514466,3,2,3,0,0,0,6,3,2,2,6,5,3,2,3,2,2,2,6,2,2,0,2,0,0,3,3,3,3,3
chr17:64821767-64822393,5,3,3,3,3,3,7,4,0,4,2,4,2,8,2,4,0,5,2,0,2,0,4,3,6,0,2,4,4,3
chr1:26257597-26259802,2,2,3,3,3,0,5,2,2,4,0,0,4,6,2,3,2,0,0,0,0,0,3,3,0,0,3,0,3,5
chr4:53414615-53444103,3,0,3,0,0,2,5,3,3,4,2,3,0,2,2,0,4,0,2,0,0,0,0,0,5,0,4,6,0,0
chr8:30474779-30504436,3,3,2,2,2,5,3,2,6,0,9,3,3,13,0,0,2,2,2,0,3,5,2,3,4,4,0,5,2,3
chr16:53141179-53157541,29,31,23,24,26,32,32,13,30,32,37,27,21,41,27,20,7,21,33,27,26,11,19,16,33,26,35,14,33,24
chr5:66053406-66054951,5,7,0,9,4,14,6,5,7,7,7,10,8,9,5,5,9,2,6,6,10,5,9,8,10,3,7,4,4,4
chr19:11120092-11120522,2,2,0,2,2,3,3,0,2,4,6,3,3,2,2,0,2,3,4,3,0,0,0,0,6,4,2,2,0,0
chr20:44972078-44995257,0,0,3,0,2,2,0,2,2,2,6,2,4,3,0,0,0,0,0,2,3,0,5,0,0,3,4,5,0,0
chr19:53380722-53384056,4,3,0,2,2,5,0,4,0,3,4,3,3,5,4,5,3,2,4,0,2,0,2,0,0,2,6,3,3,3
chr15:50465047-50471795,3,0,2,2,3,3,3,0,2,0,4,3,3,2,0,0,0,2,3,0,0,3,0,3,3,2,0,0,0,0
chr6:47503280-47554766,2,0,5,0,0,4,8,3,3,4,3,4,4,2,0,3,4,0,4,0,0,0,4,5,4,2,7,0,2,0
chr2:102657564-102665350,2,3,2,3,0,3,5,5,2,0,2,0,2,0,0,3,0,0,2,0,0,0,3,4,2,4,4,0,4,8
chr5:145817894-145826200,19,21,28,18,9,26,23,17,10,15,24,18,28,18,11,14,6,19,16,12,14,6,18,19,15,12,15,14,3,15
chr15:69210316-69261329,5,0,4,2,3,5,2,0,4,3,2,0,2,0,2,0,0,2,0,2,0,3,7,0,3,2,0,0,3,3
chr20:34477772-34479789,0,0,0,2,2,4,4,2,2,0,2,3,3,6,0,0,0,2,0,0,2,0,2,0,2,3,0,4,0,0
chr1:117402186-117414831,14,12,10,8,14,14,17,9,18,25,22,22,13,19,8,7,27,16,26,19,15,10,12,11,29,21,12,27,18,9
chr4:105233897-105237351,16,6,12,8,10,20,11,8,11,15,26,10,11,19,10,8,12,6,8,4,12,7,13,9,15,9,16,10,9,9
chr13:20731841-20732121,3,2,0,0,0,6,2,0,4,0,4,2,0,3,2,2,0,2,3,2,0,0,5,0,3,5,2,4,2,2
chr18:56756583-56758953,4,3,2,2,5,2,6,3,2,0,4,7,3,3,3,0,0,0,0,0,5,3,6,2,3,2,3,8,3,0
chr7:156966270-156967092,2,2,3,2,2,4,7,4,3,4,2,2,4,7,0,0,2,0,2,3,6,0,2,0,0,4,4,6,2,3
chr8:121628714-121629340,2,2,2,0,3,6,3,2,4,8,4,4,5,6,3,2,3,2,2,0,6,3,4,5,6,7,5,4,5,5
chr18:6263947-6312056,0,2,0,2,3,0,4,6,0,2,3,2,0,6,2,0,5,0,0,0,2,0,0,0,0,2,3,2,0,3
chr1:23814190-23820593,0,4,0,3,4,2,3,0,4,3,4,3,9,5,0,3,0,5,2,2,2,3,5,2,7,2,2,2,0,3
chr11:62638983-62639731,4,3,4,3,0,0,4,3,3,0,2,2,3,7,3,0,0,0,9,6,0,0,6,3,6,3,5,4,4,3
chr15:52584745-52593736,0,3,0,3,2,3,2,2,6,0,4,6,4,4,0,0,4,2,0,0,3,0,2,0,2,0,0,3,0,0
chr4:150415438-150491035,0,2,0,0,2,2,0,0,4,7,4,0,3,3,2,0,0,0,0,4,2,0,2,0,4,0,5,2,2,0
chr6:34606555-34646798,4,4,0,2,5,5,3,5,2,0,9,6,5,8,0,7,2,4,3,3,5,0,12,3,8,5,8,5,0,5
chr2:135748267-135761911,5,3,2,0,7,2,5,3,3,2,3,0,3,5,0,3,2,0,2,0,5,2,6,0,4,2,6,5,0,3
chr9:98018289-98026451,4,3,0,4,4,2,3,2,2,3,0,3,0,0,2,0,0,0,0,0,2,0,2,0,2,0,4,0,3,0
chr12:121780872-121781192,2,2,0,2,0,2,3,0,2,0,0,2,0,0,4,0,2,0,0,0,5,2,2,0,0,3,2,4,4,0
chr15:89113725-89116521,10,10,10,11,10,20,23,15,13,8,18,16,19,32,12,7,7,6,12,11,19,12,22,5,15,16,12,17,11,8
chr10:110881233-110887886,3,5,0,2,7,7,3,4,4,7,4,4,9,15,2,3,0,2,3,2,0,9,6,0,10,6,2,4,9,0
chr7:107773920-107774872,0,0,2,3,2,2,3,2,2,4,4,0,3,3,7,0,3,0,0,0,5,0,0,0,4,0,0,0,3,0
chr11:13413530-13445181,6,4,3,0,0,8,2,4,6,3,6,6,3,4,6,7,3,2,8,7,5,0,0,3,7,9,7,2,3,2
chr10:72340789-72341170,5,0,0,2,2,4,0,2,3,3,11,4,0,0,2,3,0,3,5,0,3,0,2,0,0,4,3,2,4,3
chr5:177209636-177212195,5,0,3,4,2,5,4,4,5,3,8,3,3,6,3,0,2,0,0,5,2,2,0,2,3,5,2,0,5,0
chr1:197642711-197715074,0,4,2,0,0,6,5,7,3,3,6,7,12,6,7,5,3,4,6,0,0,3,4,8,7,0,5,4,6,3
chr20:35716740-35725155,8,8,8,6,4,11,7,5,14,9,4,7,13,6,5,5,11,3,6,8,5,7,13,7,10,13,5,6,10,8
chr13:49167244-49175541,6,3,2,0,4,7,6,3,3,5,0,3,2,3,0,0,3,0,0,4,7,4,3,4,5,0,2,10,3,4
chr11:118583809-118584644,3,5,6,8,3,8,5,4,5,3,9,5,6,7,5,0,4,2,5,4,4,8,3,2,2,16,3,3,5,6
chr11:65430769-65437657,0,5,2,2,0,3,7,2,6,3,8,0,0,4,4,0,5,0,0,5,0,0,0,3,3,6,0,5,5,2
chr3:169975608-169988359,2,0,2,2,0,2,0,0,2,2,2,5,0,5,3,0,2,2,2,0,2,0,0,0,0,0,2,0,7,0
chrX:2953143-2958435,0,4,10,8,3,5,8,9,0,5,8,3,9,5,3,4,4,5,4,2,2,0,5,2,4,7,8,6,5,9
chr4:1225360-1241519,3,0,6,6,3,7,10,3,5,4,6,6,5,10,2,3,7,5,7,4,9,12,6,5,4,6,3,2,4,3
chr9:76067955-76107351,2,2,3,6,0,5,10,7,2,4,5,2,6,5,2,2,4,3,4,2,3,0,6,2,4,4,3,3,6,0
chr2:70179532-70181997,2,4,3,2,4,6,7,0,4,7,5,5,5,0,0,6,3,0,3,2,3,0,7,6,3,3,5,0,0,2
chr19:41721106-41729291,3,2,0,5,0,3,4,0,3,0,5,6,2,5,2,2,0,2,2,4,0,2,2,0,2,0,0,0,0,0
chr15:80098416-80122800,3,6,5,5,7,7,6,5,6,7,9,6,6,20,4,12,5,10,3,7,2,4,4,4,10,3,6,6,3,9
chr17:82563354-82568201,8,0,0,0,3,4,0,4,2,5,4,3,4,0,2,0,2,3,2,0,3,0,2,0,6,4,9,5,3,0
chr17:56848696-56856665,2,0,4,0,0,2,2,2,3,0,4,6,0,0,3,0,4,2,2,0,0,0,2,0,4,0,5,2,0,0
chr17:51201592-51203228,2,4,2,2,0,3,4,4,4,7,3,4,0,3,0,2,0,0,0,0,3,3,0,2,3,5,5,2,4,0
chr14:39276934-39327022,6,0,0,0,0,2,2,2,0,0,5,0,4,3,2,0,4,0,3,3,0,3,0,3,3,0,0,2,0,2
chr12:70278132-70319364,2,2,2,2,2,7,2,3,2,3,6,5,0,5,4,2,3,0,4,2,2,0,2,3,0,4,6,2,2,5
chr6:107503657-107506427,4,2,0,0,5,4,3,4,3,0,4,3,5,4,0,2,0,2,0,2,4,6,2,0,5,2,2,5,2,2
chr3:138570318-138572932,0,7,0,12,13,12,16,12,0,28,0,7,13,0,8,0,17,9,0,0,11,0,23,8,16,15,0,5,21,20
chr19:34430576-34438766,3,2,0,2,3,6,0,8,2,5,10,5,4,12,2,5,3,0,6,0,0,2,6,0,4,7,2,9,4,4
chr1:59339958-59346398,0,2,2,3,7,6,8,10,2,4,14,2,8,10,0,3,0,3,7,8,2,0,3,0,5,7,8,6,0,5
chr18:8718424-8720496,2,5,0,0,7,6,2,0,5,2,3,5,0,6,3,2,3,3,2,2,9,2,3,0,7,2,0,6,0,0
chr17:32362914-32368014,0,0,0,0,3,3,0,0,2,2,3,6,2,2,0,2,0,2,4,3,0,2,0,0,7,3,2,8,4,2
chr15:50583089-50592626,0,4,0,0,0,6,3,4,0,4,6,0,2,5,3,0,4,2,2,5,2,3,2,2,6,4,8,4,6,0
chr5:170878097-170896115,4,7,6,2,6,5,3,4,0,6,3,7,2,7,0,2,2,0,0,3,3,0,4,0,7,5,4,0,4,5
chr7:27629371-27649633,7,4,7,6,6,14,8,7,9,11,7,4,15,18,3,8,2,5,4,5,4,11,16,6,13,6,12,6,5,6
chr15:90441506-90443478,0,0,0,2,2,8,5,2,7,5,8,10,5,9,5,5,3,3,10,4,2,6,3,3,8,5,10,5,7,3
chr19:38119306-38119882,6,2,0,3,3,2,4,2,2,3,3,4,0,6,3,3,3,0,0,4,4,0,4,0,6,3,3,3,2,0
chr10:60084602-60085253,2,0,3,0,0,2,4,3,5,3,5,2,0,2,0,0,0,2,0,0,0,0,0,3,5,0,4,3,3,3
chr5:177619078-177632738,2,3,7,3,3,0,2,2,2,4,6,4,7,0,2,0,4,6,0,0,4,0,7,0,3,4,4,5,3,0
chr10:101792839-101810314,5,11,5,8,7,15,14,6,8,9,16,10,10,13,2,5,6,5,7,6,6,4,8,7,13,5,16,7,6,7
chr2:8943187-8958642,11,2,2,3,5,8,5,6,7,6,9,2,4,5,2,5,7,5,3,4,2,0,6,0,11,3,8,3,0,4
chr14:32117140-32152528,3,3,2,0,0,2,3,5,2,0,4,4,2,0,0,0,0,0,0,0,0,0,2,0,2,0,3,2,3,3
chr2:69348171-69363670,0,3,0,4,4,4,5,0,4,0,2,6,0,3,2,3,0,0,5,0,3,2,2,0,2,3,5,0,0,0
chr7:64543707-64544432,4,2,7,6,8,8,14,4,7,13,15,10,4,13,2,4,3,0,2,3,4,3,8,0,12,7,11,8,12,2
chr5:136147832-136154163,2,3,4,3,4,5,0,4,0,6,0,2,0,7,3,2,6,0,3,2,0,0,4,2,0,3,4,0,4,4
chr7:10982372-10990847,0,0,0,2,0,2,0,2,4,0,0,2,0,5,2,0,2,2,3,2,2,0,2,0,0,2,4,2,3,0
chr1:186406083-186419077,3,3,2,2,0,3,3,0,3,0,0,4,3,12,2,2,3,0,5,0,0,3,3,3,6,0,5,6,4,3
chr4:3086939-3107423,8,5,17,4,9,14,13,4,8,13,13,4,15,19,7,7,5,6,6,0,7,9,8,2,12,7,9,7,5,14
chr15:72045724-72046634,0,0,0,0,0,7,4,0,0,2,2,2,3,7,2,4,3,0,3,0,2,2,5,0,0,3,3,0,3,3
chr10:45939361-45962994,2,4,4,0,2,4,5,6,4,0,0,4,0,6,3,0,2,0,0,4,3,0,2,3,8,0,3,0,5,4
chr19:34431861-34438766,2,0,0,0,2,0,2,3,2,0,2,3,3,3,4,3,0,4,0,0,0,0,4,0,8,0,2,3,3,0
chr18:21765772-21819646,8,3,6,7,5,16,11,11,10,15,12,5,14,9,0,8,6,4,10,6,5,5,13,4,15,11,7,5,7,5
chr7:137912991-137916012,3,4,0,2,3,3,0,5,0,2,2,0,3,0,2,3,0,2,0,0,0,2,0,0,0,0,4,2,4,0
chr2:190659158-190673152,14,22,17,18,27,42,39,15,33,26,35,23,36,36,16,18,14,17,21,18,21,13,36,19,27,25,32,18,18,16
chr7:43639449-43640649,7,6,6,4,2,6,7,10,5,9,12,9,6,17,7,6,4,6,4,4,5,4,5,9,7,6,8,5,7,11
chr12:69589485-69593613,3,9,6,0,4,6,11,6,2,3,13,7,2,6,7,5,4,4,7,4,3,2,2,7,5,8,6,3,2,3
chr2:134253095-134254644,9,10,5,5,6,8,9,9,10,5,16,11,6,8,3,5,5,6,5,5,12,6,9,6,17,8,3,5,10,7
chr21:29326059-29329693,3,5,4,3,2,3,5,3,3,0,5,2,7,4,2,0,3,0,0,7,0,3,2,4,2,6,5,5,2,4
chr19:17101660-17102557,5,7,4,10,10,7,14,5,8,11,8,6,10,9,6,7,7,2,6,9,8,3,9,4,9,3,8,7,6,8
chr6:20546346-20548705,0,0,0,3,3,7,5,0,3,0,6,5,3,3,0,0,0,5,4,4,0,5,5,2,2,2,4,2,3,0
chr10:50433476-50590247,2,5,0,0,7,0,3,0,3,5,4,6,5,7,0,2,0,0,4,0,2,5,4,0,5,4,5,3,2,2
chr1:13731000-13742157,0,2,3,0,3,3,0,0,3,0,2,0,2,4,0,4,3,2,5,2,5,4,6,0,6,2,4,0,2,3
chr3:195381009-195412916,3,2,0,0,0,2,0,0,4,4,5,6,2,5,0,0,2,0,2,0,3,0,0,0,0,4,3,0,2,2
chr7:30550636-30562128,7,7,4,7,6,6,6,5,5,5,7,7,5,10,5,4,6,3,7,4,3,6,4,4,6,4,6,9,6,10
chr12:2820086-2821792,3,4,5,5,6,7,6,4,4,3,9,8,4,6,2,6,2,0,0,7,3,3,3,0,8,4,3,6,3,3
