ID,X1032245.N_bwa.ciri2,X1039868.N_bwa.ciri2,X1042353.N_bwa.ciri2,X1042745.N_bwa.ciri2,X1043773.N_bwa.ciri2,X1045386.N_bwa.ciri2,X1045549.N_bwa.ciri2,X1046191.N_bwa.ciri2,X1046287.N_bwa.ciri2,X1046349.N_bwa.ciri2,X1046499.N_bwa.ciri2,X1047291.N_bwa.ciri2,X1047831.N_bwa.ciri2,X1047912.N_bwa.ciri2,X1048720.N_bwa.ciri2,X1049983.N_bwa.ciri2,X1050700.N_bwa.ciri2,X1051316.N_bwa.ciri2,X1054390.N_bwa.ciri2,X1056166.N_bwa.ciri2,X272577.N_bwa.ciri2,X451368.N_bwa.ciri2,X477022.N_bwa.ciri2,X515975.N_bwa.ciri2,X522638.N_bwa.ciri2,X548142.N_bwa.ciri2,X649867.N_bwa.ciri2,X685749.N_bwa.ciri2,X843725.N_bwa.ciri2,X99272.N_bwa.ciri2,,CircRNACount.1032245.N,CircRNACount.1039868.N,CircRNACount.1042353.N,CircRNACount.1042745.N,CircRNACount.1043773.N,CircRNACount.1045386.N,CircRNACount.1045549.N,CircRNACount.1046191.N,CircRNACount.1046287.N,CircRNACount.1046349.N,CircRNACount.1046499.N,CircRNACount.1047291.N,CircRNACount.1047831.N,CircRNACount.1047912.N,CircRNACount.1048720.N,CircRNACount.1049983.N,CircRNACount.1050700.N,CircRNACount.1051316.N,CircRNACount.1054390.N,CircRNACount.1056166.N,CircRNACount.272577.N,CircRNACount.451368.N,CircRNACount.477022.N,CircRNACount.515975.N,CircRNACount.522638.N,CircRNACount.548142.N,CircRNACount.649867.N,CircRNACount.685749.N,CircRNACount.843725.N,CircRNACount.99272.N,
chr10:13127745-13136897,8,6,2,4,8,9,0,4,4,4,6,7,2,2,4,4,4,5,5,6,5,6,7,5,4,5,5,5,0,10,4.866666667,4,3,2,4,8,7,1,3,3,1,5,7,2,2,4,3,4,4,4,5,5,3,5,4,4,4,5,5,1,8,4.440437158
chr7:107776452-107783352,2,0,0,4,0,2,6,3,5,3,2,3,3,0,0,3,2,0,0,2,5,0,4,6,0,2,8,0,2,4,2.366666667,2,0,1,2,1,0,6,2,4,3,1,2,2,1,1,2,0,0,1,1,3,0,1,4,1,2,5,0,2,2,2.055191257
chr8:140864312-140890769,6,13,4,2,11,10,17,5,14,6,13,11,10,7,9,14,12,9,8,8,7,7,16,12,9,12,12,12,9,13,9.933333333,5,9,4,1,8,7,12,3,10,2,7,7,4,4,7,10,8,7,3,4,5,4,11,7,6,8,9,10,6,9,8.277595628
chr20:58438945-58441083,0,2,7,0,5,7,12,5,0,3,6,5,0,7,0,8,7,4,7,10,3,8,0,9,4,4,0,5,2,6,4.533333333,0,2,3,0,4,1,8,3,0,2,4,1,0,3,0,4,6,3,4,7,2,3,0,6,1,1,0,3,0,1,3.484153005
chr3:18378170-18420991,0,0,2,3,9,6,7,0,7,4,0,3,3,5,3,3,3,3,5,5,0,3,5,3,2,6,4,6,2,4,3.533333333,1,0,2,3,6,6,7,1,5,3,0,2,3,5,3,2,3,2,5,5,0,3,5,1,1,6,3,5,2,3,3.320218579
chr18:12999421-13042334,3,3,2,0,6,0,2,0,3,4,3,2,4,0,0,6,4,4,3,0,3,0,8,5,2,4,2,5,3,2,2.766666667,2,2,2,0,5,0,1,0,2,3,1,1,3,0,1,3,4,4,1,0,3,1,5,3,1,3,1,4,2,2,2.389617486
chr13:45516143-45525051,6,0,3,0,3,4,4,0,0,0,8,0,3,4,2,2,3,2,0,5,2,4,0,2,4,6,3,3,0,4,2.566666667,6,1,2,0,3,2,3,0,0,0,3,0,2,3,2,2,1,1,0,4,1,3,0,2,4,3,3,1,0,1,2.173224044
chr19:43523508-43523742,3,3,0,2,2,2,5,7,3,2,0,3,2,0,4,0,4,3,5,3,0,3,5,7,0,4,4,3,0,6,2.833333333,2,3,0,1,2,1,4,4,2,2,0,1,2,1,2,0,2,1,3,2,0,2,3,5,1,3,2,2,1,4,2.390710383
chr4:61934840-61948276,0,5,4,3,6,6,3,4,5,2,7,4,2,4,8,3,5,0,0,9,0,0,3,0,3,5,4,0,0,2,3.233333333,1,3,3,2,2,4,2,1,3,1,5,4,1,4,4,3,4,1,0,7,1,1,1,0,2,5,3,0,1,1,2.790710383
chr10:72715111-72715902,3,2,4,2,2,6,6,2,3,0,3,6,3,0,4,4,2,3,6,5,0,3,4,7,0,6,3,0,3,4,3.2,3,0,3,2,2,5,5,1,2,0,2,6,3,1,2,3,2,1,5,2,0,2,2,5,0,1,1,0,3,3,2.724590164
chr9:109050283-109064567,4,6,0,0,0,5,3,2,3,2,2,0,0,4,0,0,0,0,3,0,2,2,5,0,4,4,0,4,5,8,2.266666667,2,4,1,1,1,4,1,2,1,1,2,2,1,4,0,1,1,1,3,1,2,2,5,0,4,2,0,4,5,8,2.233879781
chr20:2986765-2988474,0,4,2,2,0,2,6,4,0,0,2,4,3,4,4,0,0,2,4,0,0,0,0,2,0,2,0,5,2,7,2.033333333,1,4,1,2,1,2,4,3,1,0,1,4,2,3,1,1,0,1,3,1,2,1,0,2,0,2,0,4,2,7,1.95136612
chr14:21230319-21234229,15,35,14,13,38,40,39,23,21,18,33,21,17,32,0,29,24,23,32,27,18,23,30,28,23,32,18,23,19,39,24.9,6,13,7,10,17,23,13,13,10,6,9,7,7,11,1,14,7,10,16,12,6,8,19,7,9,22,9,12,7,10,17.91639344
chr14:39276934-39279537,17,7,5,0,2,9,12,7,7,4,12,15,3,13,3,8,7,7,6,8,2,8,13,7,5,12,11,4,4,7,7.5,11,6,5,1,2,4,6,6,4,3,5,9,2,7,2,7,7,5,4,3,3,4,8,4,4,7,5,3,3,5,6.18852459
chr1:59339958-59378837,10,13,13,8,24,21,19,16,10,18,27,11,17,21,5,16,8,16,13,14,6,14,20,5,11,16,15,13,13,29,14.73333333,8,11,10,5,19,14,17,10,8,12,20,7,14,11,3,12,7,1,11,11,3,11,16,3,7,13,10,11,9,25,12.71693989
chr8:140818277-140864399,3,5,0,0,2,2,0,0,3,0,2,0,5,3,4,0,3,0,0,0,0,2,3,2,5,4,2,0,0,0,1.666666667,3,4,1,0,2,2,1,0,3,0,2,1,4,2,2,1,2,0,0,1,0,1,2,2,4,4,2,0,1,1,1.633879781
chr16:30664215-30666541,6,10,7,3,12,10,19,7,8,4,13,17,6,3,12,10,8,10,13,15,7,8,5,14,6,12,5,14,10,5,9.3,1,4,2,1,2,6,6,2,1,1,7,7,2,1,4,4,4,3,3,6,2,4,1,4,3,4,2,5,1,2,6.283606557
chr17:19958014-19958571,4,2,4,0,0,5,4,5,4,3,3,4,6,5,4,4,5,3,0,3,2,2,4,6,0,2,2,8,6,2,3.4,3,1,4,1,1,5,3,3,2,3,3,4,5,5,3,2,3,2,1,3,2,2,4,6,0,2,2,7,4,0,3.137704918
chr3:101671130-101672213,7,3,3,11,11,11,9,9,6,4,6,8,11,7,3,6,3,6,9,3,0,0,12,3,6,7,6,3,7,13,6.433333333,4,3,1,6,10,9,6,5,4,1,3,5,7,3,1,6,3,3,6,1,0,0,8,3,5,4,6,2,5,8,5.367759563
chr15:77178790-77182040,3,4,0,2,2,0,2,0,4,4,3,2,0,2,0,7,0,3,2,2,2,0,3,2,0,4,2,2,5,3,2.166666667,1,3,0,2,1,1,2,1,4,4,3,2,1,1,1,5,1,3,1,1,0,0,2,2,0,4,2,2,5,2,2.035519126
chr16:88027483-88038011,12,22,13,10,8,9,27,11,14,8,10,18,7,7,2,15,15,14,21,13,6,13,19,12,8,29,17,24,16,20,14,4,11,2,3,3,0,16,5,8,1,4,5,5,4,1,1,1,5,9,5,1,4,7,7,3,13,6,12,9,15,9.901639344
chr12:89459638-89472275,0,4,2,0,9,14,4,10,8,3,0,0,0,6,0,4,4,0,0,3,0,0,8,5,0,6,3,5,5,0,3.433333333,0,3,2,0,5,9,3,5,8,2,1,1,0,2,0,3,2,1,0,3,0,1,6,4,0,4,2,3,3,0,2.941530055
chr17:67945409-67948306,7,6,8,3,11,6,19,7,6,4,14,12,13,9,7,8,9,11,8,10,7,11,10,10,6,9,8,14,12,10,9.166666667,6,4,5,2,6,4,13,2,4,4,11,11,1,6,3,6,5,10,5,5,6,8,1,4,4,6,7,6,10,9,7.510928962
chr10:5709530-5714207,2,3,0,6,5,3,5,0,2,2,3,2,2,0,2,2,2,0,6,6,5,0,9,4,2,3,3,0,3,2,2.8,1,2,0,5,5,2,4,0,1,1,3,2,3,1,2,2,2,1,6,5,5,1,4,3,2,2,2,1,2,1,2.586885246
chr14:45118028-45130790,10,5,5,4,6,11,6,4,9,2,11,8,4,9,3,6,5,4,5,9,0,8,8,7,5,11,7,6,3,9,6.333333333,7,3,3,3,5,4,3,3,5,1,8,4,3,5,2,1,3,3,3,5,0,6,5,3,5,6,3,5,1,3,5.038251366
chr1:13715541-13742157,3,6,4,0,2,4,5,2,5,0,6,0,6,3,0,0,3,5,2,2,3,7,2,5,4,5,0,4,4,5,3.233333333,3,4,3,0,1,2,4,2,1,0,3,0,4,3,1,1,3,3,0,2,3,1,2,4,4,2,0,4,1,3,2.692349727
chr18:56756583-56758953,2,2,3,0,7,3,8,2,4,2,4,4,2,7,0,0,4,2,0,0,2,3,4,2,0,2,3,5,3,3,2.766666667,2,1,2,0,2,2,7,1,3,2,3,2,1,5,0,1,4,0,4,0,2,2,4,2,0,2,1,5,2,3,2.471584699
chr2:199308760-199368707,3,2,0,0,2,3,0,5,0,3,0,3,2,0,2,2,3,2,3,3,0,0,6,4,2,6,4,0,4,7,2.366666667,3,1,1,0,2,3,0,4,0,1,0,2,2,0,1,1,3,1,3,3,1,0,5,3,2,6,4,1,3,4,2.186338798
chr17:32362914-32368014,3,3,2,2,5,4,2,4,6,0,3,5,0,3,3,0,2,0,4,2,3,0,3,0,3,5,6,4,3,7,2.9,2,3,1,2,3,4,1,0,4,0,3,4,1,2,3,0,1,1,4,1,2,1,3,1,2,2,6,4,1,4,2.555737705
chr7:98190728-98194572,3,11,4,11,14,8,14,9,9,9,11,11,7,13,7,17,4,9,9,12,10,5,10,11,9,8,16,13,8,11,9.766666667,3,10,4,7,12,5,12,7,8,1,1,10,7,1,6,1,3,1,9,11,9,1,8,8,7,7,16,10,7,1,8.127322404
chr4:25127264-25159107,3,4,4,5,4,3,4,0,3,3,5,2,5,0,0,6,5,3,3,6,6,0,0,2,4,2,4,7,4,3,3.333333333,3,4,3,3,3,3,4,0,3,3,5,2,5,1,1,5,3,2,2,6,6,0,1,1,2,2,2,7,3,3,3.136612022
chr11:68759569-68761687,4,6,6,2,7,8,5,4,6,3,4,0,4,4,0,9,2,3,4,7,3,0,4,3,4,5,3,6,0,10,4.2,3,3,5,1,3,4,3,2,3,1,3,1,1,3,0,6,2,3,3,5,2,1,4,3,2,4,3,5,0,5,3.51147541
chr19:1271329-1272051,4,0,0,5,7,2,8,6,0,3,4,4,5,3,4,2,0,4,2,4,0,0,8,4,4,4,3,5,7,6,3.6,3,0,1,4,3,1,5,5,0,3,3,1,3,1,1,1,0,3,1,2,1,0,4,2,1,1,2,3,2,5,2.845901639
chr2:95148885-95153259,6,4,4,8,6,12,8,4,4,4,7,6,3,4,5,4,0,0,3,5,6,3,6,8,4,8,3,6,4,11,5.2,3,3,3,8,4,10,6,3,4,3,6,6,2,4,3,4,0,0,2,3,5,2,6,6,2,5,1,5,4,8,4.626229508
chr3:101168648-101177102,3,0,6,10,3,4,3,4,0,0,0,5,8,6,3,12,0,0,3,0,0,2,8,0,0,3,3,5,3,8,3.4,2,0,2,9,1,4,3,4,1,1,1,3,5,3,2,10,0,0,3,0,0,0,4,0,0,3,2,3,3,7,2.973770492
chr12:14423909-14425473,4,3,2,4,5,4,4,0,3,0,0,3,2,3,3,0,2,0,2,2,0,0,0,2,2,2,2,0,3,2,1.966666667,3,3,1,4,5,2,4,1,3,1,0,3,2,3,2,1,1,1,1,2,1,0,1,1,2,1,2,1,3,2,1.933879781
chr10:96544076-96576829,6,3,3,2,6,3,4,0,4,5,0,6,5,3,0,3,4,4,8,3,3,0,4,7,3,8,0,5,0,5,3.566666667,6,3,2,2,4,3,4,0,3,4,0,5,4,2,0,3,3,1,6,2,2,0,4,7,2,6,1,3,1,5,3.255191257
chr1:117911994-117918736,2,6,3,0,6,0,3,5,3,0,4,0,2,3,2,3,4,2,0,4,2,2,7,0,4,4,4,2,3,4,2.8,2,6,3,0,5,1,3,3,3,0,3,1,2,2,1,2,4,2,0,2,2,2,5,1,2,3,2,2,2,4,2.570491803
chr7:8022483-8071131,0,4,0,3,2,6,9,0,0,2,0,2,5,2,0,2,4,3,3,7,4,0,7,0,0,4,2,0,4,4,2.633333333,1,3,1,2,2,4,7,1,0,2,1,0,5,1,1,0,2,3,3,3,4,0,4,0,0,3,1,0,3,4,2.338251366
chr9:83677727-83686155,2,3,2,0,3,4,5,2,2,0,2,5,3,3,0,2,0,2,2,3,0,4,2,0,4,2,2,0,0,7,2.2,2,2,2,1,3,4,4,1,2,0,1,5,2,4,1,2,0,2,1,2,0,4,1,0,2,1,1,1,0,7,2.068852459
chr10:126970702-127127764,23,16,6,10,22,18,9,21,13,11,9,5,20,0,7,25,32,9,44,7,8,12,19,12,12,28,20,16,14,14,15.4,1,10,5,8,16,11,5,12,6,9,7,3,16,0,4,16,23,6,31,4,5,6,13,6,10,21,13,13,10,4,12.64590164
chr7:17868407-17875790,6,7,4,2,7,7,10,7,5,9,9,14,10,6,6,7,10,4,12,4,11,8,9,5,6,11,11,11,9,17,8.133333333,5,7,3,2,3,6,7,4,2,6,7,10,8,5,5,6,8,4,9,3,10,5,9,3,5,7,9,10,8,15,7.264480874
chr6:135039573-135042126,4,5,0,2,9,8,4,3,3,8,5,2,8,8,0,5,0,3,6,9,4,4,3,6,6,0,0,14,2,10,4.7,2,3,0,1,5,2,3,1,3,6,3,0,4,4,1,3,0,1,4,6,1,1,2,4,2,2,0,8,2,3,3.650819672
chr4:109491327-109494856,6,5,4,2,6,7,14,8,2,3,9,12,4,4,4,7,0,4,9,4,3,9,6,3,7,8,5,7,3,9,5.8,6,3,4,2,5,6,9,5,1,3,8,8,3,3,4,6,1,4,5,4,3,7,5,3,7,6,4,7,2,7,5.259016393
chr10:126970702-127000307,9,5,2,0,2,5,8,3,5,3,4,4,0,3,4,0,3,4,5,5,0,3,4,2,2,7,5,6,3,5,3.7,4,3,2,1,2,4,7,3,4,2,4,4,0,2,3,1,0,2,4,3,1,2,2,2,2,7,4,4,3,4,3.290163934
chr12:50427762-50441643,2,3,6,0,7,9,6,3,9,0,2,8,5,0,4,3,2,2,0,5,0,0,6,6,4,7,10,4,8,7,4.266666667,1,1,2,0,2,7,2,1,3,3,1,4,5,1,2,2,1,2,3,1,3,1,4,4,2,5,2,1,1,2,3.299453552
chr11:73707420-73718890,0,4,3,7,5,7,5,6,6,2,2,8,0,5,6,4,0,4,7,3,2,6,8,3,3,7,5,0,0,5,4.1,2,6,3,6,5,6,4,5,6,1,2,7,1,4,6,2,1,3,6,1,3,7,7,3,3,8,6,2,2,4,4.083606557
chr13:99238427-99244624,5,12,12,9,11,19,13,8,10,10,15,11,7,13,7,15,6,15,5,13,5,12,4,9,11,12,8,0,19,8,10.13333333,3,9,9,7,8,11,13,8,8,7,13,7,5,5,4,13,3,11,4,9,4,8,3,8,7,10,6,0,15,6,8.821857923
chr2:226864604-226867318,19,17,13,11,18,32,19,18,17,8,13,16,13,6,8,8,16,8,17,12,12,10,23,10,17,19,18,15,21,27,15.36666667,15,12,10,10,14,22,16,16,14,4,10,11,11,6,6,8,13,6,13,9,8,9,20,9,16,16,15,13,14,26,13.90765027
chr17:31155983-31169997,5,2,0,2,4,5,4,4,2,5,3,3,3,0,0,9,3,0,6,0,4,0,7,2,2,2,0,2,5,3,2.9,4,1,0,2,3,5,3,4,2,6,3,2,1,1,0,7,3,1,3,0,3,0,5,2,1,2,1,2,5,3,2.703278689
chr12:46239679-46254936,5,5,4,4,3,12,8,3,5,2,5,4,6,5,0,5,2,2,0,8,4,0,3,4,6,0,2,6,2,3,3.933333333,4,4,4,4,2,9,4,2,3,2,2,3,6,5,0,4,2,2,0,6,2,1,2,2,3,1,0,6,1,1,3.425136612
chr2:8888018-8958642,2,0,0,2,0,4,3,0,2,3,4,0,3,3,3,2,3,2,10,0,3,0,8,5,4,7,8,4,6,9,3.333333333,1,1,0,1,1,2,2,0,1,2,4,0,3,2,1,2,2,1,7,0,1,1,3,2,1,4,3,3,4,5,2.677595628
chr4:48369849-48394653,8,2,4,0,0,10,4,4,3,0,4,3,4,2,0,3,2,0,0,4,4,0,2,3,5,5,5,2,4,6,3.1,3,1,4,1,0,5,3,2,2,0,3,2,3,2,1,3,0,0,2,3,4,0,1,2,3,2,1,2,1,5,2.575409836
chr7:102227367-102227669,5,3,5,5,4,8,5,5,4,3,13,15,4,7,9,4,5,6,16,6,6,12,7,9,6,15,3,8,4,9,7.033333333,5,2,4,3,4,6,3,6,3,2,11,1,3,5,7,1,5,5,9,5,4,12,4,1,6,11,3,7,3,5,5.967759563
chr1:8541214-8614686,4,5,4,3,9,11,6,4,4,5,7,9,8,7,5,10,8,4,6,8,4,3,5,4,7,10,3,0,5,11,5.966666667,4,4,2,2,6,6,3,4,2,3,7,5,6,5,3,3,6,2,4,6,2,1,1,3,4,6,1,1,3,9,4.901092896
chr2:99169550-99171429,9,7,3,0,12,7,11,4,7,4,9,11,4,11,3,7,10,5,6,6,4,7,7,4,3,13,3,5,12,14,6.933333333,3,4,2,0,8,3,3,1,2,2,7,6,1,6,2,4,9,1,3,4,2,4,4,2,2,7,2,0,7,10,5.343169399
chr1:35381259-35389082,2,4,0,3,5,7,3,4,0,4,3,4,6,6,0,4,4,3,4,0,0,0,2,4,4,4,9,7,2,0,3.266666667,1,4,0,3,3,5,3,2,0,3,1,3,4,2,1,3,2,3,2,1,1,0,1,3,2,1,8,6,1,0,2.791256831
chr8:123077111-123105464,0,5,4,0,4,7,3,3,7,3,2,4,6,4,0,5,6,6,3,0,2,2,4,0,7,2,5,0,7,5,3.533333333,1,5,4,1,3,6,3,3,4,3,2,4,5,3,0,4,5,4,2,1,2,2,4,0,4,1,4,0,5,5,3.271038251
chr11:62638983-62639731,2,2,2,0,4,4,3,3,5,0,5,3,6,3,0,6,6,3,6,3,6,2,11,3,5,2,3,0,3,0,3.366666667,2,1,2,1,3,1,3,2,5,1,2,1,6,1,1,4,3,3,5,3,2,2,10,2,5,1,1,0,2,0,2.940437158
chr10:32565558-32584304,6,5,2,3,3,4,6,0,9,5,0,4,7,7,0,2,2,6,4,2,0,2,4,5,3,2,0,3,5,7,3.6,4,2,1,2,4,6,3,1,9,1,2,4,3,6,0,4,1,2,1,0,0,1,4,3,1,1,1,0,3,4,3.042622951
chr18:9583117-9595102,6,6,5,10,14,9,20,3,5,9,10,14,9,5,6,7,7,5,5,10,3,8,4,4,16,12,11,10,9,13,8.5,4,4,4,8,13,6,16,2,5,8,8,10,8,5,5,6,6,3,5,10,3,8,4,4,12,10,10,7,7,8,7.745901639
chr5:57246300-57249576,5,4,0,5,4,9,11,4,2,4,2,6,5,4,2,7,8,2,0,2,2,0,3,5,4,8,6,4,0,5,4.1,2,3,0,3,4,6,9,4,2,2,2,6,4,4,2,5,8,2,0,1,2,1,2,2,3,5,3,3,1,5,3.657377049
chr10:5794885-5800705,19,12,7,6,9,26,21,12,15,9,17,15,12,18,7,18,16,7,22,11,15,18,15,17,16,32,12,17,17,17,15.16666667,10,10,4,4,7,22,16,9,8,7,13,11,10,14,5,12,13,6,21,9,12,17,9,12,13,26,9,13,11,12,13.36338798
chr14:102040236-102040673,20,14,14,9,13,9,11,17,13,12,9,17,10,12,11,12,13,13,11,10,3,12,17,5,10,15,10,12,11,28,12.43333333,12,7,7,5,7,4,5,11,6,7,5,12,8,8,7,6,8,6,2,7,2,8,13,1,3,3,5,6,9,14,9.66284153
chr2:241407537-241413421,9,4,0,5,5,6,7,4,3,5,6,7,5,5,2,4,4,3,7,3,3,0,0,4,2,5,3,4,2,5,4.066666667,7,2,1,5,4,5,4,3,3,5,5,4,3,2,1,3,4,1,5,2,2,1,1,3,1,4,2,3,2,5,3.591256831
chr4:22401431-22402799,4,4,3,2,4,0,3,0,2,4,9,7,5,2,2,9,2,3,16,5,0,2,4,2,9,4,5,2,6,2,4.066666667,4,3,2,2,4,0,2,0,2,3,4,5,4,1,2,5,2,2,12,4,0,2,3,1,7,3,5,2,6,2,3.607650273
chr5:56864734-56865977,10,6,8,3,12,21,16,6,8,4,10,9,7,13,4,17,8,11,8,21,12,9,20,16,3,17,10,8,14,21,11.06666667,8,4,5,2,8,14,13,2,6,4,4,5,6,10,1,14,5,9,5,18,1,6,12,10,1,11,8,7,7,10,9.165027322
chr1:29154696-29154910,3,4,0,0,3,2,5,0,2,2,9,11,2,2,0,5,7,10,2,2,4,2,5,2,3,3,0,6,0,2,3.266666667,2,2,1,0,3,1,2,1,2,1,6,8,2,2,0,3,6,7,2,1,3,1,4,2,2,1,1,4,0,2,2.840437158
chrX:17103718-17138961,3,2,0,0,2,4,6,0,2,0,4,4,0,3,0,3,2,3,2,3,2,2,4,7,3,2,4,4,2,10,2.766666667,3,2,1,1,1,1,4,0,1,1,3,4,0,1,0,1,1,1,2,2,2,1,2,6,2,2,3,3,2,5,2.356830601
chr7:8218305-8236005,6,3,0,0,5,0,3,0,5,4,0,4,2,3,0,5,0,4,2,0,0,0,4,4,0,6,0,2,0,5,2.233333333,5,3,1,0,5,1,3,1,5,4,1,3,2,3,0,5,1,4,2,2,1,1,3,2,0,6,1,1,1,5,2.315300546
chr11:129123446-129164427,0,2,6,0,4,3,2,3,5,2,0,0,3,3,0,3,3,0,0,0,0,0,0,0,3,4,4,0,0,3,1.766666667,0,2,3,1,3,2,1,2,2,2,0,1,3,2,0,3,3,0,0,0,0,1,1,0,3,4,4,1,1,2,1.668306011
chr1:230954333-230961303,13,14,10,3,10,8,16,13,17,10,17,16,9,17,6,8,9,11,17,14,5,8,21,9,7,21,12,10,11,16,11.93333333,6,9,8,3,7,4,9,7,15,10,10,12,5,14,5,4,6,8,11,9,5,7,16,8,5,11,8,7,7,10,10.09726776
chr14:32090502-32094386,15,11,13,12,12,13,25,4,20,13,15,10,6,14,17,14,17,14,20,15,13,14,8,19,9,30,10,14,13,22,14.4,7,8,9,7,6,10,15,3,7,9,13,7,5,10,12,10,12,11,12,10,1,8,6,13,5,23,6,12,11,11,11.89180328
chr2:214767482-214797117,3,3,3,4,5,9,5,0,6,3,4,0,4,8,5,5,3,0,5,10,4,0,11,0,9,7,11,5,4,7,4.766666667,1,1,1,1,4,4,4,1,3,1,1,1,1,5,2,2,0,1,4,5,2,1,6,1,5,3,6,2,4,4,3.684699454
chr2:61113770-61118116,2,5,0,0,5,0,2,0,4,3,3,2,5,7,0,4,3,0,4,11,2,0,6,3,4,4,4,0,0,3,2.866666667,1,3,1,1,2,2,1,0,4,3,3,2,2,4,1,3,2,0,3,9,1,0,3,3,4,1,1,0,1,3,2.506010929
chr8:141253989-141254629,26,31,22,16,23,42,41,21,41,14,16,29,32,24,20,29,40,12,28,37,37,17,46,30,16,29,22,32,32,46,28.36666667,17,25,17,13,15,27,37,18,27,11,10,24,26,17,17,21,31,10,19,26,33,10,33,21,10,23,15,26,27,34,24.90765027
chr5:123532569-123557564,3,4,3,3,0,9,6,2,3,4,6,8,4,4,3,3,4,5,0,2,2,3,0,3,3,3,0,5,4,4,3.433333333,1,1,3,3,1,6,6,2,1,3,3,5,3,3,0,1,2,4,0,1,1,2,0,0,1,2,1,4,2,3,2.810382514
chr2:199368605-199433514,41,30,28,19,34,27,49,44,47,23,53,38,29,39,11,48,39,25,49,32,21,22,36,46,27,35,42,40,37,45,35.2,32,24,25,15,25,23,33,33,38,15,39,33,25,32,7,38,29,21,38,28,17,19,30,35,25,30,31,33,30,37,31.65901639
chr3:9750945-9751949,7,2,3,2,4,5,11,7,2,2,4,4,6,4,5,2,0,5,0,0,5,3,9,4,4,7,4,3,6,4,4.133333333,7,2,3,2,3,5,10,7,2,1,3,3,6,4,5,2,0,4,0,0,4,3,8,2,3,7,4,3,5,2,3.903825137
chr17:48112031-48113401,4,2,0,3,3,6,11,5,4,2,10,7,4,3,3,6,6,2,8,3,4,3,8,3,4,6,2,6,3,9,4.666666667,3,2,0,2,2,4,7,1,3,2,6,5,2,2,0,4,4,2,7,2,3,3,6,2,3,3,1,4,2,6,3.896174863
chr6:7181124-7189322,6,5,0,5,7,7,9,5,5,3,8,8,6,3,3,8,2,3,7,5,5,0,10,6,6,7,5,8,3,7,5.4,4,3,1,4,4,2,9,3,3,2,6,5,1,3,2,8,2,3,6,3,2,0,7,5,2,3,3,5,1,4,4.481967213
chr3:170122591-170129552,5,2,6,8,8,13,16,7,6,7,5,11,8,3,4,11,4,15,12,14,6,5,12,7,7,13,4,13,14,14,8.666666667,3,1,2,5,6,10,11,4,4,6,4,7,6,3,3,9,2,14,9,10,5,1,11,3,7,9,4,12,11,12,7.584699454
chr1:171523221-171527844,2,7,2,4,3,5,8,0,3,0,3,4,4,3,0,3,6,2,2,0,2,0,4,3,3,7,4,4,0,5,3.1,1,4,2,1,1,3,3,1,1,1,2,4,3,2,0,1,5,2,2,0,1,1,3,3,2,2,2,1,0,1,2.47704918
chr15:64974602-64983593,6,9,7,3,5,10,10,2,2,7,7,6,9,5,6,3,8,6,7,4,0,6,9,5,3,7,6,3,8,4,5.766666667,5,8,7,2,4,8,7,1,1,3,6,6,8,4,4,3,7,5,6,1,0,4,4,3,3,4,5,3,5,4,5.078142077
chr2:202555252-202556531,3,5,3,0,6,8,5,0,0,2,4,3,2,0,0,5,2,2,0,3,2,2,0,4,0,0,3,3,2,2,2.366666667,2,3,2,1,5,5,4,1,0,2,4,2,1,1,0,4,2,1,0,3,2,2,0,3,0,0,2,3,2,2,2.169945355
chr3:149895473-149921227,0,0,3,4,5,2,4,0,0,5,2,0,3,5,0,3,0,3,0,3,2,4,3,0,4,3,2,0,0,4,2.133333333,1,1,2,3,3,0,3,0,1,4,2,1,3,5,1,1,0,1,0,3,2,4,2,1,4,3,1,0,0,4,2.002185792
chr17:51263274-51268904,7,9,3,6,10,6,16,4,4,4,5,6,7,6,2,5,6,4,5,4,4,7,9,6,5,8,6,6,11,9,6.333333333,6,3,2,4,6,6,8,2,5,3,3,4,6,3,1,5,4,3,4,1,4,4,7,4,2,6,3,5,6,6,5.284153005
chr20:41092472-41101353,7,13,14,8,10,10,15,7,6,10,15,14,10,9,6,9,18,5,18,7,10,8,13,6,5,11,13,4,12,19,10.4,6,9,11,8,7,8,14,7,2,5,12,10,8,7,4,5,13,1,15,6,5,7,8,3,4,6,10,3,7,12,8.940983607
chr13:60439688-60467379,15,23,11,11,26,22,25,19,13,26,16,11,14,21,12,24,16,5,16,13,11,10,19,20,16,23,24,10,21,34,17.56666667,8,18,8,10,17,13,16,10,9,19,10,7,8,11,10,17,11,4,8,10,8,6,12,9,10,14,15,10,16,26,14.66502732
chr13:95757644-95763953,12,9,8,8,14,20,13,4,10,5,14,9,8,6,3,10,4,5,14,14,15,6,14,8,5,0,11,8,17,13,9.566666667,6,7,6,6,10,13,8,2,4,3,1,5,5,4,0,6,2,4,10,1,13,4,8,5,4,14,9,3,12,7,7.845355191
chr3:197866112-197871462,4,5,0,0,2,6,3,2,2,2,7,2,3,0,5,0,0,0,3,7,0,2,3,2,2,0,3,3,7,5,2.666666667,2,4,0,0,2,6,3,1,2,2,5,2,3,0,3,1,0,1,3,6,1,2,3,2,2,1,1,1,6,5,2.50273224
